,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.03,-0.0153846153846153,0.0067049808429118,0.003875968992248,-0.0092592592592592,-0.015625,0.0434782608695652,0.0182926829268292,0.0595238095238095,0.0119047619047619,-0.0178571428571428,-0.0416666666666666,0.0238095238095238,0.0,0.0079787234042553,0.02035742642943924,0.07,0.0769230769230769,0.0201149425287356,0.0329457364341085,0.0509259259259259,0.046875,0.0869565217391304,0.0548780487804878,0.0595238095238095,0.0221088435374149,0.0357142857142857,0.1083333333333333,0.0476190476190476,0.0588235294117647,0.0478723404255319,0.054640962793110176,0.0,0.02257389087612596,0.0203836930455636,0.9424418604651162
African,0.02,-0.0115384615384615,0.0095785440613026,0.0077519379844961,-0.005787037037037,0.078125,0.0543478260869565,0.0060975609756097,0.0238095238095238,0.0119047619047619,-0.0267857142857142,-0.025,-0.0357142857142857,0.0441176470588235,0.014627659574468,0.025012397335429367,0.06,0.1038461538461538,0.0249042145593869,0.063953488372093,0.0671296296296296,0.109375,0.1195652173913043,0.0670731707317073,0.0714285714285714,0.0408163265306122,0.0267857142857142,0.0916666666666666,0.1071428571428571,0.0441176470588235,0.0571808510638297,0.07033236724715662,0.020832167467333008,0.0,0.0232126276694522,0.9011627906976744
African American,0.01,-0.0192307692307692,0.0095785440613026,0.0106589147286821,-0.0011574074074074,0.0625,0.0652173913043478,0.0060975609756097,0.1071428571428571,0.0119047619047619,-0.0625,-0.05,-0.0119047619047619,0.0147058823529411,0.0186170212765957,0.030747724819335766,0.13,0.1884615384615384,0.0344827586206896,0.0687984496124031,0.0694444444444444,0.125,0.108695652173913,0.0548780487804878,0.1547619047619047,0.0408163265306122,0.0982142857142857,0.0666666666666666,0.0833333333333333,0.0441176470588235,0.0425531914893617,0.08734828317656426,0.021021164738242542,0.0,0.0313075506445672,0.9046511627906976
Arab,0.01,-0.0269230769230769,0.0095785440613026,0.0096899224806201,-0.0243055555555555,0.046875,0.0978260869565217,0.0,0.119047619047619,0.010204081632653,-0.0178571428571428,0.0083333333333333,-0.0357142857142857,-0.0147058823529411,0.0252659574468085,0.030421765890790684,0.09,0.0961538461538461,0.0306513409961685,0.0581395348837209,0.0694444444444444,0.046875,0.0978260869565217,0.073170731707317,0.119047619047619,0.0408163265306122,0.0714285714285714,0.075,0.0357142857142857,0.0441176470588235,0.0678191489361702,0.0677469722572067,0.026210279951368577,0.0,0.0377008652657602,0.9017441860465116
Asian,-0.02,0.0153846153846153,0.0095785440613026,0.0077519379844961,-0.011574074074074,0.046875,0.0434782608695652,-0.024390243902439,0.0833333333333333,0.0025510204081632,-0.0446428571428571,-0.0416666666666666,0.0,0.0,0.0186170212765957,0.02465623834027387,0.06,0.1076923076923077,0.0344827586206896,0.0620155038759689,0.0729166666666666,0.140625,0.0869565217391304,0.0365853658536585,0.1547619047619047,0.0467687074829932,0.0625,0.0416666666666666,0.0238095238095238,0.0,0.0691489361702127,0.06666199088931485,0.0192942203931769,0.0,0.0294670846394984,0.8869186046511628
Black,0.01,0.0115384615384615,0.0067049808429118,0.0077519379844961,0.011574074074074,-0.015625,0.0,-0.0304878048780487,0.0119047619047619,0.0008503401360544,0.0,0.0166666666666666,0.0,0.0,0.0093085106382978,0.008827502577584852,0.09,0.15,0.0220306513409961,0.0368217054263565,0.068287037037037,0.078125,0.0652173913043478,0.0548780487804878,0.0595238095238095,0.0297619047619047,0.0535714285714285,0.0833333333333333,0.0952380952380952,0.088235294117647,0.0571808510638297,0.06881363669995152,0.021592958969659903,0.0,0.0079123554473523,0.9203488372093024
Caucasian,0.06,-0.0076923076923076,-0.0009578544061302,0.0135658914728682,-0.0179398148148148,-0.046875,0.0326086956521739,-0.0304878048780487,0.0476190476190476,0.0,0.0089285714285714,-0.0333333333333333,0.0119047619047619,0.0294117647058823,0.0026595744680851,0.022932294825068335,0.14,0.0923076923076923,0.0392720306513409,0.0542635658914728,0.0792824074074074,0.140625,0.1630434782608695,0.0792682926829268,0.1428571428571428,0.0544217687074829,0.0446428571428571,0.1333333333333333,0.1309523809523809,0.1176470588235294,0.077127659574468,0.09926964457286029,0.01734599473167869,0.0,0.0244961240310077,0.8906976744186047
European,0.03,-0.0076923076923076,0.0047892720306513,0.0077519379844961,-0.0167824074074074,0.078125,0.0434782608695652,-0.024390243902439,0.0833333333333333,0.0051020408163265,-0.0267857142857142,0.0,-0.0238095238095238,-0.0147058823529411,0.0239361702127659,0.026045472979831428,0.07,0.1307692307692307,0.0335249042145593,0.0484496124031007,0.0491898148148148,0.171875,0.0434782608695652,0.048780487804878,0.1071428571428571,0.0357142857142857,0.0446428571428571,0.0666666666666666,0.0714285714285714,0.1029411764705882,0.0531914893617021,0.07185301432024513,0.02112866134986195,0.0,0.025312595303446,0.919186046511628
Hispanic,0.0,-0.023076923076923,0.0086206896551724,0.0125968992248062,-0.0104166666666666,0.09375,0.0326086956521739,0.0548780487804878,-0.0595238095238095,0.0085034013605442,-0.0089285714285714,-0.0166666666666666,0.0119047619047619,0.0,0.0119680851063829,0.023562881269797765,0.04,0.1153846153846153,0.0277777777777777,0.0513565891472868,0.068287037037037,0.125,0.0543478260869565,0.0792682926829268,0.1071428571428571,0.0510204081632653,0.0446428571428571,0.1,0.0357142857142857,0.088235294117647,0.0704787234042553,0.07057710425345116,0.025239197322858762,0.0,0.0297386602583358,0.9281976744186048
Jewish,-0.02,0.0038461538461538,-0.003831417624521,0.0135658914728682,-0.0173611111111111,0.015625,0.0760869565217391,0.0121951219512195,0.0238095238095238,-0.0068027210884353,0.0267857142857142,0.0166666666666666,-0.0833333333333333,0.0294117647058823,0.0252659574468085,0.024972488924265113,0.12,0.173076923076923,0.0383141762452107,0.0581395348837209,0.0671296296296296,0.171875,0.1195652173913043,0.0853658536585365,0.0952380952380952,0.0459183673469387,0.0446428571428571,0.1666666666666666,0.1309523809523809,0.0588235294117647,0.0598404255319149,0.09570324381172955,0.03191700091556155,0.0,0.0217932752179328,0.8895348837209303
Latino,-0.01,0.0038461538461538,0.0067049808429118,0.0203488372093023,-0.0086805555555555,0.015625,0.0434782608695652,-0.0060975609756097,0.0,0.0153061224489795,0.0089285714285714,0.0166666666666666,-0.0476190476190476,-0.0588235294117647,0.0186170212765957,0.018716153876714922,0.11,0.1346153846153846,0.0239463601532567,0.0474806201550387,0.0665509259259259,0.078125,0.0434782608695652,0.0670731707317073,0.0476190476190476,0.0476190476190476,0.0625,0.0833333333333333,0.119047619047619,0.1176470588235294,0.0691489361702127,0.07454565100424453,0.028057146763581134,0.0,0.0171738475444411,0.9258720930232558
Middle Eastern,0.05,-0.0461538461538461,0.0095785440613026,0.003875968992248,-0.0208333333333333,0.109375,0.0217391304347826,0.0121951219512195,0.0476190476190476,0.0127551020408163,-0.0178571428571428,0.0,0.0,0.0294117647058823,0.0106382978723404,0.02613548666813077,0.13,0.123076923076923,0.0325670498084291,0.0523255813953488,0.0763888888888889,0.140625,0.0652173913043478,0.073170731707317,0.0952380952380952,0.0467687074829932,0.1071428571428571,0.1333333333333333,0.0238095238095238,0.088235294117647,0.0664893617021276,0.08362591593385545,0.021890412744204137,0.0,0.0296227003429996,0.8895348837209303
Native American,0.02,-0.0153846153846153,0.0086206896551724,0.0145348837209302,-0.0185185185185185,0.046875,0.0326086956521739,0.0182926829268292,0.0476190476190476,-0.0025510204081632,-0.0089285714285714,0.025,-0.0119047619047619,0.0735294117647058,0.0106382978723404,0.023667079790388654,0.04,0.0923076923076923,0.0392720306513409,0.0532945736434108,0.0717592592592592,0.078125,0.0543478260869565,0.0426829268292682,0.0714285714285714,0.0331632653061224,0.0267857142857142,0.1583333333333333,0.1071428571428571,0.1029411764705882,0.0718085106382978,0.06955951582556083,0.021270833485173002,0.0,0.0230529595015576,0.8941860465116279
Roma,0.02,-0.0076923076923076,0.0067049808429118,-0.001937984496124,-0.0167824074074074,-0.03125,0.0108695652173913,0.0304878048780487,0.0,0.016156462585034,0.0089285714285714,0.0,-0.0238095238095238,0.0,0.0212765957446808,0.013059746940133388,0.02,0.0769230769230769,0.0220306513409961,0.0465116279069767,0.0561342592592592,0.125,0.0326086956521739,0.0914634146341463,0.1428571428571428,0.0382653061224489,0.0267857142857142,0.0833333333333333,0.0476190476190476,0.0294117647058823,0.0585106382978723,0.05983031152920469,0.018973535869877118,0.0,0.0269442743417023,0.916860465116279
South American,0.04,0.0538461538461538,0.0114942528735632,0.0096899224806201,-0.0219907407407407,-0.03125,0.0326086956521739,0.0182926829268292,0.0357142857142857,0.0187074829931972,-0.0089285714285714,-0.0583333333333333,0.0119047619047619,0.0441176470588235,0.0226063829787234,0.027965660928785153,0.08,0.1615384615384615,0.0402298850574712,0.0406976744186046,0.0763888888888889,0.21875,0.0543478260869565,0.0548780487804878,0.0595238095238095,0.0595238095238095,0.0446428571428571,0.1083333333333333,0.0357142857142857,0.1029411764705882,0.0545212765957446,0.07946875553835325,0.017061172865327736,0.0,0.0213284582571602,0.9116279069767442
White,0.01,-0.0346153846153846,0.0114942528735632,-0.00484496124031,-0.0237268518518518,0.0625,0.0760869565217391,-0.0060975609756097,0.0952380952380952,0.0051020408163265,-0.0267857142857142,0.0,-0.0476190476190476,-0.0294117647058823,0.0132978723404255,0.02978803353892998,0.09,0.0807692307692307,0.0191570881226053,0.0339147286821705,0.0572916666666666,0.0625,0.1413043478260869,0.1036585365853658,0.0952380952380952,0.0561224489795918,0.0446428571428571,0.0666666666666666,0.119047619047619,0.0588235294117647,0.0664893617021276,0.07304174512272318,0.02677361557398448,0.0,0.0292217779144878,0.9093023255813952
Alaskan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0327517600244873,0.9125
