,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.03,-0.0346153846153846,0.014367816091954,0.0542635658914728,-0.0133101851851851,0.0,0.0652173913043478,0.0,0.0476190476190476,0.0255102040816326,-0.0446428571428571,-0.0583333333333333,0.0,-0.0588235294117647,0.0438829787234042,0.032705752893358926,0.05,0.1269230769230769,0.1886973180076628,0.1976744186046511,0.208912037037037,0.09375,0.108695652173913,0.073170731707317,0.0952380952380952,0.1887755102040816,0.0803571428571428,0.1583333333333333,0.0952380952380952,0.1176470588235294,0.1821808510638297,0.13103955474745096,0.0,0.04169377777255208,0.0085575275397796,0.6398255813953488
African,0.19,0.1,0.0086206896551724,0.0203488372093023,0.0329861111111111,-0.03125,-0.0217391304347826,-0.0121951219512195,0.0357142857142857,-0.0093537414965986,-0.0446428571428571,0.0416666666666666,0.0476190476190476,0.0,0.0053191489361702,0.040097042529147586,0.61,0.5307692307692308,0.3706896551724138,0.2742248062015504,0.4658564814814814,0.0625,0.1956521739130435,0.1707317073170731,0.1785714285714285,0.3273809523809524,0.1875,0.2916666666666667,0.2619047619047619,0.1470588235294117,0.2446808510638297,0.2879458359314563,0.05351668626813481,0.0,0.0103892349718878,0.3034883720930232
African American,0.03,0.0653846153846153,-0.0028735632183908,0.0193798449612403,0.0121527777777777,0.015625,-0.0543478260869565,-0.1097560975609756,0.0,-0.0110544217687074,-0.0535714285714285,0.0083333333333333,0.0238095238095238,0.0,0.0292553191489361,0.029036250108125685,0.37,0.8192307692307692,0.3342911877394636,0.3081395348837209,0.6938657407407407,0.171875,0.1413043478260869,0.2560975609756097,0.1428571428571428,0.3784013605442177,0.0892857142857142,0.2916666666666667,0.1666666666666666,0.1764705882352941,0.2819148936170212,0.30813781161794096,0.04530493350108014,0.0,-0.0079528773011736,0.1505813953488372
Arab,0.01,0.0153846153846153,0.0354406130268199,-0.0096899224806201,0.005787037037037,0.046875,-0.0434782608695652,-0.0182926829268292,0.0,0.0008503401360544,-0.0357142857142857,0.0333333333333333,-0.0238095238095238,-0.0441176470588235,-0.0013297872340425,0.021606869934103323,0.33,0.3384615384615385,0.489463601532567,0.3023255813953488,0.3541666666666667,0.171875,0.1956521739130435,0.25,0.3095238095238095,0.3256802721088435,0.6428571428571429,0.2166666666666666,0.238095238095238,0.2205882352941176,0.2672872340425531,0.3101762107038357,0.040305944293979906,0.0,0.0283249059910189,0.3113372093023255
Asian,0.1,-0.0461538461538461,0.0191570881226053,0.0203488372093023,-0.0075231481481481,0.046875,-0.0217391304347826,0.0,0.0357142857142857,0.0085034013605442,-0.0357142857142857,0.0166666666666666,-0.0119047619047619,-0.0147058823529411,0.0226063829787234,0.027174181117392875,0.32,0.2769230769230769,0.3984674329501915,0.4215116279069767,0.3616898148148148,0.234375,0.2826086956521739,0.2317073170731707,0.25,0.3299319727891156,0.3571428571428571,0.2666666666666666,0.3452380952380952,0.2794117647058823,0.2513297872340425,0.3071336072731376,0.03000001078600924,0.0,0.0234675296182536,0.3090116279069767
Black,-0.04,-0.0076923076923076,-0.0268199233716475,0.0067829457364341,0.0133101851851851,-0.015625,0.0,-0.048780487804878,-0.0476190476190476,-0.0255102040816326,-0.0267857142857142,0.0333333333333333,-0.0119047619047619,0.0441176470588235,0.0119680851063829,0.024016642878676556,0.18,0.5076923076923077,0.3141762452107279,0.3187984496124031,0.4866898148148148,0.109375,0.2608695652173913,0.1951219512195122,0.2142857142857142,0.3384353741496598,0.2053571428571428,0.2,0.2976190476190476,0.1617647058823529,0.3204787234042553,0.27404426946435534,0.049625188729256954,0.0,0.0096819024088943,0.2875
Caucasian,-0.05,-0.0461538461538461,-0.0067049808429118,0.0261627906976744,-0.0017361111111111,0.171875,0.108695652173913,-0.0304878048780487,0.0952380952380952,-0.0144557823129251,-0.0178571428571428,-0.025,0.0119047619047619,0.0147058823529411,0.0492021276595744,0.04467866521219637,0.29,0.3076923076923077,0.3093869731800766,0.3866279069767442,0.3987268518518518,0.609375,0.4565217391304347,0.2256097560975609,0.3809523809523809,0.3239795918367347,0.25,0.2083333333333333,0.1785714285714285,0.1911764705882352,0.4295212765957447,0.32976500112045565,0.04243897184847364,0.0,0.0248977756557076,0.2863372093023256
European,0.04,-0.0038461538461538,0.0172413793103448,0.0232558139534883,0.0017361111111111,0.109375,0.1413043478260869,0.024390243902439,0.0714285714285714,0.0144557823129251,-0.0178571428571428,0.0333333333333333,0.0714285714285714,0.0294117647058823,0.0531914893617021,0.04348371369185015,0.26,0.2269230769230769,0.3544061302681992,0.3488372093023256,0.3304398148148148,0.328125,0.5760869565217391,0.1951219512195122,0.3809523809523809,0.3494897959183674,0.2678571428571428,0.25,0.2142857142857142,0.2058823529411764,0.3484042553191489,0.3091207854215733,0.041455849690747254,0.0,0.0237499105545617,0.3345930232558139
Hispanic,0.01,0.0076923076923076,0.0047892720306513,0.0145348837209302,-0.0219907407407407,0.03125,-0.0108695652173913,0.0548780487804878,0.0357142857142857,0.0178571428571428,-0.0267857142857142,-0.0583333333333333,-0.0357142857142857,-0.0147058823529411,0.0172872340425531,0.024160179765517653,0.33,0.3923076923076923,0.4434865900383142,0.3478682170542636,0.4652777777777778,0.1875,0.25,0.6402439024390244,0.2261904761904762,0.5297619047619048,0.3125,0.325,0.4642857142857143,0.3676470588235294,0.3284574468085106,0.3740351186991472,0.028423541522511666,0.0,0.0220374161466044,0.1488372093023255
Jewish,-0.03,-0.023076923076923,-0.0086206896551724,0.0164728682170542,0.0,-0.015625,0.0434782608695652,-0.0426829268292682,0.1428571428571428,-0.0059523809523809,0.1339285714285714,0.0416666666666666,0.0238095238095238,0.0147058823529411,0.0398936170212766,0.038851363582432415,0.21,0.3,0.3975095785440613,0.3614341085271317,0.4016203703703703,0.140625,0.4347826086956521,0.2378048780487804,0.6190476190476191,0.375,0.3303571428571428,0.2916666666666667,0.238095238095238,0.3088235294117647,0.3723404255319149,0.3346071443864228,0.048818354235275786,0.0,0.022181575926833,0.2572674418604651
