,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.006,-0.027692307692307662,0.015134099616858179,0.042829457364341045,-0.004282407407407379,-0.003125,0.032608695652173905,-0.01951219512195118,0.04523809523809522,0.01768707482993192,-0.044642857142857116,-0.04666666666666662,0.0119047619047619,-0.02647058823529408,0.04228723404255314,0.027673062244588143,0.07,0.15999999999999998,0.189463601532567,0.20368217054263563,0.20034722222222218,0.115625,0.12826086956521732,0.07560975609756093,0.07857142857142854,0.191156462585034,0.07321428571428565,0.12666666666666665,0.0595238095238095,0.10882352941176468,0.17260638297872338,0.13023674569412763,0.0,0.0369676014655865,0.00867507683098412,0.6420348837209302,0.01624807680927192,0.009850960365281328,0.004257875626607824,0.007157436167681918,0.008541321633099525,0.018221724671391566,0.032244341248242,0.016985839362419635,0.021821789023599228,0.006070261325705707,0.013832083379312196,0.010000000000000007,0.013041013273932521,0.019509557590325886,0.005728898730994181,0.0028369025264918975,0.010954451150103323,0.0197019207305626,0.01062139178209126,0.004602458173270508,0.005780088420918429,0.01593443597997745,0.02608695652173911,0.009907363908092645,0.025643641938735723,0.008493191149104592,0.011845088536983567,0.01699673171197595,0.01992047682223989,0.011764705882352958,0.008084406464665215,0.0028810443108811985,0.0,0.00670081490113687,0.002142863988324237,0.0054867212732111845
African,0.128,0.033846153846153845,0.03582375478927198,0.03430232558139532,0.03287037037037034,0.0,0.01739130434782608,0.012195121951219499,0.03333333333333332,0.027210884353741478,-0.017857142857142842,0.006666666666666659,0.0476190476190476,-0.00294117647058822,0.027659574468085056,0.03634698001262342,0.33599999999999997,0.3569230769230769,0.27298850574712635,0.20135658914728682,0.35,0.075,0.13478260869565212,0.09024390243902432,0.0952380952380952,0.24659863945578228,0.09642857142857142,0.14999999999999997,0.1095238095238095,0.09117647058823523,0.19468085106382976,0.1867294080166993,0.03839586863472122,0.0,0.010453425339010298,0.4928488372093023,0.07626270385975048,0.0466257921867438,0.01927739998175368,0.01250863532023637,0.013359911139359361,0.03277527650531724,0.024402113392003957,0.01724650685820846,0.015793451382644756,0.02132981237430358,0.02258769757263125,0.026562295750848678,0.016835875742536838,0.011004874666982124,0.016360166488542223,0.0077592696766422544,0.16426807358704856,0.10249548987046692,0.05206711884833265,0.04946759997117546,0.06519646235574213,0.03617449032121946,0.049858021483390066,0.04052011640447841,0.04879500364742664,0.04853647344500115,0.04738035414793428,0.08147937707720214,0.08088232262601444,0.036499040135267224,0.03461127337233496,0.05410706604873312,0.013545829720892164,0.0,0.0011418686848623729,0.10276491310823876
African American,0.044,0.06692307692307689,0.028927203065134043,0.0344961240310077,0.04849537037037031,0.01875,0.026086956521739126,-0.028048780487804882,0.030952380952380943,0.03435374149659861,-0.01428571428571426,-0.013333333333333341,0.033333333333333326,0.008823529411764699,0.046010638297872296,0.0370281511697622,0.21999999999999997,0.5099999999999999,0.23429118773946356,0.22596899224806197,0.46701388888888884,0.1,0.15217391304347822,0.13292682926829263,0.08809523809523806,0.25850340136054417,0.06428571428571424,0.14666666666666664,0.08095238095238093,0.09117647058823526,0.23271276595744678,0.20031782993962738,0.03668542799430342,0.0,0.00674701772154816,0.4169186046511627,0.03006659275674582,0.01780897985044652,0.020086643110679078,0.013166889729816297,0.02438094568897226,0.04122158111960287,0.0427106145747576,0.047168486843448064,0.02075666163590796,0.02717684946318115,0.025629821597155884,0.023921166824012182,0.008908708063747476,0.017647058823529366,0.008642594047485075,0.006460409192651634,0.09099450532861861,0.16197011924002286,0.05447691148819239,0.04371605063759028,0.1172796990985427,0.04901370981674413,0.026624888508512797,0.06457659656035965,0.03333333333333332,0.06161064916337706,0.028459602590195057,0.07792446485040641,0.047260555336379045,0.04594264515239209,0.026781267819519353,0.056254680744912224,0.007824254738551356,0.0,0.00799229629306606,0.13707909174336366
Arab,0.018,-0.009230769230769178,0.07183908045977005,0.02073643410852714,0.00335648148148148,0.0125,0.008695652173913038,-0.0048780487804878005,0.06904761904761902,0.03622448979591834,0.030357142857142822,-0.01,0.00714285714285714,0.0029411764705882205,0.025265957446808478,0.02866204633414608,0.16999999999999998,0.17384615384615382,0.3791187739463602,0.22693798449612398,0.27071759259259254,0.1,0.10869565217391301,0.11219512195121946,0.16428571428571423,0.248469387755102,0.3803571428571428,0.13666666666666663,0.1071428571428571,0.10882352941176465,0.2055851063829787,0.19285611223390592,0.030590484468402217,0.0,0.01747718480765258,0.496860465116279,0.0116619037896906,0.014100232907556373,0.03933505829183325,0.022754612047867367,0.008063733077939958,0.022963966338592295,0.03395760728655066,0.008961547839450617,0.04416008807378905,0.021272784318869142,0.049422687511064434,0.02438123139721297,0.017817416127494955,0.02695632761738726,0.013742564556131678,0.006911473255482623,0.09011104260855048,0.09453717843530596,0.06500550750008365,0.045612267402134796,0.04356743458490546,0.04026280852101602,0.046625240412015705,0.07054221884868087,0.07766431633476233,0.03978792291330618,0.16814185580476207,0.04428443418528807,0.0698232299934056,0.06809315825170721,0.03880245321800706,0.059511445928230926,0.008541447185251483,0.0,0.006285153304490227,0.09480727512116616
Asian,0.028000000000000004,-0.029230769230769182,0.04386973180076624,0.05329457364341082,0.01192129629629626,0.021875,0.02391304347826086,0.01585365853658534,0.0595238095238095,0.04098639455782308,0.003571428571428561,0.0016666666666666607,0.009523809523809521,-0.00588235294117646,0.053723404255319115,0.031286150067967824,0.132,0.1569230769230769,0.2959770114942528,0.3467054263565891,0.2721064814814815,0.128125,0.18043478260869558,0.11097560975609752,0.13571428571428568,0.2590136054421769,0.19285714285714278,0.14833333333333326,0.15714285714285708,0.12941176470588228,0.22287234042553186,0.19123951454942692,0.029723066582711198,0.0,0.01526571779964544,0.48284883720930233,0.03709447398198282,0.011564074137209931,0.01731995716826929,0.02427514150406473,0.012891461202977447,0.021194781197266466,0.027839670597534116,0.010631460837904057,0.027147033930931843,0.02248116637117995,0.026244532958391173,0.026034165586355466,0.01749635530559412,0.014997116216449322,0.021730530016825,0.005015546659783228,0.09682974749528163,0.06929057246085257,0.052045969113989704,0.04566164559290991,0.048898785035863014,0.06202947887899753,0.06360321234055563,0.06341463414634146,0.07323122142490333,0.04029786935798108,0.08740884464657442,0.06200358412579425,0.09799578870122228,0.07521595207379071,0.015175896401794783,0.05994529548907361,0.007396970887977835,0.0,0.004240601100587763,0.08947238078122711
Black,0.0019999999999999996,0.038461538461538436,-0.00593869731800766,0.025968992248061977,0.0020833333333333203,0.00625,0.01956521739130434,-0.0012195121951219605,0.026190476190476174,-0.0013605442176870806,-0.0321428571428571,-0.01499999999999998,0.0357142857142857,0.014705882352941157,0.027393617021276562,0.02741250397750352,0.178,0.41538461538461535,0.2936781609195402,0.2682170542635659,0.39837962962962964,0.1125,0.18913043478260863,0.13292682926829263,0.11666666666666661,0.30442176870748294,0.1285714285714285,0.16499999999999998,0.11666666666666665,0.15588235294117642,0.2757978723404255,0.21674823200947327,0.031928649801459895,0.0,0.00999150019919506,0.3971511627906976,0.024819347291981715,0.03344163864505251,0.01999508167531251,0.015190634063771642,0.01237181358015068,0.028980057798424073,0.01739130434782608,0.02896180996838513,0.05604096331399911,0.015368354214397728,0.018385053823191055,0.03551212625443749,0.032819163695452895,0.02790244994266214,0.015338160484357705,0.005687748027537761,0.03544009029333871,0.09763474985218237,0.01387534020094393,0.028006390541860667,0.05702225750975592,0.022963966338592295,0.04101730926981134,0.039403644930252495,0.0550200952775778,0.024201104542104942,0.04942268751106446,0.03045944480416179,0.09078893316636963,0.019948029362133118,0.032557797615998946,0.03306931876714163,0.010219049240747445,0.0,0.002728921508347369,0.0645203210051439
Caucasian,-0.006,-0.029999999999999943,0.013409961685823719,0.059302325581395324,0.01122685185185182,0.2,0.13478260869565215,0.0024390243902439207,0.0738095238095238,0.03469387755102038,-0.01071428571428568,-0.02333333333333332,0.00714285714285714,0.008823529411764699,0.0909574468085106,0.05090326468025171,0.118,0.16538461538461535,0.21647509578544058,0.32093023255813946,0.26840277777777777,0.4125,0.36521739130434777,0.09999999999999995,0.1833333333333333,0.26224489795918365,0.09642857142857138,0.11666666666666663,0.0833333333333333,0.11470588235294113,0.39308510638297867,0.2144471936178219,0.04492283579454974,0.0,0.017240948385229018,0.4734883720930232,0.024166091947189147,0.009850960365281313,0.012950531633069359,0.018733404610224137,0.008007051183531459,0.05537514108334172,0.0543912869704209,0.020623822591814302,0.038685897164933127,0.024898563243109077,0.01536129511971893,0.019293061504650367,0.01214052265141139,0.019948029362133104,0.031170394306348125,0.011061584968171124,0.08611620056644394,0.07337993857053429,0.051207150975569576,0.04670663255543039,0.06765776443346638,0.15264593427274767,0.08926289203325136,0.06505843252853237,0.11208192662799828,0.037246839324423256,0.08093049424017616,0.05502524673073061,0.05481364015819683,0.044991348649348076,0.05667827129775526,0.06410664420462645,0.01074728153776593,0.0,0.005545710533224114,0.1024029173926965
European,0.019999999999999997,-0.0092307692307692,0.036206896551724106,0.0476744186046511,0.00300925925925926,0.0625,0.16739130434782604,0.00487804878048778,0.07857142857142854,0.04047619047619044,-0.00714285714285714,0.00166666666666666,0.0476190476190476,0.02352941176470584,0.07340425531914889,0.045768902493110296,0.10800000000000001,0.12615384615384612,0.2653256704980843,0.277906976744186,0.25509259259259254,0.2,0.441304347826087,0.1097560975609756,0.18809523809523804,0.2687074829931973,0.1285714285714285,0.1583333333333333,0.11428571428571424,0.13529411764705876,0.28936170212765955,0.20441256989529338,0.03905154480137139,0.0,0.01494617397822566,0.4996511627906977,0.01897366596101028,0.011564074137209895,0.02069852229456793,0.015820412117797333,0.010086060152330675,0.03277527650531724,0.03478260869565216,0.011823609408332497,0.019342948582466563,0.01966180580292891,0.020671137326411078,0.020682789409984737,0.024971639242146453,0.04705882352941174,0.015988445069350137,0.007005447652069782,0.08376156636548769,0.0603441804844775,0.05632640010723815,0.04832697657482715,0.04432341497316518,0.09951052080056662,0.10416650913661687,0.04953681954046318,0.10361931022375687,0.04647869263923571,0.0741877788494321,0.05602578771323871,0.062360956446232324,0.05294117647058825,0.03490634498015005,0.05888001946423175,0.010138187228548404,0.0,0.0051800829232080264,0.09318180529056788
Hispanic,0.016,0.00307692307692308,0.027586206896551703,0.030426356589147257,0.010300925925925918,0.0125,0.00217391304347826,0.09999999999999998,0.05714285714285712,0.07636054421768704,0.00178571428571428,-0.01166666666666666,0.019047619047619042,0.03529411764705882,0.047074468085106326,0.036421762528750304,0.14,0.2138461538461538,0.29272030651340997,0.24903100775193793,0.32881944444444444,0.1125,0.16739130434782604,0.37804878048780494,0.1333333333333333,0.4270408163265305,0.14107142857142854,0.175,0.1571428571428571,0.2529411764705882,0.24228723404255312,0.2274115895519245,0.038718133476029995,0.0,0.0132060830213794,0.40470930232558133,0.008,0.011252876029482854,0.022589123330243144,0.012080966957758694,0.023763239938177527,0.018221724671391566,0.010649955403405117,0.03123475237772121,0.01749635530559412,0.03846095109495009,0.023555189211201567,0.028674417556808742,0.043643578047198456,0.03553837051057223,0.01851415349357142,0.007700562419618297,0.10198039027185571,0.09129573507346087,0.07822475043656878,0.05585633081151373,0.07121903130551568,0.04122158111960287,0.05897678246195886,0.1333680303852909,0.06362090102803518,0.05682003076516576,0.08882021511032778,0.08027729719194865,0.1590789817951435,0.07968363049496509,0.04791221743405029,0.0763560652100605,0.009766096020256231,0.0,0.006253255413759321,0.1325502853650325
Jewish,0.006,-0.009230769230769199,0.03448275862068964,0.04379844961240305,0.02071759259259254,0.025,0.0543478260869565,-0.0097560975609756,0.17619047619047615,0.04013605442176868,0.02857142857142858,0.0016666666666666802,0.02619047619047618,-0.011764705882352918,0.05505319148936168,0.04111173266417926,0.07,0.13230769230769227,0.23256704980842907,0.241860465116279,0.2424768518518518,0.075,0.21521739130434775,0.09512195121951214,0.32857142857142857,0.21700680272108838,0.14642857142857135,0.1283333333333333,0.0833333333333333,0.1176470588235294,0.24973404255319148,0.17170706482483916,0.038058831681888776,0.0,0.0104083912033489,0.5609302325581396,0.02576819745345025,0.010490908997681393,0.028716468705828713,0.01525231966662868,0.016143240366593276,0.023385358667337132,0.022800192351525025,0.020623822591814302,0.04082482904638632,0.027634877002652485,0.05658206970626733,0.021984843263788148,0.011664236870396083,0.019509557590325844,0.010757312987317377,0.00829687649448429,0.074565407529229,0.09372627905030365,0.08587718985133672,0.06272786118014133,0.08289736137110038,0.0375,0.12324380680920317,0.07463972560048465,0.16123812336511442,0.08033693911511257,0.10063573431146694,0.0895358401237553,0.07968190728895955,0.09754778795162944,0.06778733087570385,0.08478951602670307,0.011992966389811382,0.0,0.006189766023275516,0.15694859782117002
