,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.01,-0.0346153846153846,-0.0344827586206896,0.0474806201550387,-0.0341435185185185,0.046875,0.1304347826086956,0.048780487804878,0.0238095238095238,0.010204081632653,-0.0357142857142857,-0.05,-0.0238095238095238,0.0,0.038563829787234,0.03792758647176169,0.17,0.2115384615384615,0.3946360153256705,0.4292635658914728,0.3894675925925926,0.296875,0.2608695652173913,0.1585365853658536,0.238095238095238,0.3486394557823129,0.1785714285714285,0.25,0.1904761904761904,0.2647058823529412,0.3922872340425531,0.27826414768347374,0.0,0.061377728801352824,0.0085575275397796,0.6398255813953488
African,0.26,0.0884615384615384,-0.0229885057471264,0.0193798449612403,0.0231481481481481,-0.09375,-0.0869565217391304,-0.048780487804878,-0.0952380952380952,-0.0280612244897959,-0.1339285714285714,0.025,-0.0595238095238095,-0.0588235294117647,-0.0013297872340425,0.06969133761254272,0.72,0.6961538461538461,0.6704980842911877,0.7034883720930233,0.7326388888888888,0.71875,0.7608695652173914,0.573170731707317,0.6428571428571429,0.6913265306122449,0.5982142857142857,0.6583333333333333,0.5595238095238095,0.5882352941176471,0.714095744680851,0.6685437086127313,0.09269996938668093,0.0,0.0103892349718878,0.3034883720930232
African American,0.02,0.0576923076923076,-0.0249042145593869,0.0329457364341085,0.0063657407407407,0.015625,-0.0760869565217391,-0.1768292682926829,-0.0714285714285714,-0.0255102040816326,-0.1071428571428571,0.0583333333333333,-0.0119047619047619,-0.0147058823529411,0.0558510638297872,0.050355059887656685,0.8,0.8730769230769231,0.8409961685823755,0.8604651162790697,0.8894675925925926,0.859375,0.9021739130434784,0.676829268292683,0.7142857142857143,0.8503401360544217,0.7321428571428571,0.775,0.6785714285714286,0.7794117647058824,0.851063829787234,0.8055466474943107,0.06566160257278143,0.0,-0.0079528773011736,0.1505813953488372
Arab,-0.02,-0.0192307692307692,0.0478927203065134,-0.0067829457364341,-0.0069444444444444,0.125,-0.0434782608695652,-0.0853658536585365,0.0,-0.0025510204081632,-0.0625,0.075,-0.0833333333333333,-0.1176470588235294,0.0026595744680851,0.046559065418624916,0.56,0.6269230769230769,0.7222222222222222,0.6715116279069767,0.7071759259259259,0.71875,0.717391304347826,0.5853658536585366,0.6666666666666666,0.6913265306122449,0.7232142857142857,0.625,0.5119047619047619,0.6470588235294118,0.7047872340425532,0.6586198875636325,0.06645550553477218,0.0,0.0283249059910189,0.3113372093023255
Asian,0.16,-0.1,0.0162835249042145,0.0184108527131782,-0.0422453703703703,0.203125,0.0108695652173913,0.0,0.0238095238095238,0.0119047619047619,-0.0535714285714285,0.0916666666666666,-0.1071428571428571,-0.0294117647058823,0.0305851063829787,0.059935094825950205,0.66,0.5615384615384615,0.6829501915708812,0.7218992248062015,0.7239583333333334,0.734375,0.6847826086956522,0.6219512195121951,0.6428571428571429,0.6989795918367347,0.6071428571428571,0.575,0.5833333333333334,0.6176470588235294,0.6875,0.6535943348966882,0.060657768975920213,0.0,0.0234675296182536,0.3090116279069767
Black,-0.04,-0.0269230769230769,-0.0373563218390804,0.0271317829457364,0.0133101851851851,0.015625,0.0217391304347826,-0.0670731707317073,-0.1071428571428571,-0.0051020408163265,-0.0535714285714285,0.05,-0.0595238095238095,0.0588235294117647,0.0305851063829787,0.040927162660582245,0.54,0.6576923076923077,0.7040229885057471,0.7286821705426356,0.7482638888888888,0.640625,0.782608695652174,0.6280487804878049,0.6547619047619048,0.7295918367346939,0.6071428571428571,0.5833333333333334,0.6071428571428571,0.7058823529411765,0.7061170212765957,0.6682610663401984,0.05005332715486744,0.0,0.0096819024088943,0.2875
Caucasian,-0.06,-0.123076923076923,-0.043103448275862,0.0329457364341085,-0.027199074074074,0.3125,0.217391304347826,-0.0426829268292682,0.1547619047619047,-0.010204081632653,-0.0267857142857142,-0.025,0.0476190476190476,0.0441176470588235,0.0811170212765957,0.08323365531152004,0.62,0.6,0.6944444444444444,0.751937984496124,0.7494212962962963,0.8125,0.7391304347826086,0.6036585365853658,0.6547619047619048,0.7023809523809523,0.6160714285714286,0.525,0.4761904761904761,0.6029411764705882,0.7752659574468085,0.6615803061618,0.0650663345518918,0.0,0.0248977756557076,0.2863372093023256
European,0.07,-0.0615384615384615,-0.003831417624521,0.00484496124031,-0.042824074074074,0.21875,0.1739130434782608,-0.0121951219512195,0.0476190476190476,-0.0008503401360544,-0.0625,0.0583333333333333,0.0119047619047619,0.0294117647058823,0.0638297872340425,0.05748974098933125,0.51,0.5,0.6839080459770115,0.6812015503875969,0.7002314814814815,0.625,0.7391304347826086,0.5,0.5476190476190477,0.6981292517006803,0.5267857142857143,0.4916666666666666,0.4642857142857143,0.4705882352941176,0.6968085106382979,0.5890236435412625,0.04703963360529651,0.0,0.0237499105545617,0.3345930232558139
Hispanic,-0.03,-0.0384615384615384,0.0057471264367816,0.0319767441860465,-0.0532407407407407,0.0625,-0.0217391304347826,0.1402439024390244,0.0119047619047619,0.048469387755102,-0.0625,-0.0833333333333333,-0.1071428571428571,-0.0441176470588235,0.0159574468085106,0.05048897444682018,0.81,0.7692307692307693,0.8505747126436781,0.8594961240310077,0.8738425925925926,0.84375,0.8913043478260869,0.8475609756097561,0.7738095238095238,0.8613945578231292,0.7232142857142857,0.7833333333333333,0.7738095238095238,0.75,0.8590425531914894,0.8180242199743452,0.04255239625264018,0.0,0.0220374161466044,0.1488372093023255
Jewish,-0.07,-0.0961538461538461,-0.0220306513409961,0.0222868217054263,-0.0150462962962962,-0.03125,0.0652173913043478,-0.073170731707317,0.1785714285714285,-0.0255102040816326,0.1607142857142857,0.0666666666666666,0.0238095238095238,0.1176470588235294,0.0598404255319149,0.06852768878048072,0.57,0.5807692307692308,0.7691570881226054,0.749031007751938,0.7766203703703703,0.65625,0.7608695652173914,0.6219512195121951,0.75,0.7721088435374149,0.5178571428571429,0.6166666666666667,0.5238095238095238,0.5882352941176471,0.7752659574468085,0.668572794011929,0.07691262207101458,0.0,0.022181575926833,0.2572674418604651
Latino,0.03,0.0076923076923076,0.0229885057471264,0.0116279069767441,-0.0734953703703703,0.015625,-0.0326086956521739,-0.0792682926829268,-0.1666666666666666,0.0348639455782312,-0.0178571428571428,0.075,-0.0833333333333333,0.1764705882352941,0.0824468085106382,0.060662970953530355,0.67,0.6692307692307692,0.8735632183908046,0.8585271317829457,0.8663194444444444,0.671875,0.7282608695652174,0.6036585365853658,0.7380952380952381,0.8852040816326531,0.625,0.675,0.6547619047619048,0.6470588235294118,0.875,0.7361036678679171,0.07701309028104988,0.0,0.0148302012850401,0.1633720930232558
Middle Eastern,0.11,-0.073076923076923,0.0555555555555555,-0.0125968992248062,-0.0381944444444444,0.140625,0.1630434782608695,0.073170731707317,0.119047619047619,-0.0408163265306122,0.0178571428571428,-0.1166666666666666,0.0714285714285714,0.088235294117647,0.0412234042553191,0.0774358704782329,0.55,0.6038461538461538,0.7279693486590039,0.7257751937984496,0.7268518518518519,0.734375,0.75,0.6219512195121951,0.6190476190476191,0.7227891156462585,0.7321428571428571,0.5833333333333334,0.5476190476190477,0.5294117647058824,0.7247340425531915,0.6599897698477228,0.059733786664096664,0.0,0.0075113814301455,0.2912790697674418
Native American,0.02,-0.0307692307692307,-0.0009578544061302,0.0387596899224806,-0.0150462962962962,-0.015625,-0.0108695652173913,0.0060975609756097,0.0595238095238095,0.0170068027210884,-0.0892857142857142,0.1416666666666666,-0.0238095238095238,-0.1029411764705882,-0.038563829787234,0.040728181390117565,0.38,0.4153846153846154,0.5162835249042146,0.5368217054263565,0.5486111111111112,0.453125,0.4456521739130434,0.3475609756097561,0.3928571428571428,0.4982993197278911,0.3571428571428571,0.6083333333333333,0.2857142857142857,0.4558823529411764,0.5332446808510638,0.45166087192778986,0.052633361550448086,0.0,0.0126503870899051,0.4909883720930232
Roma,0.04,0.0038461538461538,0.0296934865900383,0.0465116279069767,-0.0520833333333333,0.09375,-0.0108695652173913,-0.024390243902439,0.0952380952380952,-0.0127551020408163,-0.0714285714285714,0.0416666666666666,0.1309523809523809,-0.0588235294117647,0.0106382978723404,0.04817647029379787,0.48,0.5269230769230769,0.646551724137931,0.6531007751937985,0.6712962962962963,0.46875,0.5760869565217391,0.5,0.4523809523809524,0.6454081632653061,0.5535714285714286,0.525,0.6309523809523809,0.5294117647058824,0.6303191489361702,0.5659835111923308,0.05841175625600687,0.0,0.0183823962319693,0.3686046511627907
South American,0.07,-0.05,-0.0220306513409961,0.0135658914728682,-0.0763888888888889,-0.015625,-0.0326086956521739,0.0548780487804878,0.0476190476190476,0.1258503401360544,-0.1339285714285714,0.0333333333333333,0.0476190476190476,0.0588235294117647,-0.0093085106382978,0.05277197042143545,0.75,0.7576923076923077,0.8362068965517241,0.8527131782945736,0.8715277777777778,0.796875,0.8369565217391305,0.8475609756097561,0.7380952380952381,0.8673469387755102,0.8303571428571429,0.7833333333333333,0.7619047619047619,0.7647058823529411,0.8683510638297872,0.8109084679209323,0.05965104690531608,0.0,0.0138637451433075,0.1517441860465116
White,0.0,-0.0884615384615384,-0.0277777777777777,-0.005813953488372,-0.0474537037037037,0.171875,0.1956521739130435,-0.0609756097560975,0.119047619047619,0.0450680272108843,-0.0178571428571428,-0.0416666666666666,0.0,0.0294117647058823,0.0837765957446808,0.062322504888893904,0.4,0.45,0.5756704980842912,0.563953488372093,0.5995370370370371,0.546875,0.5652173913043478,0.4024390243902439,0.5,0.5824829931972789,0.4107142857142857,0.4416666666666666,0.3571428571428571,0.4705882352941176,0.6023936170212766,0.4979120729482997,0.04612373025750938,0.0,0.0256405218484752,0.4375
