,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0,-0.0269230769230769,0.0028735632183908,0.0717054263565891,-0.0353009259259259,0.109375,0.0,0.0182926829268292,0.0952380952380952,0.026360544217687,-0.1517857142857142,-0.1333333333333333,-0.0119047619047619,-0.0735294117647058,0.0904255319148936,0.056469871200666856,0.26,0.4038461538461538,0.5545977011494253,0.6337209302325582,0.578125,0.421875,0.4130434782608695,0.25,0.2619047619047619,0.5246598639455783,0.2589285714285714,0.3333333333333333,0.2023809523809523,0.3676470588235294,0.574468085106383,0.40256872602747434,0.0,0.06709058767004014,0.0057163583983967,0.6462209302325581
African,0.05,0.0,0.0392720306513409,0.066860465116279,-0.0104166666666666,0.03125,0.0869565217391304,0.0182926829268292,0.0238095238095238,0.0416666666666666,-0.0178571428571428,-0.075,0.0714285714285714,0.0294117647058823,0.0757978723404255,0.04253466059389722,0.53,0.5769230769230769,0.6925287356321839,0.6947674418604651,0.7939814814814815,0.40625,0.4782608695652174,0.25,0.3809523809523809,0.6947278911564626,0.3035714285714285,0.2916666666666667,0.2619047619047619,0.3235294117647059,0.6954787234042553,0.4916361913255391,0.05253540364083813,0.0,0.0095005733328555,0.5531976744186047
African American,-0.1,0.1192307692307692,0.0067049808429118,0.0406976744186046,0.0653935185185185,-0.078125,0.1413043478260869,0.0182926829268292,0.0119047619047619,0.0586734693877551,0.0178571428571428,-0.0583333333333333,-0.0476190476190476,0.0441176470588235,0.0598404255319149,0.057872986763766614,0.46,0.7807692307692308,0.64272030651341,0.6957364341085271,0.8767361111111112,0.296875,0.5543478260869565,0.274390243902439,0.3452380952380952,0.6726190476190477,0.3214285714285714,0.3083333333333333,0.3095238095238095,0.4558823529411764,0.6981382978723404,0.5128492440298699,0.08364849163692901,0.0,0.008978096268253,0.540406976744186
Arab,-0.03,-0.0153846153846153,0.082375478927203,0.0891472868217054,-0.0509259259259259,-0.09375,-0.0760869565217391,0.0,0.0476190476190476,0.0442176870748299,0.0446428571428571,-0.0666666666666666,0.0357142857142857,0.1323529411764706,0.0279255319148936,0.05578728539268264,0.25,0.4076923076923077,0.7969348659003831,0.7034883720930233,0.7349537037037037,0.46875,0.4021739130434782,0.3048780487804878,0.3809523809523809,0.7261904761904762,0.4375,0.3666666666666666,0.2261904761904762,0.25,0.6954787234042553,0.47678999564117586,0.07307898041950737,0.0,0.0161500104109077,0.5529069767441861
Asian,0.04,-0.0923076923076923,0.0354406130268199,0.0988372093023255,-0.0439814814814814,0.046875,0.1304347826086956,0.0060975609756097,0.0,0.0340136054421768,0.0,-0.0666666666666666,-0.0119047619047619,0.0441176470588235,0.1768617021276596,0.05516924819351418,0.28,0.3076923076923077,0.7710727969348659,0.9205426356589148,0.7939814814814815,0.203125,0.5,0.2256097560975609,0.238095238095238,0.7874149659863946,0.3214285714285714,0.3666666666666666,0.2261904761904762,0.3088235294117647,0.7513297872340425,0.4667982141918856,0.06028804498036751,0.0,0.0137629109493439,0.5191860465116279
Black,0.02,0.0115384615384615,-0.1005747126436781,0.1075581395348837,-0.0462962962962962,0.15625,0.0434782608695652,-0.0365853658536585,0.0714285714285714,0.0391156462585034,-0.0357142857142857,-0.05,0.0833333333333333,0.1176470588235294,0.101063829787234,0.06803893080546669,0.36,0.65,0.8438697318007663,0.8633720930232558,0.9189814814814816,0.4375,0.5652173913043478,0.3780487804878049,0.3809523809523809,0.8571428571428571,0.3571428571428571,0.4333333333333333,0.369047619047619,0.5882352941176471,0.8271276595744681,0.5886647652939213,0.05913409726507319,0.0,0.0129608270015426,0.463953488372093
Caucasian,0.02,-0.0807692307692307,-0.0651340996168582,0.1230620155038759,-0.0190972222222222,0.328125,0.2934782608695652,-0.0060975609756097,-0.0119047619047619,0.0433673469387755,-0.0446428571428571,-0.0583333333333333,-0.0119047619047619,0.1029411764705882,0.1502659574468085,0.09060823900661656,0.22,0.2884615384615384,0.6111111111111112,0.7199612403100775,0.6614583333333334,0.484375,0.5108695652173914,0.1646341463414634,0.1547619047619047,0.6522108843537415,0.0803571428571428,0.1916666666666666,0.1547619047619047,0.2794117647058823,0.8018617021276596,0.3983935270006545,0.0859090763385606,0.0,0.0095187269379252,0.5956395348837209
European,0.07,-0.073076923076923,-0.0316091954022988,0.1375968992248062,-0.0688657407407407,0.125,0.3260869565217391,0.0,0.1785714285714285,0.0892857142857142,-0.125,-0.0833333333333333,-0.0238095238095238,0.1323529411764706,0.113031914893617,0.105174704735773,0.23,0.2807692307692307,0.6312260536398467,0.7228682170542635,0.6776620370370371,0.25,0.6956521739130435,0.2195121951219512,0.2976190476190476,0.66921768707483,0.1785714285714285,0.2666666666666666,0.1904761904761904,0.2794117647058823,0.738031914893617,0.421845640502869,0.07156901649452481,0.0,0.0075745671675904,0.588953488372093
Hispanic,0.04,-0.0538461538461538,-0.0086206896551724,0.0513565891472868,-0.0416666666666666,-0.03125,-0.0108695652173913,0.1890243902439024,0.0238095238095238,0.1632653061224489,-0.0178571428571428,-0.075,0.1428571428571428,0.1911764705882352,0.0970744680851063,0.07584494060641153,0.18,0.5230769230769231,0.7423371647509579,0.7625968992248062,0.8356481481481481,0.5,0.6195652173913043,0.6402439024390244,0.3095238095238095,0.9081632653061223,0.3214285714285714,0.3416666666666667,0.4047619047619047,0.5441176470588235,0.7539893617021277,0.5591412987652794,0.08360467611076293,0.0,0.0072105681664205,0.4997093023255814
Jewish,-0.02,-0.0115384615384615,0.0249042145593869,0.0697674418604651,0.0295138888888888,0.109375,0.0326086956521739,0.024390243902439,0.2619047619047619,0.0170068027210884,-0.0178571428571428,-0.0333333333333333,0.0,-0.0294117647058823,0.0811170212765957,0.0508485848800413,0.1,0.1807692307692307,0.4827586206896552,0.5368217054263565,0.5109953703703703,0.140625,0.3369565217391304,0.1585365853658536,0.3333333333333333,0.4659863945578231,0.0892857142857142,0.1166666666666666,0.0714285714285714,0.088235294117647,0.5465425531914894,0.2772627707961229,0.04254361479053692,0.0,0.0049005856909135,0.7008720930232558
