,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,0.02,-0.0384615384615384,-0.0325670498084291,0.067829457364341,-0.0086805555555555,-0.046875,0.1521739130434782,-0.0060975609756097,0.0833333333333333,0.0110544217687074,-0.0535714285714285,-0.1333333333333333,0.0357142857142857,-0.0147058823529411,0.0824468085106382,0.0524563045862413,0.22,0.3923076923076923,0.578544061302682,0.6143410852713178,0.5769675925925926,0.421875,0.4782608695652174,0.274390243902439,0.2976190476190476,0.5739795918367347,0.25,0.35,0.2261904761904762,0.3970588235294117,0.5664893617021277,0.4145349230546492,0.0,0.08261992849657901
African,0.22,-0.0653846153846153,0.0555555555555555,-0.0155038759689922,0.0752314814814814,-0.078125,0.0543478260869565,0.0975609756097561,-0.0476190476190476,0.0493197278911564,-0.0178571428571428,-0.0666666666666666,0.119047619047619,0.088235294117647,0.0172872340425531,0.0711828041552793,0.46,0.6653846153846154,0.6264367816091954,0.5678294573643411,0.7303240740740741,0.328125,0.5108695652173914,0.2682926829268293,0.3095238095238095,0.5476190476190477,0.3214285714285714,0.35,0.2142857142857142,0.3823529411764705,0.5651595744680851,0.45650878900520964,0.0825372266618072,0.0
African American,0.19,0.1307692307692307,0.0249042145593869,-0.001937984496124,0.1510416666666666,0.15625,0.0108695652173913,-0.0182926829268292,-0.0595238095238095,0.048469387755102,-0.0892857142857142,-0.15,-0.0119047619047619,0.0294117647058823,0.026595744680851,0.07328376849944997,0.81,1.0769230769230769,0.8160919540229885,0.7965116279069767,1.0630787037037035,0.65625,0.5978260869565217,0.4329268292682927,0.4880952380952381,0.7627551020408163,0.5714285714285714,0.5166666666666667,0.369047619047619,0.5294117647058824,0.8191489361702128,0.6870774784624378,0.0908704658127151,0.0
Arab,0.01,-0.0769230769230769,0.2078544061302682,-0.0494186046511627,-0.0069444444444444,0.046875,0.0760869565217391,-0.0060975609756097,0.119047619047619,0.0756802721088435,0.0803571428571428,-0.0916666666666666,0.0476190476190476,0.0735294117647058,0.0026595744680851,0.06471731894522742,0.53,0.3230769230769231,0.8994252873563219,0.6327519379844961,0.6851851851851852,0.328125,0.358695652173913,0.2621951219512195,0.3333333333333333,0.6488095238095238,0.7767857142857143,0.375,0.2619047619047619,0.4558823529411764,0.5957446808510638,0.49779436499024216,0.06890445255088076,0.0
Asian,-0.02,-0.0807692307692307,0.0900383141762452,0.1046511627906976,0.0040509259259259,0.09375,-0.0326086956521739,0.0121951219512195,0.0595238095238095,0.1062925170068027,0.0446428571428571,0.0916666666666666,-0.0238095238095238,0.0735294117647058,0.0186170212765957,0.057076350563763596,0.24,0.2961538461538461,0.7375478927203065,0.8817829457364341,0.6822916666666666,0.34375,0.5108695652173914,0.3048780487804878,0.2976190476190476,0.6420068027210885,0.3839285714285714,0.275,0.238095238095238,0.3088235294117647,0.7127659574468085,0.45703420746650997,0.08346782203067264,0.0
Black,-0.04,0.0461538461538461,-0.028735632183908,0.0949612403100775,-0.0434027777777777,-0.046875,0.0869565217391304,0.0060975609756097,-0.0357142857142857,-0.0144557823129251,-0.0982142857142857,-0.1,0.0119047619047619,0.0735294117647058,0.0292553191489361,0.05041709504668332,0.54,0.7846153846153846,0.8735632183908046,0.8042635658914729,0.921875,0.546875,0.7391304347826086,0.5182926829268293,0.5595238095238095,0.842687074829932,0.4732142857142857,0.5666666666666667,0.369047619047619,0.5735294117647058,0.8457446808510638,0.6639352556670122,0.04503224277051642,0.0
Caucasian,-0.02,-0.1153846153846153,-0.0450191570881226,0.1240310077519379,-0.0266203703703703,0.578125,0.4021739130434782,-0.0426829268292682,0.2261904761904762,0.0535714285714285,0.0,0.0166666666666666,0.0,0.0147058823529411,0.2207446808510638,0.12572774167335793,0.3,0.3769230769230769,0.7212643678160919,0.8313953488372093,0.7476851851851852,0.828125,0.8586956521739131,0.2378048780487804,0.4642857142857143,0.7372448979591837,0.3214285714285714,0.3166666666666666,0.3095238095238095,0.3382352941176471,0.9680851063829788,0.5571575712899218,0.11383142775004847,0.0
European,0.06,-0.0038461538461538,0.0881226053639846,0.0096899224806201,-0.037037037037037,0.09375,0.3804347826086957,-0.0121951219512195,0.0952380952380952,0.0892857142857142,0.0446428571428571,-0.05,0.119047619047619,-0.1029411764705882,0.1449468085106383,0.08874519293221485,0.16,0.2346153846153846,0.7279693486590039,0.6627906976744186,0.6782407407407407,0.3125,0.8586956521739131,0.2317073170731707,0.2619047619047619,0.6879251700680272,0.1875,0.3166666666666666,0.1904761904761904,0.3088235294117647,0.7805851063829787,0.4400267043898014,0.07750245250761306,0.0
Hispanic,0.0,-0.0461538461538461,0.0402298850574712,-0.0358527131782945,0.0457175925925925,-0.03125,-0.0108695652173913,0.1829268292682926,0.0595238095238095,0.2236394557823129,0.0,0.0083333333333333,-0.0952380952380952,0.1617647058823529,0.0172872340425531,0.06391913768468967,0.32,0.4384615384615384,0.7873563218390804,0.7335271317829457,0.7737268518518519,0.375,0.4239130434782608,0.7682926829268293,0.4166666666666667,0.9821428571428572,0.3214285714285714,0.4416666666666666,0.2619047619047619,0.3970588235294117,0.7486702127659575,0.5459877420296934,0.09536517509804983,0.0
Jewish,-0.04,-0.05,0.0957854406130268,0.0862403100775193,0.0185185185185185,0.125,0.1413043478260869,-0.024390243902439,0.5,0.0442176870748299,0.0625,-0.0666666666666666,0.0476190476190476,0.0147058823529411,0.0518617021276595,0.09125398978524903,0.12,0.173076923076923,0.6532567049808429,0.5901162790697675,0.5729166666666666,0.21875,0.3152173913043478,0.1585365853658536,0.7142857142857143,0.532312925170068,0.2232142857142857,0.2,0.1904761904761904,0.1323529411764706,0.5917553191489362,0.3590845284290712,0.07673385247305983,0.0
