,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.01,0.0,0.0047892720306513,0.0067829457364341,-0.0005787037037037,-0.015625,0.0217391304347826,-0.0060975609756097,0.0238095238095238,0.0008503401360544,0.0,-0.025,0.0,0.0,0.0079787234042553,0.00821674668206766,0.01,0.0307692307692307,0.0067049808429118,0.0125968992248062,0.015625,0.015625,0.0217391304347826,0.0060975609756097,0.0238095238095238,0.0059523809523809,0.0,0.025,0.0,0.0,0.0079787234042553,0.012126562027566734,0.0,0.013115544410173458,0.0279531109107304,0.9444767441860464
African,0.01,0.0076923076923076,0.0057471264367816,0.00484496124031,-0.0034722222222222,0.015625,0.0326086956521739,0.0182926829268292,0.0119047619047619,0.0068027210884353,0.0089285714285714,0.0,-0.0238095238095238,0.0,0.0053191489361702,0.010336514889205808,0.09,0.1,0.0191570881226053,0.0261627906976744,0.042824074074074,0.015625,0.0543478260869565,0.0304878048780487,0.0119047619047619,0.0238095238095238,0.0446428571428571,0.0166666666666666,0.0476190476190476,0.0588235294117647,0.0212765957446808,0.04022317107724409,0.010549752453082255,0.0,0.0180064308681671,0.8380813953488372
African American,0.02,-0.0038461538461538,-0.0019157088122605,0.005813953488372,0.0028935185185185,0.0,0.0434782608695652,0.0121951219512195,0.0238095238095238,0.0,-0.0089285714285714,0.0,0.0119047619047619,0.0,0.0039893617021276,0.009251662422071613,0.06,0.0884615384615384,0.0134099616858237,0.0213178294573643,0.0422453703703703,0.0,0.0434782608695652,0.0365853658536585,0.0476190476190476,0.0221088435374149,0.0089285714285714,0.05,0.0357142857142857,0.0,0.0172872340425531,0.03247708726934621,0.008754813179498472,0.0,0.014474512271869,0.8654069767441861
Arab,-0.01,-0.0115384615384615,0.0028735632183908,0.000968992248062,-0.011574074074074,0.0,0.0217391304347826,-0.0060975609756097,0.0,0.0017006802721088,-0.0089285714285714,-0.0083333333333333,-0.0119047619047619,-0.0147058823529411,0.0039893617021276,0.007623624898881647,0.03,0.0269230769230769,0.0277777777777777,0.0203488372093023,0.0381944444444444,0.0,0.0217391304347826,0.0182926829268292,0.0714285714285714,0.0238095238095238,0.0446428571428571,0.025,0.0833333333333333,0.0147058823529411,0.0226063829787234,0.03125350005081088,0.009782906814007427,0.0,0.0337373075663283,0.8299418604651163
Asian,0.03,-0.0269230769230769,0.0,0.000968992248062,-0.0069444444444444,0.015625,0.0326086956521739,0.0060975609756097,-0.0119047619047619,0.0085034013605442,0.0,0.0083333333333333,0.0238095238095238,-0.0294117647058823,-0.0039893617021276,0.013674661137302669,0.05,0.05,0.0153256704980842,0.0203488372093023,0.0347222222222222,0.046875,0.0326086956521739,0.0182926829268292,0.0357142857142857,0.0272108843537414,0.0,0.0416666666666666,0.0476190476190476,0.0294117647058823,0.0172872340425531,0.031138866107385903,0.017339785616356632,0.0,0.0278481012658227,0.8654069767441861
Black,0.01,0.0192307692307692,0.0057471264367816,0.0145348837209302,0.0075231481481481,0.015625,0.0543478260869565,-0.0121951219512195,0.0119047619047619,0.010204081632653,-0.0089285714285714,-0.0083333333333333,-0.0238095238095238,0.0,0.0079787234042553,0.014024191405860252,0.07,0.0807692307692307,0.0191570881226053,0.0397286821705426,0.0457175925925925,0.015625,0.0543478260869565,0.0609756097560975,0.0357142857142857,0.0272108843537414,0.0089285714285714,0.0916666666666666,0.0476190476190476,0.0294117647058823,0.0239361702127659,0.043387228013265736,0.011777462360476899,0.0,0.0179640718562874,0.8482558139534884
Caucasian,-0.01,-0.0153846153846153,-0.0028735632183908,-0.002906976744186,-0.0196759259259259,0.0,0.0652173913043478,-0.0060975609756097,0.0119047619047619,-0.0127551020408163,-0.0178571428571428,0.0166666666666666,0.0,0.0,0.0039893617021276,0.012355271248306047,0.07,0.0538461538461538,0.0258620689655172,0.0610465116279069,0.0578703703703703,0.15625,0.0869565217391304,0.0548780487804878,0.0833333333333333,0.0416666666666666,0.0357142857142857,0.0833333333333333,0.0238095238095238,0.0294117647058823,0.0704787234042553,0.062297153753123106,0.01466408210090897,0.0,0.0382372002592352,0.7909883720930233
European,0.04,-0.0038461538461538,0.0,-0.0067829457364341,-0.0121527777777777,0.03125,0.0760869565217391,0.0182926829268292,-0.0119047619047619,-0.0229591836734693,-0.0089285714285714,0.0,0.0119047619047619,-0.0294117647058823,-0.0026595744680851,0.01841200899296439,0.1,0.05,0.0249042145593869,0.0416666666666666,0.0341435185185185,0.0625,0.1630434782608695,0.0548780487804878,0.0595238095238095,0.0433673469387755,0.0446428571428571,0.05,0.0595238095238095,0.0588235294117647,0.0319148936170212,0.05859547819626446,0.022319711123233877,0.0,0.0310679611650486,0.8171511627906977
Hispanic,-0.01,-0.0076923076923076,-0.0019157088122605,0.002906976744186,0.0,0.0,0.0326086956521739,0.024390243902439,-0.0119047619047619,0.0068027210884353,0.0,0.0,0.0,-0.0147058823529411,0.0132978723404255,0.008415011365995389,0.05,0.0538461538461538,0.0134099616858237,0.0145348837209302,0.0300925925925925,0.0,0.0543478260869565,0.024390243902439,0.0119047619047619,0.0289115646258503,0.0,0.0333333333333333,0.0238095238095238,0.0441176470588235,0.0186170212765957,0.026754367589585614,0.01216840195215927,0.0,0.0100882723833544,0.873546511627907
Jewish,-0.02,-0.0192307692307692,-0.003831417624521,-0.000968992248062,-0.0052083333333333,0.0,0.0108695652173913,0.0060975609756097,0.0,-0.0051020408163265,0.0089285714285714,-0.0166666666666666,-0.0238095238095238,-0.0147058823529411,0.0013297872340425,0.009116607395850561,0.04,0.0423076923076923,0.0172413793103448,0.0281007751937984,0.0295138888888888,0.03125,0.0326086956521739,0.0304878048780487,0.0238095238095238,0.0255102040816326,0.0089285714285714,0.05,0.0238095238095238,0.0441176470588235,0.0332446808510638,0.030728692484672384,0.013407391035011009,0.0,0.0259782966129562,0.8281976744186047
