,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_d,Acc_d,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.016,-0.0046153846153846,0.0034482758620689204,0.0056201550387596595,-0.00162037037037036,-0.0125,0.0217391304347826,0.0012195121951219601,0.00714285714285714,0.00306122448979588,0.0,-0.015000000000000003,-0.004761904761904761,0.00294117647058822,0.00638297872340422,0.008611894508136961,0.016,0.033846153846153804,0.00536398467432946,0.01104651162790694,0.01504629629629626,0.01875,0.030434782608695643,0.01097560975609752,0.0119047619047619,0.0081632653061224,0.00357142857142856,0.02833333333333332,0.004761904761904761,0.00882352941176468,0.00957446808510634,0.0144397353455934,0.0,0.012853459671057759,0.024172577466543103,0.943779069767442,0.004898979485566356,0.008213137116947135,0.0009768236616078025,0.0020692012116339848,0.0025462962962962805,0.006250000000000001,0.01818826144639294,0.0071109169449332585,0.01214052265141139,0.00175095750697058,0.0056469243931578025,0.013333333333333324,0.0058321184351980415,0.00588235294117644,0.001954380113922741,0.0009084130516330679,0.004898979485566356,0.0056526686371919585,0.0017765552673363316,0.002341675576278015,0.0031484885436887837,0.006250000000000001,0.008134037797334652,0.004562996813138954,0.007529232524210424,0.0015771460026353286,0.004374088826398518,0.00666666666666664,0.0058321184351980415,0.011764705882352915,0.002839648471284909,0.001345847689365873,0.0,0.001693183108534374,0.00573097740031955,0.0026680916059496646
African,0.018000000000000002,0.00538461538461538,0.0036398467432949603,0.006395348837209219,0.0046296296296296,0.0125,0.028260869565217384,0.008536585365853621,0.00714285714285714,0.0035714285714285197,0.0,-0.0083333333333333,0.00714285714285714,-0.01470588235294118,0.00691489361702124,0.01089089703002596,0.082,0.08076923076923073,0.0147509578544061,0.02499999999999998,0.039120370370370305,0.0125,0.04565217391304346,0.023170731707317017,0.021428571428571425,0.022959183673469337,0.014285714285714263,0.03499999999999996,0.04523809523809522,0.03823529411764702,0.024468085106382938,0.034971893897616464,0.010489718030879,0.0,0.02146460095144508,0.8612790697674418,0.004,0.01181714730441321,0.001532567049808445,0.002643058468408108,0.00452722389250181,0.006250000000000001,0.016268075594669307,0.006218316479991187,0.009523809523809521,0.0021779334140927934,0.0056469243931578025,0.007453559924999269,0.024513405097588085,0.02460764783923748,0.0019543801139227466,0.0014944879352139903,0.03815756805667783,0.020351933162035325,0.00829747426348956,0.004956089865327289,0.009562454891543924,0.006250000000000001,0.004347826086956518,0.01182360940833248,0.004761904761904761,0.006317746809866224,0.016560033027670885,0.01105541596785135,0.02048172682629196,0.01499711621644939,0.008093151092927098,0.008362294135959196,0.0017855741907227335,0.0,0.005089312967044944,0.0347309639858074
African American,0.019999999999999997,0.00769230769230766,-0.0003831417624520999,0.0069767441860464794,0.00868055555555552,-0.00625,0.03478260869565216,0.009756097560975601,0.030952380952380943,0.00459183673469384,-0.00714285714285712,-0.00166666666666666,-0.0023809523809523803,0.0,0.01063829787234038,0.0125334438610965,0.05600000000000001,0.11692307692307691,0.01455938697318004,0.0217054263565891,0.0475694444444444,0.01875,0.03913043478260868,0.0317073170731707,0.04523809523809522,0.01853741496598634,0.00714285714285712,0.04166666666666662,0.030952380952380936,0.023529411764705837,0.022872340425531882,0.03575228358061954,0.011604231800483901,0.0,0.014308883357967539,0.8733720930232558,0.008944271909999158,0.010029542161850185,0.0037146972087481354,0.0045614737581162,0.006412914433886598,0.015934435979977454,0.008134037797334652,0.014735421919017748,0.014285714285714278,0.0035101645307058123,0.006681531047810588,0.009718253158075462,0.008908708063747476,0.013153341044116341,0.00531914893617023,0.00246979161170309,0.014966629547095768,0.04259344061509887,0.009509328464360815,0.004092773659291251,0.017412731898451564,0.022963966338592292,0.0053249777017025605,0.02160981115447482,0.01904761904761904,0.004144917553385704,0.006681531047810588,0.013944333775567941,0.022080044036894522,0.01764705882352941,0.00915140985855599,0.010053659778703159,0.002786940014859032,0.0,0.013253529858636636,0.028827830432821215
Arab,0.013999999999999999,-0.009999999999999959,0.006321839080459721,0.010077519379844918,-0.00324074074074072,0.0,0.028260869565217377,0.0024390243902439003,0.021428571428571422,0.006972789115646199,0.00357142857142856,-0.00333333333333332,0.0023809523809523807,-0.00294117647058822,0.012234042553191441,0.0125723007268323,0.054000000000000006,0.043846153846153826,0.02432950191570874,0.02635658914728678,0.03587962962962958,0.025,0.04130434782608694,0.021951219512195082,0.0595238095238095,0.02568027210884352,0.046428571428571375,0.04333333333333329,0.04523809523809522,0.02647058823529408,0.02765957446808508,0.03646677908087282,0.01177863844234608,0.0,0.03388591030832118,0.8568023255813954,0.013564659966250536,0.00307692307692308,0.0031244265192145624,0.006207603634901899,0.006872700388566401,0.01711632992203644,0.025351964760196945,0.006218316479991175,0.02428104530282278,0.004969945304830756,0.012111303541295084,0.00999999999999996,0.02428104530282278,0.011004874666982124,0.005540602834042454,0.005301370491202357,0.022449944320643647,0.019091805609216684,0.011278303470908064,0.005858998627066249,0.009607178689558873,0.021194781197266463,0.0199242421519819,0.008271134125762521,0.02129588549999799,0.009211974533299897,0.022160131510697973,0.016996731711975924,0.026513163632523904,0.021613144789263346,0.008634405894014856,0.010579276356510483,0.003172224214944096,0.0,0.006998633463787753,0.03375028794220458
Asian,0.0019999999999999996,-0.00846153846153844,0.00440613026819922,0.00697674418604646,-0.00266203703703702,0.00625,0.030434782608695636,0.0024390243902438795,0.01428571428571428,0.00459183673469386,-0.01071428571428568,-0.006666666666666659,0.004761904761904761,-0.008823529411764699,0.007446808510638279,0.011813342964439779,0.046,0.05307692307692304,0.020498084291187678,0.0286821705426356,0.031597222222222165,0.05,0.0652173913043478,0.031707317073170684,0.05714285714285712,0.02636054421768702,0.024999999999999977,0.03666666666666662,0.02857142857142856,0.02647058823529408,0.02234042553191484,0.03662210792508896,0.01371023297892022,0.0,0.02907217502313632,0.8645348837209303,0.02039607805437114,0.011252876029482894,0.0035634243750456295,0.00491805331025175,0.00393518518518516,0.012499999999999999,0.01064995540340512,0.01792309567890126,0.015793451382644756,0.003631659269398401,0.008748177652797038,0.013333333333333306,0.009523809523809521,0.017647058823529366,0.006863557393916962,0.002208617386777831,0.014966629547095765,0.021122354181147655,0.011081344723356005,0.010393091223094512,0.006502116622772291,0.015309310892394862,0.033678116053977525,0.02195121951219513,0.021821789023599235,0.008013074142442001,0.02672612419124243,0.014529663145135577,0.02776643759450142,0.014408763192842209,0.0030786800273378363,0.011791908537342558,0.003060579485176343,0.0,0.0027864429167891664,0.024306219783690495
Black,0.022,0.011538461538461501,0.005363984674329481,0.01085271317829454,0.00555555555555552,-0.003125,0.028260869565217377,0.01097560975609754,0.01666666666666666,0.0079931972789115,0.00357142857142856,0.006666666666666659,0.0,-0.00294117647058822,0.009308510638297839,0.01263494688711132,0.05,0.0761538461538461,0.01609195402298846,0.029069767441860416,0.042361111111111044,0.021875,0.04999999999999998,0.03292682926829262,0.030952380952380936,0.02193877551020404,0.014285714285714258,0.0533333333333333,0.0476190476190476,0.026470588235294062,0.02420212765957442,0.03581869837290978,0.01178560337083094,0.0,0.01703797452810426,0.871860465116279,0.014696938456699069,0.010603114424684775,0.004266486101785411,0.0030272285565529668,0.0025251648413508435,0.011692679333668568,0.01766095305355643,0.016985839362419614,0.0058321184351980415,0.00461382992049338,0.01071428571428568,0.013333333333333306,0.015058465048420847,0.011004874666982124,0.004120195049156797,0.003344119180774148,0.016733200530681516,0.011766968108291035,0.008045977011494242,0.01123362538464299,0.010012744793463962,0.015934435979977454,0.02626749124694471,0.019127301391900147,0.012140522651411387,0.008338537872198126,0.010714285714285721,0.025603819159562023,0.021295885499997988,0.025300956667772413,0.01031421246258793,0.011404674929193807,0.0020291547448760446,0.0,0.005785239475378837,0.02912517974513785
Caucasian,0.01,-0.01538461538461534,-0.00249042145593868,0.00096899224806202,-0.00983796296296294,0.01875,0.03913043478260868,0.007317073170731702,0.0119047619047619,-0.00527210884353738,-0.00714285714285712,0.0016666666666666594,0.004761904761904761,-0.01764705882352936,0.00425531914893614,0.01396918578857288,0.046,0.04461538461538456,0.0212643678160919,0.03585271317829452,0.03946759259259254,0.09375,0.08260869565217388,0.0414634146341463,0.06428571428571427,0.02772108843537412,0.028571428571428536,0.058333333333333307,0.028571428571428564,0.02352941176470582,0.047340425531914844,0.04555833326550547,0.015359152609210442,0.0,0.032232167392365244,0.8568023255813954,0.01414213562373095,0.011665962221617776,0.0024682181468821656,0.005342654555073716,0.0065982374137681645,0.03336586953759785,0.02341376003101957,0.01654226825152499,0.013041013273932521,0.004669908237328551,0.006681531047810588,0.021343747458109467,0.01214052265141139,0.011004874666982165,0.004402379084374146,0.0033332846424316007,0.01854723699099141,0.0212897730816893,0.00868219861580434,0.01626060229721164,0.010729609893358128,0.040745015032516554,0.016268075594669307,0.013579913080073246,0.019342948582466563,0.011133936941042788,0.013122266479195602,0.019720265943665365,0.01214052265141139,0.007204381596421124,0.01610305904597938,0.01323169642902465,0.003264312332823868,0.0,0.0069115275215321246,0.04051812553024369
European,0.02,-0.013846153846153819,-0.0024904214559386796,-0.00038759689922481997,-0.0092592592592592,0.00625,0.05217391304347824,-0.0036585365853658604,0.02619047619047618,-0.0034013605442176796,-0.012499999999999959,-0.00166666666666666,-0.004761904761904761,-0.020588235294117598,0.00398936170212764,0.015604269080193942,0.052000000000000005,0.04769230769230766,0.017816091954022922,0.023255813953488316,0.02916666666666664,0.0625,0.09565217391304344,0.03292682926829264,0.05476190476190475,0.02517006802721084,0.030357142857142815,0.04833333333333332,0.03333333333333332,0.0441176470588235,0.02898936170212758,0.04173817830144648,0.0154651105195417,0.0,0.029355293211083062,0.8715697674418605,0.01414213562373095,0.014308519413644782,0.004517174759598263,0.0059606808136549,0.0047721129926130024,0.023385358667337135,0.025164862832152655,0.014735421919017732,0.020481726826291964,0.010132972183514392,0.009105391988558517,0.009718253158075462,0.01214052265141139,0.011764705882352925,0.006180292573735217,0.003549650286835252,0.02638181191654584,0.0018842228790640102,0.00645681974956042,0.009824644849330681,0.007279715367368698,0.03423265984407288,0.04831763211063665,0.016631928898763245,0.016148404721726822,0.011814526825141792,0.020044593143431842,0.017795130420052187,0.023084189797220604,0.01315334104411643,0.006088044224606174,0.01158907572476948,0.003933281923577724,0.0,0.006734211014160759,0.0364741141900549
Hispanic,0.012,-0.00538461538461538,0.00249042145593868,0.00503875968992242,-0.00011574074074074,-0.00625,0.0217391304347826,0.029268292682926782,-0.0023809523809523803,0.00595238095238094,-0.00357142857142856,0.00166666666666666,-0.0023809523809523794,-0.002941176470588219,0.00930851063829784,0.011662144335523598,0.032,0.05769230769230764,0.01704980842911872,0.023643410852713136,0.03530092592592588,0.025,0.030434782608695636,0.053658536585365825,0.04047619047619046,0.031802721088435314,0.01071428571428568,0.041666666666666616,0.030952380952380943,0.03823529411764702,0.025797872340425482,0.03296167889667716,0.012382996503414862,0.0,0.02154118403971874,0.8819186046511629,0.0116619037896906,0.012779421327566216,0.005438723971869087,0.0019763641525553485,0.003828202640866,0.021194781197266463,0.009722034684781689,0.007110916944933264,0.008908708063747476,0.0078120299849359365,0.004374088826398519,0.00623609564462321,0.01904761904761904,0.02851576386715485,0.005319148936170214,0.003924580112712512,0.01469693845669907,0.011916871834484366,0.009490012319157727,0.01092170759969406,0.009800445893526214,0.021194781197266463,0.014420107784153906,0.02655065982570397,0.022080044036894522,0.012596519855198093,0.010412414097938003,0.00912870929175277,0.023328473740792163,0.023894230601870448,0.0061573600546756535,0.010291080878456352,0.004166743755902352,0.0,0.007804012451666555,0.030098877077027335
Jewish,-0.002,-0.00769230769230766,-0.0032567049808428805,0.00465116279069764,-0.00324074074074072,0.009375,0.0108695652173913,0.0024390243902438803,0.030952380952380943,-0.00153061224489794,0.00178571428571428,-0.00333333333333334,-0.0238095238095238,-0.00588235294117646,0.00638297872340422,0.01145238890079318,0.042,0.052307692307692256,0.0204980842911877,0.029069767441860423,0.031249999999999962,0.034375,0.04565217391304346,0.03170731707317066,0.054761904761904734,0.02636054421768702,0.01607142857142854,0.04666666666666664,0.038095238095238085,0.04117647058823526,0.03297872340425528,0.03619806742215794,0.01313252947374964,0.0,0.0221428728429687,0.8394767441860465,0.011661903789690602,0.008067760370539608,0.0036649667566492224,0.00913940009500119,0.002360657182218867,0.015934435979977454,0.01190701211967752,0.00487804878048776,0.027766437594501422,0.0035019150139411408,0.010412414097938003,0.017159383568311624,0.010647942749998994,0.01499711621644932,0.0038906220314701605,0.0025169137936326322,0.014696938456699072,0.011040538534159478,0.011147384311092832,0.008222171874262192,0.009259259259259276,0.018221724671391562,0.012675982380098474,0.011177013890136166,0.031586902765289505,0.011782658554890324,0.015361295119718964,0.015456030825826188,0.019047619047619042,0.01714985851425091,0.011816414835916524,0.011024443089065356,0.0023738143430406277,0.0,0.005240554077009191,0.03628642963509253
