,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0,-0.0115384615384615,-0.0172413793103448,0.0310077519379844,-0.0237268518518518,0.09375,0.0108695652173913,0.024390243902439,0.0476190476190476,0.0042517006802721,-0.0803571428571428,-0.0916666666666666,-0.0119047619047619,-0.0441176470588235,0.0452127659574468,0.03584359910017561,0.18,0.2423076923076923,0.3716475095785441,0.4244186046511627,0.3813657407407407,0.3125,0.2717391304347826,0.1707317073170731,0.2142857142857142,0.342687074829932,0.1875,0.2083333333333333,0.1547619047619047,0.25,0.3962765957446808,0.27390366719903736,0.0,0.04390214734572796,0.0057163583983967,0.6462209302325581
African,-0.01,-0.0115384615384615,0.0,0.0222868217054263,-0.0243055555555555,0.0,0.0543478260869565,0.0060975609756097,0.0,0.0042517006802721,-0.0267857142857142,-0.05,0.0119047619047619,0.0441176470588235,0.0226063829787234,0.019216162184686972,0.33,0.3192307692307692,0.4636015325670498,0.4874031007751938,0.4988425925925926,0.34375,0.3804347826086957,0.1768292682926829,0.2857142857142857,0.4532312925170068,0.2410714285714285,0.2333333333333333,0.2023809523809523,0.25,0.5013297872340425,0.34447687505453556,0.03130468672040254,0.0,0.0095005733328555,0.5531976744186047
African American,-0.1,0.0576923076923076,-0.0363984674329501,-0.002906976744186,0.0196759259259259,-0.046875,0.0760869565217391,0.0,-0.0119047619047619,0.0017006802721088,-0.0089285714285714,-0.0333333333333333,-0.0714285714285714,0.0441176470588235,0.0066489361702127,0.03451320906089945,0.36,0.4192307692307692,0.4636015325670498,0.5048449612403101,0.5173611111111112,0.265625,0.3804347826086957,0.1951219512195122,0.2976190476190476,0.4506802721088435,0.2946428571428571,0.2333333333333333,0.2619047619047619,0.3676470588235294,0.4933510638297872,0.3670265668493072,0.05827317780951183,0.0,0.008978096268253,0.540406976744186
Arab,-0.04,-0.0076923076923076,0.0277777777777777,0.0387596899224806,-0.0422453703703703,-0.078125,-0.0652173913043478,0.0,0.0,0.0127551020408163,0.0178571428571428,-0.0416666666666666,0.0357142857142857,0.1029411764705882,-0.0013297872340425,0.03413877987005508,0.18,0.2692307692307692,0.5009578544061303,0.4883720930232558,0.4785879629629629,0.359375,0.3260869565217391,0.2195121951219512,0.2619047619047619,0.483843537414966,0.2678571428571428,0.2583333333333333,0.1785714285714285,0.1911764705882352,0.4853723404255319,0.32994545642414724,0.05553634179301968,0.0,0.0161500104109077,0.5529069767441861
Asian,0.02,-0.0615384615384615,-0.0076628352490421,0.0397286821705426,-0.0480324074074074,0.0625,0.0652173913043478,-0.0060975609756097,-0.0357142857142857,-0.0034013605442176,-0.0089285714285714,-0.05,-0.0119047619047619,0.0441176470588235,0.089095744680851,0.03692931399846147,0.22,0.2,0.5172413793103449,0.5804263565891473,0.5271990740740741,0.15625,0.3695652173913043,0.1768292682926829,0.2023809523809523,0.5170068027210885,0.2053571428571428,0.25,0.1547619047619047,0.2205882352941176,0.538563829787234,0.32241134423066625,0.03765937108723559,0.0,0.0137629109493439,0.5191860465116279
Black,0.0,-0.0192307692307692,-0.0766283524904214,0.063953488372093,-0.0335648148148148,0.109375,0.0217391304347826,-0.024390243902439,0.0,0.0246598639455782,-0.0357142857142857,-0.0416666666666666,0.0119047619047619,0.0735294117647058,0.0611702127659574,0.0398351334671517,0.24,0.3730769230769231,0.5689655172413793,0.6007751937984496,0.5752314814814815,0.328125,0.4130434782608695,0.2560975609756097,0.3095238095238095,0.5671768707482994,0.3035714285714285,0.3083333333333333,0.2976190476190476,0.3970588235294117,0.5877659574468085,0.40842429504045674,0.033681475384033314,0.0,0.0129608270015426,0.463953488372093
Caucasian,0.01,-0.05,-0.0718390804597701,0.0523255813953488,-0.0283564814814814,0.1875,0.1739130434782608,-0.0060975609756097,-0.0238095238095238,0.0025510204081632,-0.0267857142857142,-0.025,-0.0119047619047619,0.1029411764705882,0.0718085106382978,0.056322163687168,0.15,0.1807692307692307,0.4530651340996168,0.4593023255813953,0.4438657407407407,0.28125,0.3043478260869565,0.1158536585365853,0.119047619047619,0.439625850340136,0.0625,0.125,0.1309523809523809,0.2205882352941176,0.4867021276595745,0.2648580086072236,0.052220659799060945,0.0,0.0095187269379252,0.5956395348837209
European,0.03,-0.0461538461538461,-0.0545977011494252,0.0707364341085271,-0.0596064814814814,0.09375,0.1847826086956521,-0.0060975609756097,0.0952380952380952,0.0331632653061224,-0.0892857142857142,-0.0583333333333333,-0.0238095238095238,0.1176470588235294,0.050531914893617,0.06758223588363181,0.15,0.1846153846153846,0.4473180076628352,0.4757751937984496,0.4438657407407407,0.15625,0.3804347826086957,0.1646341463414634,0.1904761904761904,0.4430272108843537,0.125,0.175,0.1666666666666666,0.2058823529411764,0.4893617021276595,0.27988715859090774,0.0453174666894023,0.0,0.0075745671675904,0.588953488372093
Hispanic,0.02,-0.05,-0.0411877394636015,0.0067829457364341,-0.0457175925925925,-0.046875,-0.0217391304347826,0.0914634146341463,-0.0238095238095238,0.0756802721088435,-0.0446428571428571,-0.05,0.0595238095238095,0.1323529411764706,0.0345744680851063,0.04962331298054452,0.14,0.3346153846153846,0.5181992337164751,0.5377906976744186,0.5376157407407407,0.390625,0.4565217391304347,0.3719512195121951,0.238095238095238,0.5467687074829932,0.2589285714285714,0.25,0.3214285714285714,0.3382352941176471,0.5531914893617021,0.3862644591536248,0.05651372431435123,0.0,0.0072105681664205,0.4997093023255814
Jewish,-0.02,-0.0115384615384615,-0.0172413793103448,0.0174418604651162,-0.0005787037037037,0.078125,0.0,0.0121951219512195,0.119047619047619,-0.0195578231292517,-0.0267857142857142,-0.0166666666666666,-0.0119047619047619,-0.0147058823529411,0.0252659574468085,0.02607033012017391,0.1,0.1115384615384615,0.3333333333333333,0.3468992248062015,0.3408564814814814,0.109375,0.2391304347826087,0.0975609756097561,0.1904761904761904,0.3103741496598639,0.0625,0.0833333333333333,0.0595238095238095,0.0441176470588235,0.363031914893617,0.18613673043316536,0.024571454921044775,0.0,0.0049005856909135,0.7008720930232558
