,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,0.03,0.0038461538461538,0.0114942528735632,0.0164728682170542,-0.0190972222222222,0.0,0.0760869565217391,-0.0182926829268292,0.0,0.0008503401360544,0.0,0.0083333333333333,-0.0238095238095238,-0.0147058823529411,0.0172872340425531,0.016018430018797825,0.07,0.0653846153846153,0.0191570881226053,0.0203488372093023,0.0480324074074074,0.0625,0.1195652173913043,0.0426829268292682,0.0238095238095238,0.026360544217687,0.0357142857142857,0.0583333333333333,0.0238095238095238,0.0441176470588235,0.0359042553191489,0.04638134704045526,0.0,0.029345138759200903
African,0.05,0.0538461538461538,-0.0009578544061302,0.0087209302325581,0.0005787037037037,0.015625,0.0,0.0304878048780487,-0.0238095238095238,-0.0034013605442176,-0.0089285714285714,-0.0166666666666666,-0.0119047619047619,-0.0147058823529411,0.0186170212765957,0.017216682336658174,0.29,0.2230769230769231,0.0699233716475095,0.1056201550387596,0.1325231481481481,0.203125,0.217391304347826,0.1158536585365853,0.1666666666666666,0.0918367346938775,0.0982142857142857,0.1166666666666666,0.2023809523809523,0.1617647058823529,0.101063829787234,0.15307382683918577,0.02170645070492693,0.0
African American,0.09,0.0346153846153846,-0.0134099616858237,0.0155038759689922,0.0266203703703703,0.0,0.0108695652173913,0.0548780487804878,0.0,0.0068027210884353,-0.0535714285714285,-0.0166666666666666,-0.0357142857142857,-0.1029411764705882,0.0186170212765957,0.03201403376176333,0.23,0.4115384615384615,0.0632183908045977,0.0891472868217054,0.1527777777777778,0.1875,0.1413043478260869,0.1524390243902439,0.1428571428571428,0.0629251700680272,0.1428571428571428,0.1666666666666666,0.1785714285714285,0.25,0.0957446808510638,0.16450316806868961,0.03244945373074652,0.0
Arab,0.07,-0.0346153846153846,0.0028735632183908,0.0261627906976744,-0.0075231481481481,0.0,0.1630434782608695,-0.0304878048780487,0.0595238095238095,0.0229591836734693,0.0446428571428571,0.0166666666666666,0.0714285714285714,0.0,0.0305851063829787,0.03870082430912458,0.21,0.2346153846153846,0.0795019157088122,0.0998062015503876,0.1429398148148148,0.1875,0.25,0.1280487804878048,0.2738095238095238,0.0994897959183673,0.1517857142857142,0.1333333333333333,0.1428571428571428,0.1764705882352941,0.1316489361702127,0.16278714211911943,0.031023237455375448,0.0
Asian,-0.06,-0.0192307692307692,0.0172413793103448,0.001937984496124,-0.0098379629629629,-0.015625,0.0543478260869565,0.0792682926829268,0.0357142857142857,0.0110544217687074,-0.0357142857142857,-0.0583333333333333,0.0119047619047619,0.0,0.0412234042553191,0.030095580497385154,0.16,0.2346153846153846,0.1015325670498084,0.1337209302325581,0.1325231481481481,0.140625,0.3152173913043478,0.1768292682926829,0.2976190476190476,0.1096938775510204,0.1785714285714285,0.175,0.2023809523809523,0.088235294117647,0.1103723404255319,0.1704624420205705,0.033346597103087766,0.0
Black,-0.02,0.0461538461538461,-0.0114942528735632,0.0135658914728682,-0.0040509259259259,0.0,0.0326086956521739,0.0304878048780487,0.0357142857142857,0.0178571428571428,0.0089285714285714,0.0166666666666666,0.0238095238095238,-0.1323529411764706,0.0452127659574468,0.029260220971102247,0.16,0.2153846153846154,0.0689655172413793,0.125968992248062,0.1533564814814814,0.125,0.25,0.1402439024390244,0.1547619047619047,0.1079931972789115,0.0982142857142857,0.15,0.1904761904761904,0.1323529411764706,0.1382978723404255,0.1474010600361834,0.03257885675496625,0.0
Caucasian,0.01,-0.0423076923076923,-0.003831417624521,0.003875968992248,-0.0324074074074074,0.0625,0.0434782608695652,0.0670731707317073,0.0357142857142857,-0.0127551020408163,-0.0089285714285714,-0.05,0.0,-0.0147058823529411,0.038563829787234,0.028409439283799316,0.19,0.0884615384615384,0.0766283524904214,0.1162790697674418,0.1296296296296296,0.1875,0.2608695652173913,0.1646341463414634,0.1785714285714285,0.1011904761904761,0.1160714285714285,0.1,0.0714285714285714,0.0735294117647058,0.1316489361702127,0.13242950364031394,0.029968593505326522,0.0
European,0.07,-0.0192307692307692,-0.0105363984674329,-0.0135658914728682,-0.0300925925925925,0.015625,0.0760869565217391,-0.0060975609756097,0.0595238095238095,0.0042517006802721,-0.0625,0.0333333333333333,-0.0595238095238095,-0.0588235294117647,0.0425531914893617,0.03744963621489082,0.17,0.15,0.068007662835249,0.0813953488372093,0.1076388888888889,0.328125,0.2717391304347826,0.1036585365853658,0.1547619047619047,0.0943877551020408,0.1517857142857142,0.1666666666666666,0.0595238095238095,0.1470588235294117,0.0957446808510638,0.14336626148680714,0.02729899244782509,0.0
Hispanic,0.04,-0.0807692307692307,0.0153256704980842,-0.00484496124031,-0.0104166666666666,-0.015625,0.0326086956521739,0.0548780487804878,-0.0357142857142857,0.0442176870748299,-0.0178571428571428,0.0666666666666666,0.0476190476190476,0.1176470588235294,0.0039893617021276,0.03921196827097219,0.14,0.1884615384615384,0.0900383141762452,0.1366279069767441,0.1458333333333333,0.140625,0.1630434782608695,0.2134146341463414,0.2261904761904762,0.1326530612244898,0.125,0.15,0.1904761904761904,0.1764705882352941,0.1343085106382978,0.15687620214132134,0.042204711574580805,0.0
Jewish,-0.02,-0.0115384615384615,-0.0009578544061302,-0.0155038759689922,-0.0109953703703703,0.09375,0.0543478260869565,0.0121951219512195,0.0833333333333333,-0.0042517006802721,0.0089285714285714,0.0416666666666666,-0.0357142857142857,-0.0147058823529411,0.0186170212765957,0.028433731451653073,0.22,0.1884615384615384,0.1101532567049808,0.1337209302325581,0.140625,0.21875,0.1630434782608695,0.1707317073170731,0.25,0.135204081632653,0.1339285714285714,0.1416666666666666,0.1309523809523809,0.1911764705882352,0.1569148936170212,0.16568859839083655,0.02718827213769382,0.0
