,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB,BS_a,Acc_a,TB_African_std,TB_African American_std,TB_Arab_std,TB_Asian_std,TB_Black_std,TB_Caucasian_std,TB_European_std,TB_Hispanic_std,TB_Jewish_std,TB_Latino_std,TB_Middle Eastern_std,TB_Native American_std,TB_Roma_std,TB_South American_std,TB_White_std,TB_std,BAmt_African_std,BAmt_African American_std,BAmt_Arab_std,BAmt_Asian_std,BAmt_Black_std,BAmt_Caucasian_std,BAmt_European_std,BAmt_Hispanic_std,BAmt_Jewish_std,BAmt_Latino_std,BAmt_Middle Eastern_std,BAmt_Native American_std,BAmt_Roma_std,BAmt_South American_std,BAmt_White_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.006,-0.0515384615384615,-0.010727969348659,0.07461240310077513,-0.022453703703703677,0.028125,0.10869565217391301,-0.025609756097560953,0.10238095238095235,0.014115646258503377,-0.0803571428571428,-0.10499999999999998,0.019047619047619042,-0.005882352941176441,0.08510638297872335,0.06038125637091303,0.246,0.3976923076923077,0.5762452107279694,0.6211240310077519,0.5849537037037036,0.403125,0.417391304347826,0.2524390243902439,0.29761904761904756,0.545748299319728,0.27678571428571425,0.3383333333333333,0.23809523809523805,0.3705882352941176,0.5632978723404257,0.40862922147716035,0.0,0.0799720082189031,0.00867507683098412,0.6420348837209302,0.04079215610874228,0.03331755050416574,0.014757176377448835,0.018819416102806533,0.017691304448412496,0.06434768838116875,0.08134037797334653,0.05916833888150338,0.05139769796410213,0.01847881269400769,0.037880720420707885,0.030550504633038923,0.03809523809523808,0.0674549702422336,0.004450319290074883,0.007163292679806947,0.026532998322843192,0.03470927437747224,0.021216853477334777,0.011611745875151371,0.007645900261534155,0.025,0.04433930011819813,0.025170448098232066,0.027147033930931846,0.019009619530365396,0.025877458475338278,0.04,0.028171808490950568,0.025300956667772392,0.01095279802232662,0.009320232886930176,0.0,0.012227820995783774,0.002142863988324237,0.0054867212732111845
African,0.256,0.04923076923076924,0.027394636015325637,0.04011627906976742,0.0458333333333333,-0.040625,-0.002173913043478256,0.00365853658536588,-0.009523809523809521,0.01938775510204078,-0.09999999999999994,-0.015000000000000005,0.05476190476190475,0.011764705882352918,0.017553191489361658,0.06953547451192124,0.784,0.8076923076923077,0.78639846743295,0.7432170542635659,0.9048611111111112,0.521875,0.6239130434782609,0.38414634146341464,0.4761904761904761,0.7418367346938775,0.46428571428571425,0.5083333333333332,0.4119047619047619,0.45294117647058824,0.7303191489361702,0.622794311417102,0.09025362977572075,0.0,0.010453425339010298,0.4928488372093023,0.18937792902025305,0.1008953995819667,0.032862084823660244,0.04116837434209412,0.03382205068924394,0.06745947857788408,0.07124334612249536,0.05379693902466528,0.03794613678692672,0.03218467207782152,0.0683254516775321,0.07771028817916506,0.04797486114192828,0.05128116404165495,0.041886398133212814,0.022089813114880393,0.32227938190334177,0.23460907936041864,0.14148388287017452,0.13819473792372958,0.16164991786198776,0.15581188577897387,0.18758740873743152,0.1830487398644761,0.18179627779829596,0.15466151337597336,0.17386659206625837,0.23422448870925325,0.21620830637612362,0.14599616054106893,0.1273666852889834,0.1771272401608425,0.030063048061391495,0.0,0.0011418686848623729,0.10276491310823876
African American,0.046,0.12461538461538457,0.0005747126436781401,0.03643410852713176,0.07708333333333328,0.03125,0.03913043478260868,-0.10243902439024388,0.0,0.017857142857142842,-0.09107142857142854,-0.02666666666666668,-0.007142857142857143,0.0323529411764706,0.0555851063829787,0.06565078352917691,0.738,1.0892307692307692,0.8143678160919541,0.834108527131783,1.1083333333333334,0.61875,0.6956521739130435,0.4829268292682928,0.5238095238095237,0.8243197278911565,0.5267857142857143,0.5433333333333333,0.4738095238095238,0.5617647058823529,0.8454787234042552,0.7120447134256691,0.07856194988205065,0.0,0.00674701772154816,0.4169186046511627,0.09308061022576078,0.040309453866381226,0.024627105519576697,0.038431752228492,0.04374540687235612,0.07590598625931949,0.09465887416120534,0.10951192351533484,0.05634361698190108,0.036368322924009794,0.05933302759227193,0.07329544475765337,0.028769157079987066,0.04868513340366716,0.021629388948242,0.009843460490817428,0.24375397432657375,0.31840393384623467,0.1888673213616282,0.1720570096405035,0.2461279033962767,0.24056411567397162,0.18522963829687644,0.2345271293901585,0.17975796274454164,0.20569838621384612,0.16789513247918797,0.27271271004891257,0.19216513118077214,0.20150815450541928,0.14944205497577495,0.20874919572445896,0.01870607992113577,0.0,0.00799229629306606,0.13707909174336366
Arab,0.02,-0.03923076923076918,0.13141762452107275,0.013565891472868264,-0.028240740740740698,0.009375,-0.004347826086956521,-0.04878048780487802,0.12619047619047616,0.0474489795918367,0.049999999999999975,-0.036666666666666646,0.0023809523809523794,0.03823529411764705,0.02127659574468082,0.0665049925376163,0.492,0.5146153846153846,0.9448275862068967,0.760077519379845,0.8027777777777777,0.503125,0.5217391304347826,0.41707317073170735,0.4976190476190476,0.7651360544217687,0.8357142857142857,0.4699999999999999,0.36904761904761907,0.4264705882352941,0.7329787234042552,0.6035467925059109,0.0754836504346874,0.0,0.01747718480765258,0.496860465116279,0.038987177379235856,0.02680192521566823,0.08170986541749843,0.057296864777215115,0.023313644507738287,0.09406198089557756,0.06650895017729716,0.04044664378482195,0.10312575156051292,0.035181480799351406,0.09168212609281026,0.08192137151629669,0.061813118979748394,0.10629006470348616,0.02269226490181017,0.01130097972746303,0.21784398086704165,0.24460328949294452,0.1422993870134335,0.12007467930442078,0.13348043984286503,0.2038209232390041,0.21144028549196225,0.2114930915682181,0.25089409280608554,0.1293226174944746,0.3315663198966324,0.1866071333637121,0.19298937265866137,0.2469537591727451,0.1279595323507419,0.18508336001777326,0.019312594182832585,0.0,0.006285153304490227,0.09480727512116616
Asian,0.064,-0.09692307692307689,0.05038314176245208,0.07965116279069764,-0.02280092592592592,0.09375,0.0434782608695652,0.02073170731707314,0.07857142857142854,0.04880952380952378,-0.01607142857142856,0.01833333333333332,-0.0238095238095238,0.02352941176470586,0.08430851063829783,0.06161575526542582,0.4600000000000001,0.4707692307692308,0.8388888888888888,0.9505813953488372,0.8248842592592591,0.5,0.6391304347826087,0.41341463414634144,0.47380952380952374,0.7879251700680273,0.5196428571428571,0.44499999999999995,0.42857142857142855,0.4411764705882352,0.7763297872340426,0.5980082720406187,0.06775644914097265,0.0,0.01526571779964544,0.48284883720930233,0.10011992808627063,0.028305183835344767,0.020832837885507886,0.04738520709135583,0.025279749109130296,0.0808886194096549,0.06225139592728847,0.029521264480268795,0.06236095644623234,0.031842257791750886,0.046359839234811274,0.07699206308300727,0.051617817592092365,0.057031527734309716,0.05297562581733124,0.013779434664766388,0.26959228475607383,0.19663741299495657,0.12506130966613319,0.10661733242575204,0.1365096167730916,0.25826191889242983,0.1771972510636072,0.2249793433574229,0.2297834926941865,0.1304252133112921,0.22933744409778828,0.20183876953868127,0.25874719975042204,0.23233432538978238,0.0830639224362929,0.1859983140502114,0.014675531614902414,0.0,0.004240601100587763,0.08947238078122711
Black,-0.027999999999999997,0.0592307692307692,-0.03582375478927201,0.058527131782945704,-0.01249999999999998,0.053125,0.030434782608695643,-0.01341463414634148,-0.0023809523809523838,-0.0008503401360543988,-0.09999999999999998,-0.04833333333333334,0.019047619047619042,0.04117647058823526,0.06914893617021274,0.06187436344177564,0.5920000000000001,0.93,0.9136015325670497,0.8980620155038759,1.0393518518518519,0.596875,0.7652173913043478,0.5402439024390244,0.569047619047619,0.9280612244897959,0.5642857142857143,0.615,0.5047619047619047,0.6647058823529411,0.9079787234042553,0.7352795174672254,0.0691775046666164,0.0,0.00999150019919506,0.3971511627906976,0.03249615361854384,0.07052633903047441,0.0452472415705806,0.03837307179082153,0.028171876420576565,0.07629097259833564,0.038521837275368134,0.06211137355242358,0.12675077765910628,0.023429918502441496,0.049358124861018766,0.08762292952063276,0.05563486402641865,0.09036642056316008,0.029746838110064764,0.0068408018060057765,0.13059862173851605,0.19766985804888187,0.059025596821521566,0.08082905627285564,0.12274140483374953,0.12975337182516686,0.1618945022774858,0.15828309941300064,0.17126314769861378,0.08394816917908099,0.1536544626021354,0.12115187896924166,0.20267485661933732,0.10941808963375457,0.0704029098461355,0.1222235191934821,0.02042446627019305,0.0,0.002728921508347369,0.0645203210051439
Caucasian,-0.018,-0.10999999999999995,-0.04137931034482754,0.10058139534883714,-0.026736111111111054,0.459375,0.3065217391304348,-0.01341463414634142,0.1380952380952381,0.03758503401360541,-0.05357142857142853,-0.05333333333333332,-0.01428571428571428,0.06764705882352938,0.1837765957446808,0.11505299184452314,0.40199999999999997,0.4884615384615384,0.7777777777777779,0.8994186046511627,0.8258101851851851,0.921875,0.8586956521739131,0.37926829268292683,0.4904761904761904,0.8113945578231292,0.3821428571428571,0.3866666666666666,0.3285714285714285,0.4382352941176471,1.006648936170213,0.6264961987933757,0.09865290200625507,0.0,0.017240948385229018,0.4734883720930232,0.05741080037762929,0.03487933553462965,0.02146448926502576,0.027648729744329494,0.0049295230182978805,0.09960860906568267,0.09609580915347977,0.044874071934083125,0.09571310115353228,0.03211720172547719,0.033407655239053015,0.040345728123033976,0.04960158727618965,0.03301462400094656,0.05750095950544719,0.01695908624396311,0.25755776051208396,0.21667197687317613,0.12815075356710698,0.13877565842896764,0.16800158236954013,0.34403397361307214,0.2226536978968586,0.2338603436267837,0.2930022869126698,0.12611940349594866,0.2632581374597479,0.1866815470259447,0.17343403668070778,0.18400579199549472,0.1421517051897928,0.1963651289238981,0.013862772602141884,0.0,0.005545710533224114,0.1024029173926965
European,0.052000000000000005,-0.05384615384615378,0.02356321839080458,0.07170542635658912,-0.048958333333333305,0.18125,0.37173913043478257,-0.024390243902438997,0.14999999999999997,0.049149659863945525,-0.042857142857142816,-0.011666666666666662,0.07619047619047617,0.07941176470588236,0.13749999999999996,0.10067489722752224,0.344,0.41692307692307684,0.8055555555555556,0.8228682170542635,0.7934027777777778,0.54375,0.9934782608695653,0.38292682926829263,0.5071428571428571,0.798469387755102,0.3857142857142857,0.45500000000000007,0.34285714285714286,0.45,0.8401595744680851,0.5921498643590669,0.0767956029671594,0.0,0.01494617397822566,0.4996511627906977,0.04578209256903839,0.025972220024821732,0.041842343353043286,0.047727171922576576,0.015642565572237685,0.08184875533567998,0.07320634017601194,0.0363815460736007,0.03883215816738115,0.03325427943506006,0.05714285714285713,0.05906681715556447,0.052489065916782374,0.12004900959975617,0.019409427968637174,0.012530884160837247,0.23251666606933794,0.17718375444785192,0.13924317345059753,0.1311020370778195,0.13347923553342342,0.27124567968909663,0.22026363306939725,0.171487872522717,0.23769013155673036,0.13987927236755532,0.22787281629927528,0.17253019059476715,0.1787142286170972,0.14782155144857723,0.10697772579470191,0.17145141821686838,0.012144707500319844,0.0,0.0051800829232080264,0.09318180529056788
Hispanic,-0.0020000000000000005,-0.030769230769230736,-0.0007662835249042405,0.030620155038759662,-0.0210648148148148,-0.00625,-0.034782608695652154,0.19146341463414632,0.0476190476190476,0.14778911564625846,-0.04107142857142852,-0.03166666666666666,-0.02619047619047618,0.07941176470588229,0.05851063829787227,0.06826962670200735,0.502,0.6323076923076922,0.9061302681992338,0.877906976744186,0.9476851851851851,0.5625,0.7043478260869565,0.8914634146341462,0.5428571428571428,1.0787414965986393,0.5125,0.5783333333333334,0.5404761904761904,0.6911764705882353,0.8760638297872341,0.7229659884532117,0.07831986941924868,0.0,0.0132060830213794,0.40470930232558133,0.031240998703626618,0.02989132188880836,0.02931347490361175,0.041721165008168706,0.04217888604077398,0.058128360117932105,0.043695111396177766,0.027432248485858495,0.016835875742536838,0.05839899321269004,0.03642156795423415,0.09165151389911678,0.09885971186679374,0.09046209705429231,0.03149097896939507,0.0059467741617009046,0.3390811112403638,0.26722992781409544,0.20087282569764525,0.1750988028793614,0.2037525588510245,0.24506854908372067,0.24347826086956523,0.3028567139310457,0.2488750198597764,0.16563316239839698,0.270439928823465,0.2753583523741785,0.3601146202010405,0.2430700413105222,0.1651859111491989,0.24277471724769956,0.011565658731892086,0.0,0.006253255413759321,0.1325502853650325
Jewish,-0.004000000000000001,-0.049230769230769175,0.02222222222222222,0.061434108527131735,0.0030092592592592593,0.06875,0.0978260869565217,-0.03048780487804878,0.35238095238095235,0.03656462585034009,0.046428571428571444,-0.004999999999999979,0.0357142857142857,0.00882352941176472,0.0805851063829787,0.07830060741611886,0.29600000000000004,0.38923076923076916,0.7137931034482758,0.7203488372093023,0.7159722222222222,0.34375,0.6195652173913044,0.33048780487804874,0.7333333333333334,0.6671768707482993,0.36785714285714277,0.38166666666666665,0.28809523809523807,0.34411764705882353,0.7454787234042553,0.5104582384362454,0.07287750185348697,0.0,0.0104083912033489,0.5609302325581396,0.0662117814289874,0.04029477185756553,0.0438960753442809,0.015846504726170243,0.019957811942810245,0.06373774391990981,0.04712931171451911,0.05159559951538088,0.07989505588363102,0.043352338339281614,0.13127125678206503,0.06046119049072348,0.01844277783908293,0.06872542026792892,0.01570275470119736,0.020190464584619004,0.25405511213120674,0.26370595063890173,0.23475868372119402,0.2047199716952128,0.23838867247617282,0.2342708101748914,0.31986823846874274,0.27587403690012957,0.34541046600049014,0.244920161503023,0.2622265339397232,0.2783083821151558,0.24238983985951265,0.29420586912161617,0.21283343344936045,0.2565573959110651,0.028647898317065643,0.0,0.006189766023275516,0.15694859782117002
