,TB_African,TB_African American,TB_Arab,TB_Asian,TB_Black,TB_Caucasian,TB_European,TB_Hispanic,TB_Jewish,TB_Latino,TB_Middle Eastern,TB_Native American,TB_Roma,TB_South American,TB_White,TB,BAmt_African,BAmt_African American,BAmt_Arab,BAmt_Asian,BAmt_Black,BAmt_Caucasian,BAmt_European,BAmt_Hispanic,BAmt_Jewish,BAmt_Latino,BAmt_Middle Eastern,BAmt_Native American,BAmt_Roma,BAmt_South American,BAmt_White,BAmt,PB_p,PB
Baseline,0.04,-0.1076923076923077,-0.0114942528735632,0.0862403100775193,0.0017361111111111,0.078125,0.0217391304347826,-0.0853658536585365,0.2023809523809523,-0.0187074829931972,-0.0446428571428571,-0.05,0.0833333333333333,0.1176470588235294,0.0904255319148936,0.06930201216243889,0.24,0.4076923076923077,0.553639846743295,0.6017441860465116,0.5862268518518519,0.359375,0.3695652173913043,0.2195121951219512,0.3214285714285714,0.5306122448979592,0.3125,0.3,0.25,0.3235294117647059,0.5478723404255319,0.39491321155759934,0.0,0.06508244802095182
African,0.06,-0.0269230769230769,-0.0086206896551724,0.1007751937984496,0.027199074074074,-0.078125,0.0108695652173913,-0.0304878048780487,0.0357142857142857,0.0051020408163265,-0.1428571428571428,0.0916666666666666,0.0119047619047619,0.0294117647058823,0.0412234042553191,0.04672536476443984,0.64,0.6730769230769231,0.8055555555555556,0.7984496124031008,0.8721064814814815,0.578125,0.7065217391304348,0.3475609756097561,0.4880952380952381,0.7585034013605442,0.4285714285714285,0.425,0.4166666666666667,0.4411764705882353,0.7194148936170213,0.6065882924104257,0.0669907593821553,0.0
African American,0.07,0.0615384615384615,-0.028735632183908,0.0978682170542635,0.0590277777777777,0.046875,0.0978260869565217,-0.1585365853658536,0.0595238095238095,-0.0119047619047619,-0.1071428571428571,0.0,0.0357142857142857,0.1176470588235294,0.0704787234042553,0.06818795049268565,0.59,0.8846153846153846,0.7049808429118773,0.7936046511627907,0.9780092592592592,0.609375,0.7282608695652174,0.4512195121951219,0.5357142857142857,0.7670068027210885,0.4821428571428571,0.35,0.4642857142857143,0.4705882352941176,0.7805851063829787,0.6393592347500462,0.053041675365923004,0.0
Arab,0.06,-0.0576923076923076,0.0354406130268199,0.0755813953488372,-0.0225694444444444,-0.015625,0.0108695652173913,-0.0548780487804878,0.2976190476190476,0.0229591836734693,0.0357142857142857,-0.0083333333333333,-0.0238095238095238,0.1176470588235294,0.0625,0.06008258716556516,0.4,0.573076923076923,0.8668582375478927,0.8023255813953488,0.7899305555555556,0.484375,0.5760869565217391,0.3597560975609756,0.5119047619047619,0.7321428571428571,0.5714285714285714,0.4083333333333333,0.2857142857142857,0.4117647058823529,0.7353723404255319,0.5672713471660085,0.045400244451092184,0.0
Asian,0.01,-0.1038461538461538,0.0383141762452107,0.0125968992248062,0.0109953703703703,0.03125,0.0326086956521739,0.0060975609756097,0.0833333333333333,0.0595238095238095,-0.0446428571428571,0.0333333333333333,0.0357142857142857,0.088235294117647,0.077127659574468,0.04450796193693722,0.45,0.473076923076923,0.7720306513409961,0.8343023255813954,0.7748842592592593,0.46875,0.532608695652174,0.3719512195121951,0.4404761904761904,0.7159863945578231,0.4375,0.3833333333333333,0.3452380952380952,0.4117647058823529,0.7207446808510638,0.5421764983174534,0.045780410832783475,0.0
Black,-0.02,0.1076923076923077,-0.0201149425287356,0.0523255813953488,0.0028935185185185,0.03125,0.0326086956521739,0.073170731707317,0.2023809523809523,-0.0051020408163265,-0.0982142857142857,-0.175,0.0714285714285714,0.0441176470588235,0.1023936170212766,0.06924619279430916,0.68,1.1307692307692307,0.9166666666666666,0.8953488372093024,1.1232638888888888,0.75,0.8152173913043478,0.573170731707317,0.6071428571428571,0.9761904761904762,0.6339285714285714,0.7083333333333334,0.4523809523809524,0.6911764705882353,0.9215425531914894,0.7916754640534446,0.054995848082450706,0.0
Caucasian,0.06,-0.0692307692307692,-0.0009578544061302,0.0755813953488372,-0.0248842592592592,0.359375,0.1304347826086956,0.0609756097560975,0.1428571428571428,0.0671768707482993,-0.0892857142857142,-0.1083333333333333,-0.0952380952380952,0.0588235294117647,0.1382978723404255,0.0987634819216376,0.34,0.4538461538461538,0.7806513409961686,0.8701550387596899,0.8072916666666666,0.671875,0.782608695652174,0.3170731707317073,0.4285714285714285,0.7865646258503401,0.3928571428571428,0.4083333333333333,0.3095238095238095,0.3529411764705882,0.9361702127659576,0.5758975197350107,0.07841439931778617,0.0
European,0.05,-0.073076923076923,-0.0028735632183908,0.1075581395348837,-0.0665509259259259,0.15625,0.3260869565217391,-0.0304878048780487,0.1547619047619047,0.0221088435374149,-0.0267857142857142,0.0,0.119047619047619,0.0441176470588235,0.1489361702127659,0.08857614747067692,0.41,0.4884615384615384,0.8706896551724138,0.9040697674418604,0.8454861111111112,0.4375,0.9347826086956522,0.3841463414634146,0.5119047619047619,0.8520408163265306,0.4553571428571428,0.55,0.3333333333333333,0.5441176470588235,0.8297872340425532,0.623445130524609,0.060282577894404624,0.0
Hispanic,0.02,-0.05,-0.0498084291187739,0.0852713178294573,-0.0399305555555555,0.015625,0.0,0.1524390243902439,0.0357142857142857,0.0960884353741496,-0.0803571428571428,0.125,0.0119047619047619,0.0735294117647058,0.0531914893617021,0.05925732359138523,0.54,0.55,0.9022988505747126,0.9069767441860463,0.9496527777777778,0.546875,0.7608695652173914,0.7865853658536586,0.6071428571428571,1.048469387755102,0.5089285714285714,0.575,0.5119047619047619,0.75,0.901595744680851,0.7230866417681153,0.07504288554164636,0.0
Jewish,0.08,-0.0076923076923076,-0.0134099616858237,0.0571705426356589,-0.0237268518518518,0.046875,0.0543478260869565,-0.0548780487804878,0.3214285714285714,0.0527210884353741,-0.0625,-0.0333333333333333,0.0357142857142857,0.0,0.0851063829787234,0.06192694670822495,0.32,0.4384615384615384,0.6475095785440613,0.7257751937984496,0.6857638888888888,0.328125,0.6847826086956522,0.3475609756097561,0.5595238095238095,0.6122448979591837,0.4196428571428571,0.3833333333333333,0.2023809523809523,0.3823529411764705,0.7074468085106383,0.4963269589350394,0.04575867967507025,0.0
