Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Baseline,-0.016692872117400417,-0.049056603773584895,0.013888888888888895,0.0069444444444444475,0.6597222222222222,0.45601851851851855
