,TB,BAMT,PB
0,0.056469871200666856,0.40256872602747434,0.06709058767004014
1,0.0524563045862413,0.4145349230546492,0.08261992849657901
2,0.0549604633523582,0.4218255443151545,0.08821078077956514
3,0.06871763055286009,0.40930370243092473,0.09685629612737952
4,0.06930201216243889,0.39491321155759934,0.06508244802095182
