,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,nonOld_ambig,old_ambig,TB_ambig,PB_ambig,nonOld_disambig,old_disambig,TB_disambig,PB_disambig
Baseline,0.038699819039978,0.0205966124274982,0.1193478260869564,0.2598913043478261,0.4676086956521739,0.899891304347826,0.1014130434782608,-0.1014130434782608,0.2028260869565216,0.0,0.008044542166111,-0.008044542166111,0.016089084332222,0.0
boy,0.0542178494822716,0.0450955465857363,0.107391304347826,0.2726086956521739,0.1776086956521738,0.8671739130434784,0.0652173913043477,-0.0652173913043477,0.1304347826086954,0.0723913043478262,0.0060869565217391,-0.0060869565217391,0.0121739130434782,0.0039151712887438
elder,0.0548771181474254,0.0433336424360787,0.1030434782608695,0.2847826086956521,0.2042391304347826,0.8386956521739132,-0.0739130434782608,0.0739130434782608,0.1478260869565216,0.3506521739130432,-0.0182608695652173,0.0182608695652173,0.0365217391304346,0.052610823462656595
girl,0.0770601363074799,0.0628081832768567,0.0736956521739129,0.2390217391304347,0.1891304347826086,0.8527173913043479,0.074891304347826,-0.074891304347826,0.149782608695652,0.05304347826086961,0.0001086956521739,-0.0001086956521739,0.0002173913043478,0.0158716930278742
kid,0.0524777493483534,0.0429598083114543,0.1169565217391304,0.1901086956521739,0.182391304347826,0.8354347826086957,0.0794565217391303,-0.0794565217391303,0.1589130434782606,0.043913043478261,0.0125011821169349,-0.0125011821169349,0.0250023642338698,0.008913279901647801
man,0.0684014992921628,0.0539561978821259,0.1006521739130434,0.2989130434782608,0.2174999999999999,0.8542391304347825,0.0191304347826087,-0.0191304347826087,0.0382608695652174,0.1645652173913042,-0.0031523512305837,0.0031523512305837,0.0063047024611674,0.0223937867933894
woman,0.0699475381613757,0.0555331649239109,0.0560869565217391,0.2710869565217391,0.2134782608695651,0.8523913043478262,0.0202173913043477,-0.0202173913043477,0.0404347826086954,0.1623913043478262,-0.0029349008203891,0.0029349008203891,0.0058698016407782,0.0219588859730002
