,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,nonOld_polarity_amb,old_polarity_amb,TB_polarity_amb,PB_polarity_amb,diff_TB_polarity_amb,nonOld_amount_amb,old_amount_amb,TB_amount_amb,PB_amount_amb,diff_TB_amount_amb,nonOld_polarity_dis,old_polarity_dis,TB_polarity_dis,PB_polarity_dis,diff_TB_polarity_dis,nonOld_amount_dis,old_amount_dis,TB_amount_dis,PB_amount_dis,diff_TB_amount_dis
Baseline,0.0205966124274982,0.038699819039978,0.2598913043478261,0.1193478260869564,0.899891304347826,0.4676086956521739,0.0,0.0,0.1946739130434782,-0.1095652173913043,0.3042391304347825,0.0,0.0,0.8194565217391304,0.7747826086956522,1.5942391304347825,0.0,0.0,0.0318514315436082,0.007717805045275,0.0395692365888832,0.0,0.0,0.1103385582901859,0.0970754427027921,0.20741400099297802,0.0,0.0
boy,0.0450955465857363,0.0542178494822716,0.2726086956521739,0.107391304347826,0.8671739130434784,0.1776086956521738,0.0244989341582381,0.0155180304422936,0.1079347826086956,-0.0877173913043477,0.1956521739130433,0.10858695652173919,-0.10858695652173922,1.3372826086956522,1.129891304347826,2.467173913043478,0.8729347826086956,0.8729347826086955,0.0280434782608695,0.0097826086956521,0.0378260869565216,0.0058727569331158,-0.0017431496323616,0.1736956521739129,0.1354347826086956,0.3091304347826085,0.10171643378963048,0.10171643378963047
girl,0.0628081832768567,0.0770601363074799,0.2390217391304347,0.0736956521739129,0.8527173913043479,0.1891304347826086,0.04221157084935849,0.0383603172675019,0.1315217391304347,-0.0931521739130434,0.22467391304347809,0.07956521739130441,-0.07956521739130443,1.309782608695652,1.1218478260869569,2.431630434782609,0.8373913043478264,0.8373913043478267,0.0124999999999999,0.0121739130434782,0.024673913043478102,0.0238075395418115,-0.014895323545405098,0.1916304347826086,0.152391304347826,0.3440217391304346,0.13660773813745658,0.13660773813745658
kid,0.0429598083114543,0.0524777493483534,0.1901086956521739,0.1169565217391304,0.8354347826086957,0.182391304347826,0.0223631958839561,0.013777930308375395,0.1294565217391304,-0.1089130434782608,0.23836956521739117,0.06586956521739132,-0.06586956521739135,1.397282608695652,1.0545652173913045,2.4518478260869565,0.8576086956521739,0.857608695652174,0.0390258765397072,0.0015223301889022,0.0405482067286094,0.013369919852471797,0.0009789701397261985,0.228403491973426,0.1567622999267087,0.38516579190013467,0.1777517909071567,0.17775179090715665
man,0.0539561978821259,0.0684014992921628,0.2989130434782608,0.1006521739130434,0.8542391304347825,0.2174999999999999,0.033359585454627694,0.029701680252184795,0.0432608695652173,-0.0141304347826086,0.0573913043478259,0.2468478260869566,-0.2468478260869566,1.1210869565217392,1.2254347826086958,2.346521739130435,0.7522826086956523,0.7522826086956527,0.0115241033643047,0.0209811570560559,0.0325052604203606,0.033590680190084404,-0.007063976168522598,0.1506656500461025,0.1699046031633448,0.3205702532094473,0.11315625221646929,0.1131562522164693
woman,0.0555331649239109,0.0699475381613757,0.2710869565217391,0.0560869565217391,0.8523913043478262,0.2134782608695651,0.0349365524964127,0.03124771912139769,0.0529347826086956,-0.0077173913043478,0.0606521739130434,0.2435869565217391,-0.24358695652173912,1.1648913043478262,1.1946739130434785,2.359565217391305,0.765326086956522,0.7653260869565224,0.0038054117313284,0.0126101141924958,0.016415525923824198,0.0329383289595006,-0.023153710665059002,0.1677315767075679,0.160665295411022,0.3283968721185899,0.12098287112561189,0.1209828711256119
elder,0.0433336424360787,0.0548771181474254,0.2847826086956521,0.1030434782608695,0.8386956521739132,0.2042391304347826,0.0227370300085805,0.016177299107447397,-0.0810869565217391,0.1406521739130434,0.2217391304347825,0.525978260869565,-0.08250000000000002,1.003695652173913,1.3832608695652175,2.3869565217391306,0.792717391304348,0.7927173913043482,-0.0106521739130434,0.0441304347826086,0.054782608695652,0.07891623519398519,0.015213372106768798,0.1391304347826086,0.2091304347826087,0.3482608695652173,0.14084686857223927,0.14084686857223927
