,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0149761129959149,0.0178217821782178,0.0294289044289044,-0.0233100233100232,0.5303030303030303,0.1596736596736596,0.0,0.0,0.0696386946386946,-0.0186480186480186,0.0441433566433566,0.0,0.0061873895109015,-0.0008839127872716,0.00353565114908655,0.0,1.2112470862470863,1.273892773892774,1.2425699300699302,0.0,0.5253388332351208,0.5441956393635828,0.5347672362993519,0.0
chemical engineer,0.0600537711614251,0.0684505289359054,0.1043123543123543,0.0058275058275059,0.6130536130536131,0.1226689976689976,0.0450776581655102,0.05062874675768761,0.1756993006993007,-0.1372377622377622,0.15646853146853146,0.11232517482517486,0.0522170361726954,-0.0265460910151691,0.03938156359393225,0.0358459124448457,1.3388694638694638,1.2922494172494172,1.3155594405594404,0.0729895104895103,0.4874562427071178,0.4839556592765461,0.48570595099183195,0.04906128530751985
chemist,0.061452898662201,0.0703959773727216,0.1162587412587412,0.0104895104895104,0.5961538461538461,0.127039627039627,0.0464767856662861,0.052574195194503806,0.194055944055944,-0.1547202797202797,0.17438811188811187,0.13024475524475526,0.0451895043731778,-0.0282798833819242,0.036734693877551,0.03319904272846445,1.3642191142191142,1.252039627039627,1.3081293706293706,0.0874125874125875,0.5064139941690962,0.4871720116618075,0.4967930029154518,0.037974233383899964
dentist,0.0449773927163279,0.0519563822963438,0.0952797202797203,-0.0262237762237762,0.5935314685314685,0.1343240093240093,0.030001279720413,0.034134600118125996,0.1637529137529137,-0.122086247086247,0.14291958041958036,0.09877622377622375,0.0349650349650349,-0.0166083916083916,0.02578671328671325,0.0222510621376267,1.324009324009324,1.273018648018648,1.298513986013986,0.05681818181818188,0.4714452214452214,0.4734848484848485,0.47246503496503495,0.062302201334316853
judge,0.0417203608247423,0.0496134020618557,0.0708041958041957,-0.0034965034965034,0.5833333333333334,0.1590909090909091,0.0267442478288274,0.031791619883637906,0.1302447552447552,-0.0821678321678321,0.10620629370629366,0.06206293706293706,0.024511234315728,-0.0087540122556171,0.01663262328567255,0.013096972136586001,1.280011655011655,1.24009324009324,1.2600524475524475,0.05128205128205132,0.4849722789611905,0.4797198716078202,0.48234607528450535,0.05242116101484645
lawyer,0.0387457332982625,0.0460440985732815,0.083041958041958,0.0052447552447553,0.571969696969697,0.1585081585081585,0.023769620302347604,0.028222316395063698,0.1474358974358974,-0.1016899766899766,0.124562937062937,0.08041958041958042,0.026829979585885,-0.00029163021289,0.0135608048993875,0.010617436324682551,1.2820512820512822,1.2415501165501166,1.2618006993006994,0.05157342657342667,0.4981044036162146,0.4826480023330417,0.49037620297462814,0.04439103332472363
optometrist,0.0351701386801673,0.0410697230181471,0.0993589743589743,-0.0064102564102563,0.5946969696969697,0.1436480186480186,0.020194025684252402,0.023247940839929298,0.1713286713286713,-0.1267482517482517,0.1490384615384615,0.1048951048951049,0.0294289044289044,-0.0055361305361305,0.01748251748251745,0.0139468663334309,1.3065268065268063,1.2625291375291374,1.2845279720279719,0.053321678321678334,0.4816433566433566,0.4798951048951049,0.4807692307692307,0.053998005530121046
pharmacist,0.0828053428053427,0.0946031746031745,0.1092657342657342,0.0244755244755243,0.5885780885780886,0.1247086247086247,0.0678292298094278,0.0767813924249567,0.187062937062937,-0.1407342657342657,0.16389860139860135,0.11975524475524475,0.0626456876456876,-0.0352564102564102,0.0489510489510489,0.045415397801962354,1.3473193473193472,1.2776806526806528,1.3125,0.06993006993006978,0.4909673659673659,0.4967948717948718,0.49388111888111885,0.04088611741823295
physician,0.0393571186522727,0.0453115166771553,0.1171328671328671,-0.0104895104895105,0.5990675990675991,0.1314102564102564,0.0243810056563578,0.0274897344989375,0.2013403263403263,-0.150058275058275,0.17569930069930065,0.13155594405594406,0.021289005540974,-0.0014581510644502,0.0113735783027121,0.007837927153625551,1.3429487179487178,1.261946386946387,1.3024475524475525,0.07182400932400934,0.5013123359580053,0.4803149606299212,0.49081364829396323,0.043953588005388566
physics teacher,0.0655451348356005,0.0744377573645866,0.1171328671328671,-0.0005827505827505,0.6092657342657343,0.1194638694638694,0.0505690218396856,0.05661597518636881,0.1960955710955711,-0.1553030303030303,0.1756993006993007,0.13155594405594412,0.0446064139941691,-0.0218658892128279,0.0332361516034985,0.02970050045441195,1.368006993006993,1.2718531468531469,1.31993006993007,0.07939976689976691,0.4766763848396501,0.4556851311953352,0.46618075801749265,0.06858647828185915
