,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_polarity_amb,lowSES_polarity_amb,TB_polarity_amb,PB_polarity_amb,highSES_polarity_dis,lowSES_polarity_dis,TB_polarity_dis,PB_polarity_dis,highSES_amount_amb,lowSES_amount_amb,TB_amount_amb,PB_amount_amb,highSES_amount_dis,lowSES_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,0.0149761129959149,0.0178217821782178,0.0294289044289044,-0.0233100233100232,0.5303030303030303,0.1596736596736596,0.0,0.0,0.0402097902097902,0.0107808857808857,0.02549533799533795,0.0,0.0038302887448438,0.001473187978786,0.0026517383618149,0.0,0.3828671328671328,0.4455128205128205,0.41418997668997665,0.0,0.1688273423688862,0.1876841484973482,0.1782557454331172,0.0
chemical engineer,0.0600537711614251,0.0684505289359054,0.1043123543123543,0.0058275058275059,0.6130536130536131,0.1226689976689976,0.0450776581655102,0.05062874675768761,0.0713869463869463,-0.0329254079254079,0.0521561771561771,0.03744172494172485,0.0259626604434072,-0.0002917152858809,0.01312718786464405,0.01194863748161515,0.4618298368298368,0.4152097902097902,0.4385198135198135,0.054632867132867136,0.1636522753792298,0.1601516919486581,0.16190198366394395,0.016353761769173247
chemist,0.061452898662201,0.0703959773727216,0.1162587412587412,0.0104895104895104,0.5961538461538461,0.127039627039627,0.0464767856662861,0.052574195194503806,0.0777972027972028,-0.0384615384615384,0.0581293706293706,0.043414918414918346,0.0206997084548104,-0.0037900874635568,0.012244897959183598,0.0110663475761547,0.4921328671328671,0.3799533799533799,0.43604312354312347,0.08741258741258742,0.1752186588921283,0.1559766763848396,0.16559766763848394,0.01904939431787535
dentist,0.0449773927163279,0.0519563822963438,0.0952797202797203,-0.0262237762237762,0.5935314685314685,0.1343240093240093,0.030001279720413,0.034134600118125996,0.0684731934731934,-0.0268065268065268,0.0476398601398601,0.03292540792540785,0.0177738927738927,0.0005827505827505,0.0091783216783216,0.0074170207125422,0.4583333333333333,0.4073426573426573,0.4328379953379953,0.05681818181818185,0.1564685314685314,0.1585081585081585,0.15748834498834496,0.020767400444772252
judge,0.0417203608247423,0.0496134020618557,0.0708041958041957,-0.0034965034965034,0.5833333333333334,0.1590909090909091,0.0267442478288274,0.031791619883637906,0.0594405594405594,-0.0113636363636363,0.03540209790209785,0.020687645687645598,0.0134228187919463,0.0023344032681645,0.0078786110300554,0.0052268726682405,0.43997668997669,0.400058275058275,0.4200174825174825,0.05128205128205132,0.1634082287715202,0.15815582141815,0.16078202509483508,0.01747372033828211
lawyer,0.0387457332982625,0.0460440985732815,0.083041958041958,0.0052447552447553,0.571969696969697,0.1585081585081585,0.023769620302347604,0.028222316395063698,0.0643939393939393,-0.0186480186480186,0.04152097902097895,0.026806526806526697,0.0177894429862933,0.0087489063867016,0.01326917468649745,0.01061743632468255,0.4408508158508158,0.4003496503496503,0.4206002331002331,0.05157342657342659,0.1711869349664625,0.1557305336832896,0.16345873432487606,0.017156603705817466
optometrist,0.0351701386801673,0.0410697230181471,0.0993589743589743,-0.0064102564102563,0.5946969696969697,0.1436480186480186,0.020194025684252402,0.023247940839929298,0.0719696969696969,-0.0273892773892773,0.0496794871794871,0.03496503496503485,0.0177738927738927,0.0061188811188811,0.0119463869463869,0.009294648584572,0.4501748251748251,0.4061771561771561,0.4281759906759906,0.053321678321678334,0.1611305361305361,0.1593822843822843,0.1602564102564102,0.017999335176707
pharmacist,0.0828053428053427,0.0946031746031745,0.1092657342657342,0.0244755244755243,0.5885780885780886,0.1247086247086247,0.0678292298094278,0.0767813924249567,0.0777972027972028,-0.0314685314685314,0.0546328671328671,0.03991841491841485,0.030011655011655,-0.0026223776223776,0.016317016317016302,0.015138465933987402,0.4723193473193473,0.4026806526806527,0.4375,0.06614219114219116,0.1617132867132867,0.1675407925407925,0.1646270396270396,0.013628705806077612
physician,0.0393571186522727,0.0453115166771553,0.1171328671328671,-0.0104895104895105,0.5990675990675991,0.1314102564102564,0.0243810056563578,0.0274897344989375,0.0842074592074592,-0.0329254079254079,0.058566433566433554,0.0438519813519813,0.0137066200058326,0.0061242344706911,0.009915427238261849,0.007263688876446949,0.4746503496503496,0.3936480186480186,0.43414918414918413,0.07182400932400931,0.174103237095363,0.153105861767279,0.163604549431321,0.019927090728273006
physics teacher,0.0655451348356005,0.0744377573645866,0.1171328671328671,-0.0005827505827505,0.6092657342657343,0.1194638694638694,0.0505690218396856,0.05661597518636881,0.0789627039627039,-0.0381701631701631,0.0585664335664335,0.04385198135198125,0.0224489795918367,0.0002915451895043,0.011370262390670498,0.0099001668181373,0.488053613053613,0.3918997668997669,0.4399766899766899,0.07939976689976688,0.1658892128279883,0.1448979591836734,0.15539358600583086,0.022862159427286352
