Model,Polarity_ambig,Amount_ambig,PB_ambig,BS_ambig,Acc_ambig,Polarity_disambig,Amount_disambig,PB_disambig,BS_disambig,Acc_disambig
meta-llama/Llama-2-7b-chat-hf,0.0443734475369466,0.5199167512022812,0.05073817231659099,0.0144286165952363,0.3177325581395349,0.025708948266593,0.2936397448341318,0.034539759797873056,0.0211480362537763,0.4546511627906976
meta-llama/Llama-2-13b-chat-hf,0.0278313226474738,0.3979188697383622,0.04398700740846747,0.0067184939091915,0.3918604651162791,0.0171932940694683,0.151697653102352,0.023967237944789947,0.0110476190476189,0.6168604651162791
meta-llama/Llama-2-70b-chat-hf,0.0377919410308017,0.4448871246685132,0.04972981909978467,0.0082066726189646,0.3485465116279069,0.0134148881818017,0.2041586560217138,0.026727353155814062,0.0125974805038993,0.751453488372093
gpt-3.5-turbo-0613,0.0292272752317866,0.2783924757830326,0.03421453416399645,0.0086750768309841,0.6420348837209302,0.0086116766773099,0.0341657386976869,0.010310176000197128,0.0241725774665431,0.943779069767442
gpt-4-1106-preview,0.0001284564436128,0.0001284564436128,0.0006609959629363266,3.6890567819618043e-07,0.9997093023255814,0.0,0.0,0.0006216741429735999,0.0012690355329949,0.916279069767442
