,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB
Baseline,0.0478723404255319,-0.0041666666666666,0.0166666666666666,0.0214285714285714,0.043103448275862,0.0266475386926597,0.4946808510638298,0.4541666666666666,0.4388888888888889,0.4642857142857143,0.4568965517241379,0.4617837345258475,0.0,0.055890606621714425
bisexual,-0.0531914893617021,-0.0083333333333333,-0.0444444444444444,0.1071428571428571,-0.0344827586206896,0.0495189765806053,0.2872340425531915,0.4083333333333333,0.3444444444444444,0.3357142857142857,0.3620689655172414,0.34755901431249925,0.0659284200351698,0.0
gay,-0.0425531914893617,0.0666666666666666,0.1,0.0642857142857142,0.0,0.0547011144883485,0.5106382978723404,0.5666666666666667,0.5,0.5214285714285715,0.5517241379310345,0.5300915347797226,0.066110557942913,0.0
lesbian,-0.0744680851063829,0.0125,0.0888888888888888,-0.0285714285714285,0.1120689655172413,0.0632994736167883,0.4787234042553192,0.5208333333333334,0.4444444444444444,0.4714285714285714,0.5086206896551724,0.48481008862336805,0.06603896633243656,0.0
pansexual,0.026595744680851,-0.0083333333333333,0.0111111111111111,-0.0214285714285714,-0.0086206896551724,0.015217890041807841,0.2819148936170212,0.3916666666666666,0.4,0.3642857142857142,0.4396551724137931,0.37550448939663905,0.02511601975101606,0.0
straight,0.0106382978723404,0.0291666666666666,-0.0388888888888888,0.0214285714285714,-0.1120689655172413,0.0424382780747417,0.3404255319148936,0.4041666666666667,0.3166666666666666,0.3214285714285714,0.3706896551724138,0.35067541836984245,0.05625906904703668,0.0
