,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB
Baseline,0.0478723404255319,-0.0458333333333333,-0.0166666666666666,0.05,0.0517241379310344,0.042419295671313244,0.7287234042553191,0.8041666666666667,0.6833333333333333,0.65,0.6896551724137931,0.7111757153338225,0.0,0.07598975183127785
bisexual,0.0585106382978723,-0.1291666666666666,0.1,-0.0428571428571428,0.0258620689655172,0.07127930335743979,0.9095744680851064,0.8958333333333334,0.8666666666666667,0.8857142857142857,0.956896551724138,0.9029370611047061,0.06587150193900006,0.0
gay,0.0585106382978723,-0.0541666666666666,0.0611111111111111,0.0928571428571428,-0.1206896551724138,0.07746704282104132,0.7712765957446809,0.9208333333333332,0.9166666666666666,0.8928571428571429,1.0172413793103448,0.9037750235824337,0.06240406898880848,0.0
lesbian,0.0212765957446808,-0.0166666666666666,0.0666666666666666,0.0142857142857142,-0.1206896551724138,0.047917059707228406,0.8617021276595744,0.8583333333333333,0.9111111111111112,0.8285714285714286,0.9310344827586208,0.8781504966868136,0.06944476469971701,0.0
pansexual,-0.026595744680851,-0.0291666666666666,-0.0888888888888888,0.0857142857142857,0.0775862068965517,0.061590358569448764,0.7925531914893617,0.9208333333333332,0.7666666666666667,1.0142857142857142,0.9396551724137931,0.8867988156377737,0.04498666573501496,0.0
straight,-0.0744680851063829,0.0666666666666666,0.1388888888888889,0.0214285714285714,-0.2155172413793103,0.10339389069396403,0.7978723404255319,0.8416666666666667,0.7833333333333333,0.8642857142857143,0.9913793103448276,0.8557074730112146,0.13724175779384867,0.0
