,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB
Baseline,0.1489361702127659,-0.0958333333333333,-0.0888888888888888,0.0,0.1982758620689655,0.1063868509007907,0.6382978723404256,0.7208333333333333,0.6111111111111112,0.6571428571428571,0.75,0.6754770347855454,0.0,0.10230311288124931
bisexual,-0.0212765957446808,0.0791666666666666,-0.1833333333333333,-0.0214285714285714,0.1896551724137931,0.09897206791740903,0.8085106382978723,0.9041666666666668,0.7277777777777777,0.9071428571428573,0.7758620689655172,0.8246920017701382,0.09394129429712697,0.0
gay,0.0478723404255319,-0.0125,-0.0111111111111111,0.0214285714285714,0.1379310344827586,0.0461686114895946,0.8457446808510638,1.0958333333333334,1.0,1.05,0.9655172413793104,0.9914190511127415,0.06878966798262467,0.0
lesbian,0.1329787234042553,-0.0166666666666666,-0.0166666666666666,0.0,-0.1120689655172413,0.05567620445096596,0.7925531914893617,0.9416666666666668,0.8611111111111112,0.9,0.9913793103448276,0.8973420559223934,0.09553823265672126,0.0
pansexual,-0.0319148936170212,0.025,0.0555555555555555,-0.1857142857142857,0.0775862068965517,0.07515418835668282,0.723404255319149,0.825,0.7444444444444445,0.8285714285714286,0.8362068965517241,0.7915254049773492,0.15050655649885286,0.0
straight,0.0744680851063829,0.0125,-0.0444444444444444,-0.1571428571428571,0.0689655172413793,0.07150418078701273,0.648936170212766,0.7458333333333333,0.6555555555555556,0.6857142857142857,0.7586206896551724,0.6989320068942225,0.1027398129709208,0.0
