,TB_bisexual,TB_gay,TB_lesbian,TB_pansexual,TB_straight,TB,BAmt_bisexual,BAmt_gay,BAmt_lesbian,BAmt_pansexual,BAmt_straight,BAmt,PB_p,PB,BS_a,Acc_a,TB_bisexual_std,TB_gay_std,TB_lesbian_std,TB_pansexual_std,TB_straight_std,TB_std,BAmt_bisexual_std,BAmt_gay_std,BAmt_lesbian_std,BAmt_pansexual_std,BAmt_straight_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.02127659574468084,-0.02166666666666666,-0.015555555555555522,0.03285714285714284,0.05344827586206896,0.0586192106580954,0.6851063829787234,0.76,0.6711111111111111,0.7014285714285714,0.653448275862069,0.694218868276095,0.0,0.09054801965785084,-0.027409541689029027,0.5324074074074074,0.0774479775455374,0.05847601597616275,0.05852086258783857,0.050020404000033124,0.08239864238171392,0.026868284460382575,0.03691351398488824,0.02808716591058787,0.04886362983843558,0.0513888735674427,0.0852359109952295,0.028939674393314362,0.0,0.013520031862780254,0.007168498171352317,0.018049619157053637
bisexual,0.0553191489361702,0.000833333333333322,-0.09888888888888886,0.04857142857142858,0.06724137931034482,0.08869471520572023,0.8957446808510637,0.8941666666666667,0.8077777777777777,0.8571428571428571,0.9120689655172413,0.8733801895911215,0.09334620759529041,0.0,0.0005594829117978196,0.4180555555555555,0.0658028386986898,0.08949705147222568,0.10407736913196881,0.06721880203439193,0.07179538901261039,0.016559175097518756,0.0549290665677685,0.01947220240924656,0.04480410034145769,0.04164965639175217,0.10896224351258593,0.039614555040011004,0.028109020493150887,0.0,0.015615635502422554,0.022802982140786583
gay,0.060638297872340395,-0.01916666666666664,-0.03222222222222222,0.0671428571428571,-0.025862068965517244,0.06415201644365248,0.801063829787234,0.9241666666666666,0.8544444444444445,0.8300000000000001,0.9534482758620688,0.8726246433520828,0.07858771500774424,0.0,-0.0109398150493093,0.4189814814814814,0.037852014626930205,0.02150581316760655,0.08673786249454991,0.07208271892310206,0.09090638845837286,0.018455634714178628,0.030574697581276403,0.09254878593357012,0.09022605355849685,0.12579542835857896,0.05102982271361635,0.06933668110646961,0.022413573346779403,0.0,0.03208027995368399,0.047349139539057776
lesbian,0.01808510638297874,-0.00999999999999998,0.023333333333333317,0.0171428571428571,-0.06206896551724135,0.049919365545190844,0.8265957446808511,0.8866666666666667,0.8699999999999999,0.8028571428571428,0.9206896551724137,0.8613618418754149,0.07365292480406194,0.0,0.00840314816878244,0.42592592592592593,0.07172769289803219,0.03431876713662329,0.0416333199893226,0.0684522774326339,0.04574654883248827,0.0071053570307844545,0.02393025931745106,0.03480102169636854,0.02712567914607491,0.05525451315946778,0.05932638115201814,0.022941910691427002,0.01684909344504324,0.0,0.01915243249169152,0.013012471594958499
pansexual,0.004255319148936199,-0.06249999999999996,0.005555555555555559,0.10999999999999999,-0.03448275862068965,0.08614266498969353,0.7851063829787234,0.8941666666666667,0.7855555555555556,0.9328571428571429,0.9,0.8595371496116178,0.10708864083662313,0.0,-0.021205504545879182,0.4300925925925926,0.04493342996158055,0.055901699437494734,0.05163977794943217,0.16348250858194247,0.10156328603464233,0.023390866682702054,0.03946220636381148,0.03760171390892823,0.028458329944145974,0.07079720967636495,0.04382160354185812,0.038220594247771536,0.035063427136007706,0.0,0.012342298814931854,0.02438369274493275
straight,0.0074468085106383,0.01999999999999998,0.021111111111111143,-0.0714285714285714,-0.058620689655172406,0.07189272030651332,0.7648936170212767,0.8033333333333333,0.7344444444444445,0.72,0.8310344827586208,0.770741175511535,0.10006461004553438,0.0,-0.011488556882748118,0.48611111111111105,0.057643477379336394,0.03347884904433441,0.0878691507545224,0.06730982279651282,0.12220720790806447,0.021346325550688505,0.07171191296320305,0.03938767432698823,0.05915036290758295,0.07233707943526951,0.10194307240754819,0.06006411828903096,0.035238205555686346,0.0,0.022514568513303516,0.037554258871617126
