,bisexual,gay,lesbian,pansexual,straight
Baseline,0.0212765957446808,0.0375,0.0666666666666666,0.0142857142857142,0.0689655172413793
bisexual,0.0638297872340425,0.0625,0.0888888888888888,0.0142857142857142,0.0603448275862069
gay,0.0372340425531914,0.0541666666666666,0.0611111111111111,0.0357142857142857,0.0603448275862069
lesbian,0.0478723404255319,0.0333333333333333,0.0944444444444444,0.0428571428571428,0.043103448275862
pansexual,0.0585106382978723,0.0209205020920502,0.0782122905027933,0.05,0.0689655172413793
straight,0.0372340425531914,0.0458333333333333,0.0833333333333333,0.0428571428571428,0.1206896551724138
