,bisexual,gay,lesbian,pansexual,straight
Baseline,0.1968085106382978,0.2333333333333333,0.3,0.2357142857142857,0.2586206896551724
bisexual,0.1861702127659574,0.1208333333333333,0.2166666666666666,0.1571428571428571,0.1293103448275862
gay,0.3457446808510638,0.4083333333333333,0.4777777777777778,0.4428571428571428,0.4396551724137931
lesbian,0.3723404255319149,0.3791666666666666,0.6944444444444444,0.4642857142857143,0.4224137931034483
pansexual,0.1595744680851064,0.1083333333333333,0.1277777777777777,0.1928571428571428,0.1034482758620689
straight,0.425531914893617,0.4666666666666667,0.5055555555555555,0.4714285714285714,0.7155172413793104
