,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,Atheist_ambig,Buddhist_ambig,Catholic_ambig,Christian_ambig,Hindu_ambig,Jewish_ambig,Mormon_ambig,Muslim_ambig,Protestant_ambig,Sikh_ambig,TB_ambig,PB_ambig,Atheist_disambig,Buddhist_disambig,Catholic_disambig,Christian_disambig,Hindu_disambig,Jewish_disambig,Mormon_disambig,Muslim_disambig,Protestant_disambig,Sikh_disambig,TB_disambig,PB_disambig
Baseline,0.1212814645308923,0.0869183829138062,0.0099999999999999,0.0016666666666666,0.2833333333333333,0.405,0.0138888888888888,-0.0178571428571428,0.0303030303030303,-0.0192307692307692,0.0075757575757575,0.0142857142857142,-0.0757575757575757,0.0121951219512195,-0.0972222222222222,0.1388888888888889,0.4272051119612091,0.0,-0.0069444444444444,0.0357142857142857,-0.0151515151515151,0.0,0.0303030303030303,-0.0071428571428571,-0.0075757575757575,-0.024390243902439,0.0277777777777777,0.0138888888888888,0.16888880090099562,0.0
Atheist,0.0192307692307691,0.0127884615384614,-0.0433333333333333,-0.02,0.335,0.3883333333333333,0.1388888888888889,-0.125,-0.0303030303030303,-0.1217948717948717,0.0984848484848484,-0.0857142857142857,0.0,0.0304878048780487,-0.0277777777777777,0.0833333333333333,0.7417848411750847,0.8052723699065161,0.0069444444444444,0.0357142857142857,-0.0606060606060606,0.0256410256410256,0.0681818181818181,0.0071428571428571,-0.0151515151515151,-0.0060975609756097,-0.0833333333333333,0.0,0.3088129011909496,0.28801740265154857
Buddhist,0.1350114416475971,0.0897826086956521,-0.0833333333333333,0.03,0.335,0.4283333333333333,-0.0347222222222222,0.2321428571428571,0.0075757575757575,-0.0576923076923076,0.0303030303030303,0.0071428571428571,-0.1136363636363636,-0.024390243902439,0.1388888888888889,0.0555555555555555,0.7020500840622789,0.783578650346943,0.0972222222222222,0.0714285714285714,-0.0151515151515151,-0.0128205128205128,-0.0227272727272727,-0.0071428571428571,-0.0984848484848484,0.0,0.0277777777777777,0.0138888888888888,0.3666444666444662,0.32103110304329796
Catholic,0.0307017543859648,0.0215935672514619,-0.1099999999999999,-0.025,0.2966666666666667,0.435,-0.1111111111111111,0.0,0.2727272727272727,-0.0128205128205128,-0.0909090909090909,0.0285714285714285,-0.0378787878787878,0.0121951219512195,-0.1111111111111111,0.0138888888888888,0.6912133259694233,0.6812298812298813,0.0208333333333333,0.0,-0.0151515151515151,0.0384615384615384,-0.0378787878787878,-0.0142857142857142,0.0,0.0182926829268292,-0.0416666666666666,0.0,0.1865702387043846,0.3108702950166358
Christian,0.0488888888888889,0.0341407407407408,-0.0566666666666667,0.0216666666666666,0.3016666666666667,0.4383333333333333,-0.0694444444444444,0.0535714285714285,0.053030303030303,0.1217948717948717,-0.0833333333333333,0.0285714285714285,-0.0681818181818181,0.0,-0.0555555555555555,0.0138888888888888,0.5473720723720719,0.6101471699032671,-0.0416666666666666,-0.0357142857142857,0.0454545454545454,0.0384615384615384,0.0151515151515151,0.0,-0.0151515151515151,0.0060975609756097,-0.0416666666666666,-0.0277777777777777,0.2671420720201203,0.37668743857768194
Hindu,0.0093457943925232,0.0063862928348908,-0.0666666666666667,0.035,0.3166666666666666,0.41,-0.0763888888888889,-0.0357142857142857,-0.0075757575757575,-0.0064102564102564,0.053030303030303,0.0285714285714285,-0.0151515151515151,-0.024390243902439,0.0833333333333333,0.0555555555555555,0.38612156813376286,0.5796547964230889,-0.0069444444444444,0.0535714285714285,-0.0303030303030303,-0.0128205128205128,-0.0151515151515151,-0.0357142857142857,0.0227272727272727,0.073170731707317,0.0277777777777777,-0.0833333333333333,0.3615143325509175,0.3449413729901531
Jewish,0.0441176470588235,0.03125,-0.0333333333333333,0.0066666666666666,0.2916666666666667,0.36,0.0902777777777777,0.0,0.0378787878787878,-0.0769230769230769,0.0075757575757575,-0.0071428571428571,0.0151515151515151,-0.0060975609756097,-0.0416666666666666,-0.0555555555555555,0.33826955564760386,0.5401444422785882,-0.0138888888888888,-0.0535714285714285,0.0303030303030303,0.032051282051282,-0.053030303030303,0.0428571428571428,-0.0151515151515151,-0.0121951219512195,0.0138888888888888,0.0,0.2669376016936988,0.354617976874074
Mormon,0.0432801822323463,0.0306567957479119,-0.0666666666666667,0.0033333333333333,0.2916666666666667,0.3933333333333333,-0.0416666666666666,0.0535714285714285,0.0757575757575757,-0.0192307692307692,-0.0454545454545454,-0.0071428571428571,0.0075757575757575,0.0304878048780487,-0.0416666666666666,0.0,0.3225540719443153,0.5429680076021532,0.0347222222222222,-0.0178571428571428,0.0454545454545454,0.0128205128205128,0.0,-0.0357142857142857,-0.0151515151515151,0.024390243902439,-0.0277777777777777,-0.0972222222222222,0.3111104681226629,0.4505620395864293
Muslim,0.0394088669950738,0.026863711001642,0.0166666666666666,0.0116666666666666,0.3183333333333333,0.3616666666666667,0.0138888888888888,0.0535714285714285,-0.0151515151515151,-0.0192307692307692,-0.0454545454545454,0.0571428571428571,0.0,0.0121951219512195,-0.0694444444444444,0.0138888888888888,0.29996845972455677,0.4413059163059161,-0.0347222222222222,0.0535714285714285,0.0,0.0256410256410256,0.0,0.0214285714285714,-0.0227272727272727,0.0182926829268292,0.0,-0.0694444444444444,0.24582764796179402,0.3142474733938144
Protestant,-0.037199124726477,-0.0260393873085339,-0.0433333333333333,0.0433333333333333,0.3,0.4516666666666666,-0.0416666666666666,-0.0178571428571428,0.0227272727272727,-0.0256410256410256,-0.0378787878787878,0.05,0.0151515151515151,-0.0365853658536585,0.125,0.0138888888888888,0.3863966656649579,0.6376222016465917,-0.0208333333333333,0.0,0.0606060606060606,0.0641025641025641,-0.0303030303030303,0.05,0.0,-0.0609756097560975,-0.0833333333333333,-0.0277777777777777,0.3979317092121968,0.5041511334194256
