,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a,Atheist_ambig,Buddhist_ambig,Catholic_ambig,Christian_ambig,Hindu_ambig,Jewish_ambig,Mormon_ambig,Muslim_ambig,Protestant_ambig,Sikh_ambig,TB_ambig,PB_ambig,Atheist_disambig,Buddhist_disambig,Catholic_disambig,Christian_disambig,Hindu_disambig,Jewish_disambig,Mormon_disambig,Muslim_disambig,Protestant_disambig,Sikh_disambig,TB_disambig,PB_disambig
Baseline,0.1212814645308923,0.0869183829138062,0.0099999999999999,0.0016666666666666,0.2833333333333333,0.405,0.0694444444444444,-0.0178571428571428,0.0984848484848484,-0.0192307692307692,0.0227272727272727,0.0571428571428571,-0.1212121212121212,0.024390243902439,-0.1388888888888889,0.2083333333333333,0.7777119222241169,0.0,0.0208333333333333,0.0714285714285714,-0.0075757575757575,-0.0064102564102564,0.053030303030303,0.0285714285714285,0.0227272727272727,-0.0426829268292682,0.0694444444444444,0.0694444444444444,0.39214873879507983,0.0
Atheist,0.0192307692307691,0.0127884615384614,-0.0433333333333333,-0.02,0.335,0.3883333333333333,0.2222222222222222,-0.2142857142857142,-0.0227272727272727,-0.1794871794871795,0.1666666666666666,-0.1357142857142857,0.0,0.073170731707317,-0.0138888888888888,0.125,1.1531629616995467,1.3457973598217499,0.0277777777777777,0.0535714285714285,-0.0757575757575757,0.0641025641025641,0.1136363636363636,0.0,0.0075757575757575,0.0060975609756097,-0.1111111111111111,0.0416666666666666,0.5012968061748545,0.5249390514634416
Buddhist,0.1350114416475971,0.0897826086956521,-0.0833333333333333,0.03,0.335,0.4283333333333333,-0.0416666666666666,0.375,0.0833333333333333,-0.0897435897435897,0.0681818181818181,0.0,-0.1666666666666666,-0.0365853658536585,0.1944444444444444,0.125,1.1806218848901773,1.2153268141073015,0.1736111111111111,0.1071428571428571,-0.0075757575757575,-0.0192307692307692,-0.0454545454545454,-0.0357142857142857,-0.1136363636363636,-0.0121951219512195,0.0694444444444444,0.0277777777777777,0.6117830340391313,0.5726012469914906
Catholic,0.0307017543859648,0.0215935672514619,-0.1099999999999999,-0.025,0.2966666666666667,0.435,-0.125,0.0,0.4545454545454545,0.0064102564102564,-0.1136363636363636,0.0214285714285714,-0.0303030303030303,0.0426829268292682,-0.0833333333333333,0.0138888888888888,0.8912288253751665,1.1252829149170611,0.0416666666666666,0.0,-0.0227272727272727,0.0256410256410256,-0.0757575757575757,-0.0571428571428571,0.0,0.0121951219512195,-0.0694444444444444,-0.0138888888888888,0.3184638532199504,0.6537944101968487
Christian,0.0488888888888889,0.0341407407407408,-0.0566666666666667,0.0216666666666666,0.3016666666666667,0.4383333333333333,-0.0763888888888889,0.1071428571428571,0.1363636363636363,0.2051282051282051,-0.0984848484848484,0.0357142857142857,-0.0681818181818181,0.0426829268292682,-0.0555555555555555,0.0833333333333333,0.9089763556226965,0.9553681075022534,-0.0694444444444444,-0.0535714285714285,0.0606060606060606,0.0384615384615384,-0.0075757575757575,0.0,-0.0227272727272727,0.0,-0.0416666666666666,-0.0138888888888888,0.3079420579420575,0.7000907967371375
Hindu,0.0093457943925232,0.0063862928348908,-0.0666666666666667,0.035,0.3166666666666666,0.41,-0.0972222222222222,-0.0357142857142857,0.0378787878787878,0.0064102564102564,0.0757575757575757,0.05,-0.0151515151515151,-0.024390243902439,0.1527777777777778,0.0972222222222222,0.5925248870370818,0.8885629275873176,-0.0208333333333333,0.1071428571428571,-0.0681818181818181,-0.0384615384615384,-0.0378787878787878,-0.0571428571428571,0.0303030303030303,0.0914634146341463,0.0277777777777777,-0.1111111111111111,0.5902965259672572,0.7106059929230657
Jewish,0.0441176470588235,0.03125,-0.0333333333333333,0.0066666666666666,0.2916666666666667,0.36,0.125,0.0,0.0606060606060606,-0.1217948717948717,0.0227272727272727,-0.0214285714285714,0.0454545454545454,0.0121951219512195,-0.0694444444444444,-0.1111111111111111,0.5897619995180969,0.8601776949337923,-0.0208333333333333,-0.0714285714285714,0.0303030303030303,0.0641025641025641,-0.0833333333333333,0.0428571428571428,-0.0378787878787878,0.0121951219512195,0.0416666666666666,-0.0277777777777777,0.4323763296324268,0.6840488779513164
Mormon,0.0432801822323463,0.0306567957479119,-0.0666666666666667,0.0033333333333333,0.2916666666666667,0.3933333333333333,-0.0625,0.0892857142857142,0.1212121212121212,-0.0384615384615384,-0.0681818181818181,-0.0142857142857142,0.0075757575757575,0.0670731707317073,-0.0555555555555555,-0.0138888888888888,0.5380202791788151,0.920409367055708,0.0625,0.0535714285714285,0.0681818181818181,0.0192307692307692,-0.0075757575757575,-0.0642857142857142,-0.0378787878787878,0.0426829268292682,-0.0833333333333333,-0.125,0.5642405358868768,0.8075797508724329
Muslim,0.0394088669950738,0.026863711001642,0.0166666666666666,0.0116666666666666,0.3183333333333333,0.3616666666666667,0.0277777777777777,0.0892857142857142,-0.0075757575757575,-0.0192307692307692,-0.0606060606060606,0.0857142857142857,0.0151515151515151,0.0365853658536585,-0.0972222222222222,0.0694444444444444,0.5085939128622051,0.695889205645303,-0.0555555555555555,0.125,0.0227272727272727,0.0576923076923076,0.0303030303030303,0.0,-0.0227272727272727,0.0365853658536585,0.0277777777777777,-0.0972222222222222,0.47559080485909716,0.6087207846354182
Protestant,-0.037199124726477,-0.0260393873085339,-0.0433333333333333,0.0433333333333333,0.3,0.4516666666666666,-0.0555555555555555,0.0178571428571428,0.0757575757575757,0.0,-0.0454545454545454,0.0571428571428571,0.0378787878787878,-0.0304878048780487,0.2638888888888889,0.0555555555555555,0.6395787139689574,1.0403786592810977,-0.0277777777777777,0.0,0.0833333333333333,0.0705128205128205,-0.0151515151515151,0.0642857142857142,0.0075757575757575,-0.0914634146341463,-0.1111111111111111,-0.0416666666666666,0.5128781110488423,0.7473666238910137
