,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,-0.0138888888888888,0.2142857142857142,0.0378787878787878,0.032051282051282,-0.0075757575757575,0.0214285714285714,-0.0303030303030303,0.0182926829268292,0.0972222222222222,-0.0138888888888888,0.048681582644997216,0.2777777777777778,0.4285714285714285,0.3409090909090909,0.173076923076923,0.3863636363636363,0.3642857142857142,0.3939393939393939,0.2378048780487804,0.3194444444444444,0.2361111111111111,0.31582843985283005,0.0,0.07952406367345385
Atheist,0.0833333333333333,-0.1607142857142857,-0.0757575757575757,0.0512820512820512,0.0227272727272727,-0.0142857142857142,-0.053030303030303,-0.0304878048780487,0.0277777777777777,0.0555555555555555,0.057495167434191766,0.3611111111111111,0.4107142857142857,0.2878787878787879,0.2435897435897435,0.25,0.3428571428571428,0.3409090909090909,0.25,0.1944444444444444,0.3055555555555556,0.2987060162060161,0.08815033205277098,0.0
Buddhist,0.0138888888888888,0.0714285714285714,0.0909090909090909,0.0512820512820512,-0.0757575757575757,-0.0214285714285714,-0.0833333333333333,0.0182926829268292,-0.0972222222222222,-0.0416666666666666,0.05652096548438007,0.4166666666666667,0.5,0.2878787878787879,0.2307692307692307,0.3333333333333333,0.3214285714285714,0.3863636363636363,0.2865853658536585,0.3194444444444444,0.2083333333333333,0.3290803370071663,0.06291874791874788,0.0
Catholic,0.0069444444444444,0.0892857142857142,-0.0151515151515151,0.0705128205128205,0.0378787878787878,0.0285714285714285,-0.0227272727272727,-0.0304878048780487,-0.0416666666666666,-0.125,0.04682264551166985,0.2986111111111111,0.4107142857142857,0.3939393939393939,0.4038461538461538,0.3560606060606061,0.3857142857142857,0.4469696969696969,0.3719512195121951,0.4027777777777778,0.3472222222222222,0.38178067528677284,0.05962788228032125,0.0
Christian,0.0347222222222222,-0.125,-0.0303030303030303,0.0384615384615384,0.0,-0.0214285714285714,-0.053030303030303,-0.0121951219512195,-0.0416666666666666,0.0555555555555555,0.04123630096191069,0.3541666666666667,0.3392857142857143,0.4242424242424242,0.3461538461538461,0.303030303030303,0.3785714285714285,0.3712121212121212,0.3170731707317073,0.4305555555555556,0.3333333333333333,0.35976245637831006,0.07744702113604543,0.0
Hindu,0.0138888888888888,-0.0357142857142857,-0.0151515151515151,0.0192307692307692,0.0378787878787878,-0.0214285714285714,-0.1287878787878787,0.0121951219512195,-0.0277777777777777,0.0833333333333333,0.039538693014302725,0.3055555555555556,0.3214285714285714,0.3787878787878788,0.3525641025641026,0.4469696969696969,0.4214285714285714,0.4924242424242424,0.4024390243902439,0.3055555555555556,0.3333333333333333,0.3760486532437751,0.07587449136229614,0.0
Jewish,-0.0625,0.0178571428571428,-0.0378787878787878,0.1153846153846153,0.0606060606060606,-0.05,-0.0151515151515151,-0.0548780487804878,-0.0277777777777777,-0.0416666666666666,0.04837006151030536,0.4236111111111111,0.4464285714285714,0.3712121212121212,0.358974358974359,0.3636363636363636,0.45,0.3787878787878788,0.3963414634146341,0.2777777777777778,0.5138888888888888,0.3980658535231706,0.07848410058775909,0.0
Mormon,0.0138888888888888,-0.0714285714285714,0.0075757575757575,0.0705128205128205,-0.0075757575757575,0.0285714285714285,-0.0151515151515151,-0.0792682926829268,-0.125,0.0555555555555555,0.047452858794322164,0.4027777777777778,0.2857142857142857,0.3712121212121212,0.3012820512820512,0.4015151515151515,0.3,0.3484848484848485,0.274390243902439,0.3472222222222222,0.25,0.3282598702110897,0.07937786468274269,0.0
Muslim,-0.0138888888888888,-0.1428571428571428,-0.0909090909090909,0.0512820512820512,0.0606060606060606,-0.0857142857142857,-0.0454545454545454,-0.0060975609756097,-0.0833333333333333,0.0833333333333333,0.06634762933543417,0.3888888888888889,0.2857142857142857,0.4393939393939394,0.3205128205128205,0.3181818181818182,0.4142857142857143,0.4090909090909091,0.3109756097560975,0.3333333333333333,0.4444444444444444,0.3664821763602252,0.09978057173179117,0.0
Protestant,0.0486111111111111,-0.0535714285714285,-0.053030303030303,0.0897435897435897,-0.0606060606060606,-0.0214285714285714,-0.0606060606060606,-0.0304878048780487,-0.0555555555555555,-0.125,0.05986404855307291,0.3958333333333333,0.3392857142857143,0.4015151515151515,0.2692307692307692,0.3939393939393939,0.45,0.4090909090909091,0.298780487804878,0.3055555555555556,0.2916666666666667,0.3554897981422372,0.0917818394342784,0.0
Sikh,0.0069444444444444,-0.1071428571428571,0.053030303030303,-0.0128205128205128,-0.0227272727272727,0.1,0.0,0.0182926829268292,-0.1111111111111111,-0.0972222222222222,0.05292914064255525,0.3541666666666667,0.4285714285714285,0.3409090909090909,0.2948717948717949,0.4166666666666667,0.4,0.4090909090909091,0.3841463414634146,0.3333333333333333,0.4027777777777778,0.37645340093510826,0.08179778554778552,0.0
