,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0416666666666666,0.1428571428571428,0.0378787878787878,0.0128205128205128,-0.0454545454545454,0.0357142857142857,-0.106060606060606,0.0,0.1111111111111111,-0.0277777777777777,0.056134143634143596,0.2777777777777778,0.2857142857142857,0.2348484848484848,0.1282051282051282,0.2727272727272727,0.25,0.2121212121212121,0.1951219512195122,0.25,0.1944444444444444,0.23009605570581176,0.0,0.0689710475838524,0.1105882352941176,0.4833333333333333
Atheist,0.0069444444444444,-0.0892857142857142,0.053030303030303,0.0384615384615384,0.0681818181818181,0.0214285714285714,-0.0681818181818181,-0.0365853658536585,-0.0138888888888888,-0.0694444444444444,0.04654329072011994,0.2152777777777778,0.1607142857142857,0.1742424242424242,0.1794871794871795,0.2196969696969697,0.1785714285714285,0.2196969696969697,0.1951219512195122,0.1527777777777778,0.2083333333333333,0.19039200975176584,0.06905994073676995,0.0,0.0705394190871369,0.2083333333333333
Buddhist,-0.0069444444444444,0.0,0.0227272727272727,0.0192307692307692,-0.0075757575757575,0.0214285714285714,0.0378787878787878,0.0060975609756097,-0.125,-0.0555555555555555,0.030243871981676818,0.2847222222222222,0.2857142857142857,0.2348484848484848,0.1089743589743589,0.2348484848484848,0.25,0.1742424242424242,0.2012195121951219,0.2361111111111111,0.1666666666666666,0.21773475508231602,0.0665231482609531,0.0,-0.1313868613138685,0.2433333333333333
Catholic,-0.0208333333333333,-0.0178571428571428,0.0227272727272727,0.0641025641025641,-0.0378787878787878,0.0357142857142857,-0.053030303030303,0.0426829268292682,-0.0833333333333333,-0.0416666666666666,0.04198266164729575,0.2569444444444444,0.2321428571428571,0.2651515151515151,0.2307692307692307,0.2348484848484848,0.2071428571428571,0.2348484848484848,0.2378048780487804,0.25,0.1527777777777778,0.23024305301744322,0.055960350624984743,0.0,0.0572390572390573,0.2616666666666666
Christian,0.0,0.0535714285714285,0.0,0.0512820512820512,0.0303030303030303,-0.0285714285714285,-0.0227272727272727,-0.0426829268292682,-0.0277777777777777,0.0138888888888888,0.02708048049511459,0.2361111111111111,0.2678571428571428,0.2727272727272727,0.2179487179487179,0.2424242424242424,0.2428571428571428,0.3106060606060606,0.2012195121951219,0.25,0.2638888888888889,0.25056400916157007,0.06539078130541538,0.0,0.0723684210526316,0.26
Hindu,-0.0208333333333333,-0.0535714285714285,-0.0151515151515151,0.0448717948717948,0.0,-0.0214285714285714,-0.0303030303030303,0.0426829268292682,0.0277777777777777,-0.0138888888888888,0.027050926715560808,0.2569444444444444,0.1964285714285714,0.2575757575757575,0.2756410256410256,0.2878787878787879,0.2357142857142857,0.2575757575757575,0.2865853658536585,0.2222222222222222,0.2361111111111111,0.25126773294456217,0.06206036172499583,0.0,0.0714285714285714,0.255
Jewish,0.0694444444444444,-0.1428571428571428,-0.0151515151515151,0.0448717948717948,0.0227272727272727,0.0214285714285714,-0.053030303030303,0.0365853658536585,-0.0277777777777777,-0.1388888888888889,0.05727630770313693,0.3472222222222222,0.2857142857142857,0.2575757575757575,0.2243589743589743,0.2651515151515151,0.2928571428571428,0.2954545454545454,0.2560975609756097,0.1944444444444444,0.3055555555555556,0.27244320043100523,0.09039901832584754,0.0,-0.022508038585209,0.245
Mormon,0.0416666666666666,-0.0535714285714285,-0.0303030303030303,0.0705128205128205,-0.0151515151515151,0.0,0.0151515151515151,-0.024390243902439,0.0,-0.0833333333333333,0.03340805535927484,0.2638888888888889,0.2678571428571428,0.2424242424242424,0.2243589743589743,0.1666666666666666,0.2428571428571428,0.2727272727272727,0.2682926829268293,0.25,0.2777777777777778,0.24768507914849378,0.07839223784345731,0.0,-0.0030959752321981,0.2933333333333333
Muslim,-0.0069444444444444,-0.0178571428571428,-0.0075757575757575,0.0256410256410256,0.0151515151515151,0.0428571428571428,-0.0454545454545454,-0.024390243902439,0.0,0.0138888888888888,0.01997607067729014,0.2708333333333333,0.2678571428571428,0.2045454545454545,0.2435897435897435,0.2424242424242424,0.2571428571428571,0.2878787878787879,0.2682926829268293,0.2222222222222222,0.2638888888888889,0.2528675355809502,0.05592345662467607,0.0,0.0309278350515462,0.2316666666666666
Protestant,-0.0208333333333333,-0.0535714285714285,0.0,0.0448717948717948,-0.0227272727272727,0.0642857142857142,-0.0303030303030303,0.0304878048780487,-0.0277777777777777,-0.0833333333333333,0.037819149008173354,0.2847222222222222,0.2678571428571428,0.1969696969696969,0.2371794871794871,0.2348484848484848,0.2642857142857143,0.303030303030303,0.2621951219512195,0.2222222222222222,0.2777777777777778,0.25510881733442703,0.06391805010707444,0.0,-0.0309278350515463,0.23
Sikh,0.0347222222222222,0.0,-0.0151515151515151,0.0576923076923076,0.0303030303030303,-0.0142857142857142,-0.0303030303030303,0.024390243902439,-0.0694444444444444,-0.125,0.04012925083047031,0.2569444444444444,0.2142857142857142,0.1969696969696969,0.1987179487179487,0.2424242424242424,0.2142857142857142,0.2727272727272727,0.2804878048780488,0.2083333333333333,0.2916666666666667,0.2376842838733082,0.08208313028434974,0.0,-0.0201342281879194,0.2583333333333333
