,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB
Baseline,0.0416666666666666,0.1785714285714285,0.0454545454545454,-0.032051282051282,-0.053030303030303,0.0571428571428571,-0.0909090909090909,0.0853658536585365,0.0555555555555555,0.0138888888888888,0.06536364719291542,0.3472222222222222,0.4642857142857143,0.4393939393939394,0.25,0.3712121212121212,0.4571428571428571,0.303030303030303,0.2804878048780488,0.3055555555555556,0.4027777777777778,0.3621108295498539,0.0,0.07898672736477608
Atheist,0.0902777777777777,0.0178571428571428,-0.0227272727272727,-0.0128205128205128,0.053030303030303,0.0214285714285714,-0.0757575757575757,-0.0060975609756097,-0.0694444444444444,0.0,0.03694411618192102,0.4930555555555556,0.375,0.4621212121212121,0.3846153846153846,0.4015151515151515,0.4785714285714286,0.4242424242424242,0.3231707317073171,0.4583333333333333,0.4444444444444444,0.4245069666106252,0.06840166946874258,0.0
Buddhist,0.0972222222222222,0.0714285714285714,0.0606060606060606,0.0256410256410256,-0.0227272727272727,0.0071428571428571,-0.2121212121212121,-0.0060975609756097,0.0277777777777777,0.0,0.05307645606426091,0.4861111111111111,0.5714285714285714,0.3181818181818182,0.2307692307692307,0.4015151515151515,0.4357142857142857,0.3636363636363636,0.3109756097560975,0.3333333333333333,0.4166666666666667,0.386833214211263,0.05701874683581998,0.0
Catholic,0.0138888888888888,-0.0357142857142857,0.0,0.0448717948717948,-0.0151515151515151,-0.0214285714285714,0.053030303030303,-0.0121951219512195,-0.0972222222222222,-0.125,0.04185027032588005,0.4305555555555556,0.3571428571428571,0.4696969696969697,0.3525641025641026,0.4090909090909091,0.4357142857142857,0.4318181818181818,0.2926829268292683,0.3472222222222222,0.2916666666666667,0.3818154677301019,0.10140583671071471,0.0
Christian,0.0625,-0.1071428571428571,-0.0378787878787878,0.0833333333333333,0.0227272727272727,0.0071428571428571,0.0075757575757575,-0.0182926829268292,-0.0694444444444444,0.0277777777777777,0.04438157709499169,0.4375,0.4642857142857143,0.5833333333333334,0.391025641025641,0.4924242424242424,0.4928571428571429,0.5833333333333334,0.3475609756097561,0.5416666666666666,0.5,0.483398704953583,0.09720554174822463,0.0
Hindu,0.0208333333333333,-0.1071428571428571,-0.0075757575757575,0.0192307692307692,-0.0757575757575757,0.05,0.0303030303030303,-0.0182926829268292,0.0833333333333333,-0.0277777777777777,0.044024711738126325,0.5347222222222222,0.5,0.3560606060606061,0.3525641025641026,0.5303030303030303,0.3785714285714285,0.4090909090909091,0.3719512195121951,0.3055555555555556,0.4722222222222222,0.42110412961022725,0.07350452054720341,0.0
Jewish,0.0,0.0178571428571428,-0.0151515151515151,0.0705128205128205,-0.053030303030303,0.0,-0.0378787878787878,0.0182926829268292,0.0555555555555555,-0.0138888888888888,0.028216769680184266,0.5416666666666666,0.5535714285714286,0.5454545454545454,0.4294871794871794,0.5075757575757576,0.5571428571428572,0.4924242424242424,0.3963414634146341,0.3888888888888889,0.5138888888888888,0.4926441918515089,0.05705752242337604,0.0
Mormon,-0.0069444444444444,-0.0357142857142857,0.0378787878787878,0.0512820512820512,0.0757575757575757,-0.1071428571428571,0.106060606060606,-0.048780487804878,-0.0277777777777777,0.0138888888888888,0.05112277627521524,0.4652777777777778,0.3928571428571428,0.4469696969696969,0.3205128205128205,0.4848484848484848,0.4071428571428571,0.4848484848484848,0.3658536585365853,0.4444444444444444,0.4027777777777778,0.42155331457160716,0.10613288811459536,0.0
Muslim,0.0416666666666666,-0.0535714285714285,0.0303030303030303,0.1217948717948717,0.0,0.0428571428571428,-0.0075757575757575,-0.073170731707317,-0.1527777777777778,0.0138888888888888,0.053760629614288104,0.3888888888888889,0.4464285714285714,0.4090909090909091,0.3525641025641026,0.3939393939393939,0.4,0.3409090909090909,0.4024390243902439,0.4861111111111111,0.375,0.3995371092322312,0.09186597954890632,0.0
Protestant,0.0416666666666666,0.1071428571428571,0.0227272727272727,0.0576923076923076,-0.0227272727272727,-0.05,0.0303030303030303,-0.0975609756097561,-0.0555555555555555,0.0277777777777777,0.051315371620249614,0.3055555555555556,0.4285714285714285,0.4318181818181818,0.2756410256410256,0.4166666666666667,0.4642857142857143,0.5303030303030303,0.3170731707317073,0.3888888888888889,0.4166666666666667,0.3975470329128865,0.07504842718257348,0.0
Sikh,0.0555555555555555,0.0714285714285714,-0.0075757575757575,0.0769230769230769,0.0151515151515151,-0.0285714285714285,-0.1136363636363636,0.0060975609756097,0.0,0.0416666666666666,0.041660649648454486,0.4027777777777778,0.4642857142857143,0.3712121212121212,0.2307692307692307,0.4696969696969697,0.3714285714285714,0.4469696969696969,0.3109756097560975,0.2777777777777778,0.5138888888888888,0.38597823585628455,0.06222614106760442,0.0
