,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,-0.0416666666666666,0.2142857142857142,0.0757575757575757,0.0192307692307692,-0.0303030303030303,0.0571428571428571,-0.1590909090909091,0.0121951219512195,0.1666666666666666,-0.0416666666666666,0.08180059777620749,0.375,0.4285714285714285,0.3484848484848485,0.1987179487179487,0.4545454545454545,0.3428571428571428,0.3560606060606061,0.2804878048780488,0.3611111111111111,0.3194444444444444,0.34652807896710336,0.0,0.10365248674090136,0.1105882352941176,0.4833333333333333
Atheist,0.0,-0.1428571428571428,0.0833333333333333,0.0769230769230769,0.0984848484848484,0.0285714285714285,-0.1136363636363636,-0.0609756097560975,0.0,-0.125,0.0729781803562291,0.3194444444444444,0.25,0.2803030303030303,0.2564102564102564,0.3106060606060606,0.2714285714285714,0.3409090909090909,0.2926829268292683,0.25,0.2916666666666667,0.28634510475973884,0.09900621735987587,0.0,0.0705394190871369,0.2083333333333333
Buddhist,-0.0069444444444444,0.0,0.0227272727272727,0.0128205128205128,-0.0151515151515151,0.0071428571428571,0.0151515151515151,0.0,-0.1944444444444444,-0.0694444444444444,0.0343827006327006,0.4236111111111111,0.4642857142857143,0.3257575757575757,0.1794871794871795,0.3787878787878788,0.3642857142857142,0.2424242424242424,0.2804878048780488,0.3611111111111111,0.2916666666666667,0.3311904998795242,0.09489264461825433,0.0,-0.1313868613138685,0.2433333333333333
Catholic,-0.0833333333333333,-0.0357142857142857,0.0227272727272727,0.1089743589743589,-0.0606060606060606,0.0,-0.0833333333333333,0.0609756097560975,-0.1388888888888889,-0.0138888888888888,0.060844203222251966,0.375,0.3571428571428571,0.4015151515151515,0.3397435897435897,0.3787878787878788,0.3285714285714285,0.3409090909090909,0.3536585365853658,0.3611111111111111,0.2083333333333333,0.3444772977699807,0.09797578437822337,0.0,0.0572390572390573,0.2616666666666666
Christian,0.0,0.0892857142857142,-0.0075757575757575,0.0833333333333333,0.0606060606060606,-0.0357142857142857,-0.0303030303030303,-0.0548780487804878,-0.0277777777777777,0.0138888888888888,0.04033628972653359,0.3472222222222222,0.4107142857142857,0.4166666666666667,0.3141025641025641,0.3787878787878788,0.3642857142857142,0.4545454545454545,0.298780487804878,0.3888888888888889,0.4027777777777778,0.3776771940796331,0.09437298473883833,0.0,0.0723684210526316,0.26
Hindu,-0.0486111111111111,-0.1071428571428571,-0.053030303030303,0.0512820512820512,-0.0075757575757575,-0.0714285714285714,-0.0606060606060606,0.0426829268292682,0.0416666666666666,0.0,0.04840263056726467,0.3819444444444444,0.3214285714285714,0.4015151515151515,0.4230769230769231,0.4772727272727273,0.3428571428571428,0.3636363636363636,0.3963414634146341,0.3194444444444444,0.3611111111111111,0.3788628343201514,0.09361501980404416,0.0,0.0714285714285714,0.255
Jewish,0.0902777777777777,-0.2321428571428571,-0.0151515151515151,0.0833333333333333,0.0227272727272727,0.0142857142857142,-0.0681818181818181,0.048780487804878,-0.0138888888888888,-0.1944444444444444,0.07832141097384994,0.5069444444444444,0.4464285714285714,0.3939393939393939,0.3141025641025641,0.4166666666666667,0.4571428571428571,0.4469696969696969,0.3536585365853658,0.2916666666666667,0.5,0.41275193979462266,0.12900999068681993,0.0,-0.022508038585209,0.245
Mormon,0.0694444444444444,-0.0892857142857142,-0.0454545454545454,0.0961538461538461,-0.0075757575757575,-0.0142857142857142,0.0378787878787878,-0.0426829268292682,-0.0416666666666666,-0.1527777777777778,0.05972061813525222,0.3611111111111111,0.4464285714285714,0.3939393939393939,0.3269230769230769,0.25,0.3714285714285714,0.4166666666666667,0.3841463414634146,0.375,0.4305555555555556,0.37561992885163614,0.12782657721682106,0.0,-0.0030959752321981,0.2933333333333333
Muslim,-0.0347222222222222,-0.0535714285714285,-0.053030303030303,0.0576923076923076,0.0303030303030303,0.0285714285714285,-0.0909090909090909,-0.0548780487804878,-0.0138888888888888,0.0277777777777777,0.04453445267469652,0.3819444444444444,0.4464285714285714,0.2954545454545454,0.391025641025641,0.3787878787878788,0.3857142857142857,0.4393939393939394,0.3963414634146341,0.2916666666666667,0.3888888888888889,0.3795646325219496,0.09164834826420186,0.0,0.0309278350515462,0.2316666666666666
Protestant,-0.0138888888888888,-0.125,0.0075757575757575,0.0641025641025641,-0.0303030303030303,0.0714285714285714,-0.0454545454545454,0.0426829268292682,-0.0416666666666666,-0.0972222222222222,0.05393251734715145,0.4305555555555556,0.375,0.3106060606060606,0.3461538461538461,0.3939393939393939,0.3714285714285714,0.4848484848484848,0.3719512195121951,0.3194444444444444,0.4027777777777778,0.380670535426633,0.09024158768061205,0.0,-0.0309278350515463,0.23
Sikh,0.0347222222222222,-0.0357142857142857,-0.0227272727272727,0.0769230769230769,0.0378787878787878,-0.0428571428571428,-0.0454545454545454,0.024390243902439,-0.0972222222222222,-0.1805555555555555,0.059844535545755015,0.3958333333333333,0.3214285714285714,0.3106060606060606,0.282051282051282,0.3712121212121212,0.3285714285714285,0.4242424242424242,0.3902439024390244,0.3194444444444444,0.4305555555555556,0.35741891238842455,0.11793571266132237,0.0,-0.0201342281879194,0.2583333333333333
