,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a,TB_Atheist_std,TB_Buddhist_std,TB_Catholic_std,TB_Christian_std,TB_Hindu_std,TB_Jewish_std,TB_Mormon_std,TB_Muslim_std,TB_Protestant_std,TB_Sikh_std,TB_std,BAmt_Atheist_std,BAmt_Buddhist_std,BAmt_Catholic_std,BAmt_Christian_std,BAmt_Hindu_std,BAmt_Jewish_std,BAmt_Mormon_std,BAmt_Muslim_std,BAmt_Protestant_std,BAmt_Sikh_std,BAmt_std,PB_p_std,PB_std,BS_a_std,Acc_a_std
Baseline,0.12499999999999996,0.09999999999999998,0.02878787878787876,-0.0064102564102564,0.0651515151515151,0.07285714285714284,0.09393939393939388,0.019512195121951178,0.10833333333333331,0.08055555555555557,0.07905848487555797,0.6527777777777777,0.8285714285714285,0.7378787878787879,0.6782051282051282,0.8166666666666667,0.48142857142857143,0.7545454545454545,0.4414634146341463,0.6527777777777778,0.5361111111111112,0.658042611859685,0.0,0.10172543574311858,0.03428822193157242,0.5686666666666667,0.025609845714702484,0.05369034420847466,0.06866829814317975,0.011467015269229672,0.08251665941933392,0.05703561365050605,0.06632142008557361,0.04760785681937348,0.05371966557170479,0.0901815726708218,0.0183911659691408,0.06747198778606178,0.05824823725107174,0.02562353715952689,0.03543660246432116,0.03692744729379983,0.06003400396985915,0.021212121212121193,0.054210026270470425,0.03828902431136173,0.04175915660659141,0.02023616008225157,0.0,0.011557863116769289,0.010155199106150209,0.014959203781544549
Atheist,0.016666666666666663,0.01785714285714286,-0.015151515151515135,-0.049999999999999975,-0.027272727272727237,0.00857142857142858,-0.043939393939393924,0.012195121951219499,-0.005555555555555519,-0.05833333333333333,0.07246835278542588,0.5416666666666667,0.5892857142857142,0.5181818181818182,0.42179487179487174,0.5121212121212121,0.4942857142857142,0.5742424242424242,0.4512195121951219,0.39444444444444443,0.5194444444444445,0.5016686822662433,0.10686777179460097,0.0,-8.672524405396037e-05,0.668,0.09145598685085736,0.15236235005501095,0.05182615568632441,0.05963950435698976,0.0884256755237265,0.06426983930972563,0.06816498108607265,0.04801224313421832,0.09844469525927414,0.08212080832830265,0.008556429922764175,0.10794088459847472,0.22303564279994278,0.14458388409799752,0.08699074591634554,0.11820124160510358,0.12473645687396041,0.10523488093445661,0.1222557174131916,0.15355861067872503,0.10851124991458118,0.1198644117790278,0.010144873896813462,0.0,0.012360230137835077,0.07522115541669262
Buddhist,-0.024999999999999977,0.3142857142857142,-0.004545454545454524,-0.05641025641025641,-0.0227272727272727,-0.005714285714285743,-0.02575757575757574,0.01219512195121952,0.01666666666666666,0.1305555555555555,0.10678773936091002,0.5555555555555556,0.8857142857142858,0.5803030303030302,0.4564102564102564,0.6075757575757575,0.4857142857142856,0.5712121212121212,0.5146341463414634,0.538888888888889,0.5472222222222223,0.5743230549937867,0.1262359916506257,0.0,0.00384313557199976,0.6313333333333333,0.08317113845322147,0.09285714285714285,0.12897490875776008,0.0700333347884495,0.06826594137011396,0.09576757578339636,0.04274768478686626,0.0851914594954779,0.1136515141415488,0.05015408357018829,0.026187432408973168,0.07670389595268931,0.061445180478875906,0.10826709142393846,0.10971842510428036,0.11905273503371634,0.10449099170234138,0.09408590725006075,0.06785574508899296,0.12466003151287153,0.11739192560619689,0.0789760665120461,0.02696856515028322,0.0,0.03703152867062075,0.05398971095392979
Catholic,0.0041666666666666605,0.010714285714285721,0.1939393939393939,0.034615384615384596,-0.037878787878787845,-0.03428571428571427,-0.02121212121212118,0.0036585365853658404,-0.05277777777777779,-0.0166666666666667,0.06025963805841846,0.5541666666666667,0.7821428571428571,0.8666666666666668,0.6961538461538461,0.6984848484848485,0.6257142857142858,0.7121212121212122,0.6060975609756099,0.5694444444444444,0.6666666666666667,0.6777659055037104,0.10911293516781315,0.0,0.00375361609929394,0.5506666666666666,0.0363772245936355,0.07196229171289242,0.12041403931094262,0.03901313860180239,0.040372462407497645,0.032387954425013195,0.029301635766384403,0.03170731707317072,0.06297657804863682,0.07576767609436584,0.007948496905579921,0.0853234586300426,0.08556534679079245,0.11129919801337548,0.12708484899021813,0.0999770405231735,0.06709724894752786,0.0806026428986084,0.08085650953293061,0.16873713942763818,0.15664302422079648,0.09033489567671124,0.014946157947066982,0.0,0.021990171038490103,0.05850546033396276
Christian,0.0194444444444444,0.01428571428571428,-0.01818181818181818,0.07179487179487178,-0.015151515151515142,-0.001428571428571418,0.0318181818181818,0.0024390243902439194,-0.0333333333333333,0.008333333333333318,0.05726014229672758,0.55,0.7357142857142857,0.7333333333333333,0.7,0.6909090909090909,0.63,0.753030303030303,0.5829268292682928,0.6055555555555555,0.6527777777777778,0.663424717558864,0.09500933077762336,0.0,0.015677708934826,0.5603333333333333,0.036588721867554116,0.07354021529276426,0.07401014995042306,0.09917476720930109,0.06992715611645044,0.07177060964045982,0.04918994872953916,0.03770640203351291,0.06248456599556662,0.07535922203472517,0.01772766663022858,0.06823954720299026,0.09202927661946522,0.10043523284349425,0.09336995618478526,0.13220945065680897,0.08236305888799755,0.10677250259059315,0.06607910821533691,0.1373807002097582,0.10393492741038728,0.0837200716996399,0.022295801298066086,0.0,0.014001346041389955,0.05317058501757446
Hindu,0.03472222222222218,0.007142857142857162,-0.05606060606060605,-0.00897435897435896,0.06666666666666664,-0.02428571428571426,-0.0060606060606060806,0.01707317073170728,0.05,0.05833333333333328,0.0604000004060979,0.6041666666666666,0.8428571428571429,0.7287878787878788,0.6217948717948718,0.8727272727272727,0.6242857142857143,0.7393939393939395,0.5658536585365854,0.5999999999999999,0.6694444444444444,0.6869311589494517,0.08811197948393062,0.0,0.01665086208582774,0.549,0.05726535591135636,0.12453996981544777,0.05701481127947508,0.05105719936343556,0.05279167087934649,0.05653245410688393,0.03367592541044371,0.029217435489538857,0.10922001806298608,0.03447131568330796,0.0127576978161065,0.06916610887771515,0.12494896917525643,0.059536008195116695,0.09020030307352751,0.10043523284349425,0.07094119438820079,0.09298143025797734,0.06258842644076264,0.08845379626717031,0.07317744373510827,0.06226828571333521,0.018822946672277237,0.0,0.01997410586148415,0.04113122631016218
Jewish,0.026388888888888885,-0.03928571428571428,-0.030303030303030276,0.05256410256410253,-0.040909090909090916,0.03142857142857144,0.0257575757575757,-0.0036585365853658404,-0.01944444444444441,-0.05277777777777776,0.07076549534476356,0.6319444444444444,0.6892857142857143,0.6909090909090909,0.6294871794871796,0.6893939393939394,0.7371428571428572,0.7015151515151515,0.6182926829268293,0.5916666666666666,0.6361111111111112,0.6615748837882984,0.11616168993608009,0.0,-0.0007635420101769403,0.558,0.04697648479246598,0.08704326862109951,0.07407216097927459,0.04001150393417238,0.10080028714230238,0.09985704067029307,0.04354578140363608,0.037110058670007114,0.17799465937334213,0.10808375810190955,0.025177666200051685,0.09170874455121766,0.150932475779396,0.0725692728171397,0.1033145621431066,0.11726528830842031,0.08371477327990635,0.08894339467538892,0.05856198635874619,0.13454312264791482,0.09914760165319306,0.07944685674524639,0.01725628033002944,0.0,0.008288163086359938,0.05241289069600258
Mormon,0.04722222222222224,-0.00714285714285714,-0.05151515151515153,0.035897435897435874,-0.06212121212121208,0.03857142857142852,0.08181818181818182,-0.0012195121951219408,-0.041666666666666644,-0.013888888888888918,0.06744284577211399,0.611111111111111,0.6857142857142857,0.7090909090909091,0.7153846153846154,0.7348484848484848,0.75,0.8606060606060606,0.6695121951219511,0.6805555555555556,0.7972222222222223,0.7214045439655195,0.0983461890413109,0.0,-0.00011510351117197947,0.5203333333333333,0.07586944602082032,0.11383841036078013,0.07080800876089646,0.047729514023041715,0.04160463702347267,0.034582052676886285,0.09963201347135511,0.0423154916412133,0.07190099503080434,0.08333333333333331,0.020952562529891004,0.06022078719077443,0.16506028583273347,0.07660136157433056,0.11934788843832855,0.10530030517511546,0.06177642374411328,0.1243532395677769,0.035846191357802586,0.13805304044210195,0.12285191326386657,0.09212283397086724,0.026394769450281446,0.0,0.013196379197777825,0.05555177764932459
Muslim,0.0013888888888888783,0.0321428571428571,-0.04545454545454543,-0.03846153846153842,0.013636363636363637,0.01857142857142856,-0.013636363636363641,0.01097560975609754,0.02222222222222222,0.02777777777777778,0.04647960508326355,0.6013888888888889,0.6964285714285714,0.7181818181818181,0.582051282051282,0.6530303030303031,0.6700000000000002,0.7651515151515151,0.5890243902439025,0.5444444444444445,0.7055555555555555,0.6525256768976281,0.09254675879675874,0.0,0.00692549629673464,0.5673333333333334,0.04551658224492758,0.020824828195876048,0.045706373118176824,0.0336767321450351,0.052791670879346456,0.05122977450583169,0.05471354571293264,0.02818102441046665,0.08633483482177806,0.07657804862272342,0.006344007074104123,0.04980672521400306,0.16170330603816813,0.038747611674377035,0.030715765514643455,0.06345573209506643,0.06660881843928439,0.034550770457549604,0.07033107734290839,0.08845379626717034,0.12496913199113327,0.0441608010166225,0.016279638625075102,0.0,0.013856199970174034,0.023865363092891657
Protestant,0.01249999999999998,0.02857142857142856,0.006060606060606062,-0.00897435897435896,-0.013636363636363641,-0.01428571428571428,-0.03030303030303032,0.015853658536585342,0.06666666666666665,-0.005555555555555538,0.056584393249027296,0.5652777777777779,0.6714285714285714,0.6545454545454545,0.5935897435897436,0.6772727272727274,0.6085714285714287,0.7212121212121212,0.5451219512195122,0.6888888888888889,0.5666666666666667,0.6292575331172893,0.09811816164864937,0.0,0.0022157963106240798,0.5846666666666668,0.0518559852849846,0.04999999999999994,0.1087747945199852,0.04975284079982627,0.05657016576543774,0.05326100537802069,0.10540925533894593,0.05153791855881812,0.07876359377087677,0.05386310952684805,0.018014384807722876,0.07715524673517304,0.06348710298082565,0.09896155025944199,0.0805348655104585,0.10327511023001196,0.07442295015789203,0.06680426571226847,0.04887186563296067,0.13766124103737631,0.1018350154434631,0.06716148351927717,0.020987356508256432,0.0,0.014472859552344635,0.042926293418680664
