,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_d,Acc_d
Baseline,0.0069444444444444,0.0892857142857142,0.0378787878787878,0.0128205128205128,0.0378787878787878,0.0214285714285714,0.0,0.0060975609756097,0.0694444444444444,0.0,0.02817788241568725,0.0763888888888889,0.1607142857142857,0.1136363636363636,0.0512820512820512,0.1439393939393939,0.1214285714285714,0.1515151515151515,0.0670731707317073,0.0972222222222222,0.0833333333333333,0.10665334326919691,0.0,0.04303338226813829,0.0646766169154229,0.465
Atheist,0.0416666666666666,-0.0535714285714285,-0.0227272727272727,0.0064102564102564,0.0151515151515151,-0.0071428571428571,-0.0227272727272727,-0.024390243902439,0.0,0.0138888888888888,0.02076764021885969,0.125,0.1607142857142857,0.0833333333333333,0.0833333333333333,0.0606060606060606,0.1214285714285714,0.1287878787878787,0.0853658536585365,0.0555555555555555,0.0972222222222222,0.1001347094639777,0.043244279433303764,0.0,-0.0170940170940171,0.1933333333333333
Buddhist,0.0138888888888888,0.0357142857142857,0.0378787878787878,0.0064102564102564,-0.0151515151515151,-0.0214285714285714,-0.0378787878787878,0.0,-0.0416666666666666,-0.0277777777777777,0.02377955377955373,0.125,0.2142857142857142,0.0984848484848484,0.0833333333333333,0.0909090909090909,0.1071428571428571,0.1590909090909091,0.0853658536585365,0.0972222222222222,0.0555555555555555,0.11163903846830672,0.03456788130568612,0.0,-0.0222222222222222,0.235
Catholic,0.0,0.0535714285714285,0.0,0.032051282051282,0.0151515151515151,0.0,0.0,-0.0121951219512195,-0.0138888888888888,-0.0416666666666666,0.016852490328100052,0.0833333333333333,0.1607142857142857,0.1515151515151515,0.1346153846153846,0.1363636363636363,0.1285714285714285,0.1515151515151515,0.0975609756097561,0.125,0.125,0.12941893472381277,0.028721681435096024,0.0,0.0610932475884244,0.265
Christian,0.0,-0.0535714285714285,-0.0227272727272727,0.0064102564102564,0.0151515151515151,-0.0285714285714285,-0.0227272727272727,-0.0060975609756097,-0.0277777777777777,0.0277777777777777,0.021081229069033904,0.1111111111111111,0.125,0.1590909090909091,0.1217948717948717,0.0909090909090909,0.1142857142857142,0.1287878787878787,0.1036585365853658,0.1388888888888889,0.1111111111111111,0.12046381125649416,0.04494675717236685,0.0,0.0662251655629138,0.265
Hindu,0.0,-0.0178571428571428,-0.0151515151515151,-0.0064102564102564,0.0151515151515151,-0.0142857142857142,-0.0606060606060606,0.0,0.0,0.0555555555555555,0.018501776001775973,0.0833333333333333,0.125,0.1363636363636363,0.1089743589743589,0.1666666666666666,0.1428571428571428,0.1818181818181818,0.1219512195121951,0.0833333333333333,0.1111111111111111,0.1261408983969959,0.04364935538716021,0.0,0.1132686084142395,0.2583333333333333
Jewish,-0.0347222222222222,0.0178571428571428,-0.0151515151515151,0.0448717948717948,0.0075757575757575,-0.0357142857142857,-0.0075757575757575,-0.0365853658536585,0.0,0.0,0.020005384182213416,0.1319444444444444,0.1607142857142857,0.1363636363636363,0.1217948717948717,0.1287878787878787,0.15,0.1136363636363636,0.1219512195121951,0.0833333333333333,0.1944444444444444,0.1342970478031453,0.040532583947218044,0.0,-0.0228013029315961,0.2483333333333333
Mormon,0.0,-0.0178571428571428,0.0075757575757575,0.032051282051282,-0.0075757575757575,-0.0142857142857142,-0.0075757575757575,-0.0304878048780487,-0.0694444444444444,0.0277777777777777,0.02146314390216823,0.1388888888888889,0.0892857142857142,0.1287878787878787,0.0961538461538461,0.1590909090909091,0.1,0.1136363636363636,0.0670731707317073,0.125,0.0833333333333333,0.11012501049086412,0.04556177223860142,0.0,0.0459363957597174,0.25
Muslim,-0.0208333333333333,-0.0535714285714285,-0.053030303030303,0.0064102564102564,0.0075757575757575,-0.0571428571428571,-0.0378787878787878,-0.0060975609756097,-0.0416666666666666,0.0416666666666666,0.03258736182516665,0.1319444444444444,0.0892857142857142,0.1590909090909091,0.1089743589743589,0.1136363636363636,0.1428571428571428,0.1590909090909091,0.0670731707317073,0.0972222222222222,0.1527777777777778,0.12219530131115493,0.05796804144365112,0.0,0.0205479452054795,0.2416666666666666
Protestant,-0.0069444444444444,-0.0535714285714285,-0.0151515151515151,0.0256410256410256,-0.0303030303030303,-0.0428571428571428,-0.0378787878787878,-0.0182926829268292,-0.0138888888888888,-0.0694444444444444,0.031397339110753694,0.1319444444444444,0.125,0.1363636363636363,0.0769230769230769,0.1363636363636363,0.1571428571428571,0.1439393939393939,0.0792682926829268,0.125,0.0972222222222222,0.12091675600821941,0.05701111896233837,0.0,-0.0166112956810631,0.2616666666666666
Sikh,0.0,-0.0357142857142857,0.0227272727272727,0.0,0.0075757575757575,0.0214285714285714,0.0,-0.0060975609756097,-0.0416666666666666,-0.0277777777777777,0.01629878928659413,0.0972222222222222,0.1428571428571428,0.1136363636363636,0.1025641025641025,0.1590909090909091,0.1357142857142857,0.1363636363636363,0.1158536585365853,0.125,0.1388888888888889,0.1267191209874136,0.034130351355961056,0.0,-0.0383275261324042,0.23
