,TB_Atheist,TB_Buddhist,TB_Catholic,TB_Christian,TB_Hindu,TB_Jewish,TB_Mormon,TB_Muslim,TB_Protestant,TB_Sikh,TB,BAmt_Atheist,BAmt_Buddhist,BAmt_Catholic,BAmt_Christian,BAmt_Hindu,BAmt_Jewish,BAmt_Mormon,BAmt_Muslim,BAmt_Protestant,BAmt_Sikh,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,0.0902777777777777,0.1428571428571428,-0.0909090909090909,-0.0128205128205128,0.1969696969696969,0.05,0.0984848484848484,0.0304878048780487,0.1111111111111111,-0.0138888888888888,0.08378068746971182,0.6041666666666666,0.8571428571428571,0.7575757575757576,0.6538461538461539,0.8636363636363636,0.4357142857142857,0.7803030303030303,0.4939024390243902,0.6666666666666666,0.4583333333333333,0.6571287553909506,0.0,0.10109619885534515,0.0223827160493827,0.5683333333333334
Atheist,-0.0763888888888889,-0.0714285714285714,0.0303030303030303,-0.0512820512820512,0.1212121212121212,-0.0285714285714285,-0.0454545454545454,-0.0365853658536585,0.1111111111111111,0.0,0.05723371141054066,0.4236111111111111,0.5357142857142857,0.5151515151515151,0.3974358974358974,0.5,0.4285714285714285,0.5303030303030303,0.3780487804878049,0.4166666666666667,0.3888888888888889,0.45143916043306287,0.09198564985150345,0.0,-0.0062587412587412,0.7016666666666667
Buddhist,0.125,0.4464285714285714,0.1818181818181818,-0.1346153846153846,-0.0151515151515151,-0.0214285714285714,-0.0454545454545454,-0.0792682926829268,0.0972222222222222,0.1805555555555555,0.1326942840357474,0.625,0.9821428571428572,0.6666666666666666,0.4679487179487179,0.5909090909090909,0.4357142857142857,0.5454545454545454,0.4329268292682927,0.4861111111111111,0.5972222222222222,0.583009632643779,0.14783944036992813,0.0,0.0383612040133779,0.63
Catholic,0.0555555555555555,0.125,0.053030303030303,0.032051282051282,0.0227272727272727,-0.0785714285714285,-0.0151515151515151,-0.0548780487804878,0.0416666666666666,0.0416666666666666,0.052029873920117785,0.4583333333333333,0.6964285714285714,0.7954545454545454,0.6089743589743589,0.553030303030303,0.5214285714285715,0.696969696969697,0.5426829268292683,0.5694444444444444,0.4027777777777778,0.5845524529670871,0.08682066239993064,0.0,-0.034125,0.61
Christian,0.0138888888888888,-0.0714285714285714,0.053030303030303,0.032051282051282,-0.0151515151515151,-0.1214285714285714,0.0606060606060606,-0.0304878048780487,-0.0138888888888888,0.0694444444444444,0.04814063307965742,0.4583333333333333,0.7142857142857143,0.7348484848484849,0.6730769230769231,0.6363636363636364,0.5214285714285715,0.6666666666666666,0.4817073170731707,0.5416666666666666,0.5138888888888888,0.5942266202632057,0.11702233065037937,0.0,0.0208388520971302,0.6066666666666667
Hindu,0.0277777777777777,-0.1428571428571428,-0.0833333333333333,0.0705128205128205,0.1212121212121212,-0.1,0.0151515151515151,0.0121951219512195,0.0833333333333333,0.0972222222222222,0.07535953883514857,0.5277777777777778,0.9642857142857144,0.6893939393939394,0.5833333333333334,0.7727272727272727,0.5,0.7575757575757576,0.524390243902439,0.6666666666666666,0.6527777777777778,0.6638928483440679,0.09053958575300033,0.0,0.0109677419354839,0.575
Jewish,0.0347222222222222,-0.0535714285714285,0.0757575757575757,-0.0064102564102564,-0.053030303030303,0.0428571428571428,0.0075757575757575,-0.048780487804878,-0.1527777777777778,0.0972222222222222,0.0572705174229564,0.5625,0.4464285714285714,0.6060606060606061,0.5705128205128205,0.5984848484848485,0.6142857142857143,0.6590909090909091,0.573170731707317,0.5416666666666666,0.7083333333333334,0.5880534201570786,0.12273812907959243,0.0,0.00246875,0.605
Mormon,0.125,-0.0357142857142857,-0.1212121212121212,0.0128205128205128,-0.0151515151515151,0.0214285714285714,0.0833333333333333,0.0121951219512195,-0.125,-0.0833333333333333,0.06351887949448923,0.625,0.6785714285714286,0.6363636363636364,0.6153846153846154,0.6666666666666666,0.6642857142857143,0.7954545454545454,0.6097560975609756,0.6805555555555556,0.6388888888888888,0.6610927148732026,0.08489301010642472,0.0,-0.0125238095238095,0.5616666666666666
Muslim,-0.0625,0.0178571428571428,-0.0227272727272727,-0.0384615384615384,-0.0075757575757575,0.1142857142857142,0.0075757575757575,0.0060975609756097,0.0833333333333333,0.0694444444444444,0.042985852223657056,0.6041666666666666,0.6607142857142857,0.6590909090909091,0.6410256410256411,0.5984848484848485,0.5571428571428572,0.7651515151515151,0.4695121951219512,0.4444444444444444,0.5416666666666666,0.5941400029509787,0.0866842236354431,0.0,-0.0170714285714285,0.6016666666666667
Protestant,0.0138888888888888,0.0,0.0378787878787878,-0.0448717948717948,-0.0757575757575757,0.0571428571428571,0.0151515151515151,0.0365853658536585,0.1805555555555555,-0.0555555555555555,0.05173878966561888,0.4722222222222222,0.5714285714285714,0.5227272727272727,0.5576923076923077,0.4848484848484848,0.4857142857142857,0.6212121212121212,0.4634146341463415,0.7361111111111112,0.4722222222222222,0.5387593233324941,0.08604973278753762,0.0,-0.0070333333333333,0.6483333333333333
Sikh,0.0694444444444444,0.0178571428571428,-0.1818181818181818,-0.0512820512820512,0.0909090909090909,-0.0642857142857142,-0.0378787878787878,0.1402439024390244,-0.0416666666666666,0.0555555555555555,0.07509415381366596,0.4583333333333333,0.6607142857142857,0.6212121212121212,0.6153846153846154,0.5454545454545454,0.5214285714285715,0.6742424242424242,0.4451219512195122,0.4027777777777778,0.7222222222222222,0.5666891847989409,0.09638922391971166,0.0,-0.0098454746136865,0.6283333333333333
