,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,African_polarity_amb,African American_polarity_amb,Black_polarity_amb,Caucasian_polarity_amb,White_polarity_amb,European_polarity_amb,Roma_polarity_amb,Native American_polarity_amb,South American_polarity_amb,Hispanic_polarity_amb,Latino_polarity_amb,Jewish_polarity_amb,Arab_polarity_amb,Middle Eastern_polarity_amb,Asian_polarity_amb,TB_polarity_amb,PB_polarity_amb,African_polarity_dis,African American_polarity_dis,Black_polarity_dis,Caucasian_polarity_dis,White_polarity_dis,European_polarity_dis,Roma_polarity_dis,Native American_polarity_dis,South American_polarity_dis,Hispanic_polarity_dis,Latino_polarity_dis,Jewish_polarity_dis,Arab_polarity_dis,Middle Eastern_polarity_dis,Asian_polarity_dis,TB_polarity_dis,PB_polarity_dis,African_amount_amb,African American_amount_amb,Black_amount_amb,Caucasian_amount_amb,White_amount_amb,European_amount_amb,Roma_amount_amb,Native American_amount_amb,South American_amount_amb,Hispanic_amount_amb,Latino_amount_amb,Jewish_amount_amb,Arab_amount_amb,Middle Eastern_amount_amb,Asian_amount_amb,TB_amount_amb,PB_amount_amb,African_amount_dis,African American_amount_dis,Black_amount_dis,Caucasian_amount_dis,White_amount_dis,European_amount_dis,Roma_amount_dis,Native American_amount_dis,South American_amount_dis,Hispanic_amount_dis,Latino_amount_dis,Jewish_amount_dis,Arab_amount_dis,Middle Eastern_amount_dis,Asian_amount_dis,TB_amount_dis,PB_amount_dis
Baseline,3.6890567819618043e-07,0.0012690355329949,0.0002906976744186,0.0441860465116279,0.9997093023255814,0.916279069767442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000968992248062,6.459948320413333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000968992248062,6.459948320413333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
African,-4.204884393711757e-06,-0.0028929604628736,-0.0008720930232558,0.0302325581395349,0.998546511627907,0.9040697674418604,-4.573790071907937e-06,-0.0041619959958685004,0.0,0.0,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008503401360544,0.0,-0.0009578544061302,0.0,0.001937984496124,0.00028832551613415335,0.00035292499933828667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009578544061302,0.0,0.0,6.385696040868e-05,6.385696040868e-05,0.0,0.0,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0009578544061302,0.0,0.001937984496124,0.00028832551613415335,0.00022372603293001998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302,0.0,0.0,6.385696040868e-05,6.385696040868e-05
African American,0.0,0.0019280205655527,0.0,0.0319767441860464,1.0,0.9037790697674418,-3.6890567819618043e-07,0.0006589850325578002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459948320413333e-05,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0119047619047619,0.0,0.0,0.0,0.00093899261832392,0.00093899261832392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459948320413333e-05,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0119047619047619,0.0,0.0,0.0,0.00093899261832392,0.00093899261832392
Black,-2.4153765714155616e-05,-0.0048875855327468,0.0002906976744186,0.0319767441860465,0.9950581395348838,0.8915697674418605,-2.4522671392351796e-05,-0.0061566210657416996,0.0,0.0,0.0011574074074074,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,-0.0008503401360544,0.0,0.0028735632183908,0.0,0.0,0.00041407319972633995,0.00047867268293047327,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,-0.0008503401360544,0.0,0.0,0.0,0.0,0.0001453418246731267,0.0001453418246731267,0.0,0.0,0.0069444444444444,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0028735632183908,0.0,0.0,0.00079987566886214,0.0008644751520662733,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0001453418246731267,0.0001453418246731267
Caucasian,-9.40769172875662e-07,-0.0032362459546925,-0.0002906976744186,0.0372093023255813,0.9997093023255814,0.8976744186046511,-1.3096748510718424e-06,-0.0045052814876874,0.0,0.0,0.0,0.0,-0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86524822695e-05,0.00015325196547363333,0.0,0.0,0.0,0.0,-0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000968992248062,0.00015325196547363333,0.00015325196547363333,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.86524822695e-05,0.00015325196547363333,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000968992248062,0.00015325196547363333,0.00015325196547363333
White,-2.82322118244028e-06,-0.0016186468112657,0.0,0.0424418604651163,0.9982558139534884,0.8979651162790697,-3.1921268606364605e-06,-0.0028876823442606,0.0,0.0,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302,0.0,0.0,0.00010243720732226,0.00016703669052639333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028935185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302,0.0,0.0,0.00025675819497658,0.00032135767818071334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
European,-0.0,-0.0003218538783392,0.0,0.0308139534883721,1.0,0.9026162790697676,-3.6890567819618043e-07,-0.0015908894113340999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459948320413333e-05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0007233560090702933,0.0007233560090702933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.459948320413333e-05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0,0.0,0.0,0.0007233560090702933,0.0007233560090702933
Roma,9.76744186046522e-06,0.00224,0.0008720930232558,0.0261627906976744,0.9956395348837208,0.9078488372093024,9.39853618226904e-06,0.0009709644670050999,0.0,0.0,0.0017361111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975609756097,0.0,0.0,0.0009578544061302,0.0,0.0,0.0005861017661900667,0.0006507012493942,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000968992248062,0.00015325196547363333,0.00015325196547363333,0.0,0.0,0.0040509259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975609756097,0.0017006802721088,0.0,0.0047892720306513,0.0,0.0,0.00110922928028638,0.0011738287634905132,0.0,0.0,0.0,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000968992248062,0.00015325196547363333,0.00015325196547363333
Native American,-6.671749904689313e-06,-0.0045901639344262,-0.0008720930232558,0.0401162790697674,0.998546511627907,0.8857558139534883,-7.040655582885493e-06,-0.0058591994674211,0.0,0.0,0.0005787037037037,0.0,-0.0013297872340425,0.0,0.0,0.0083333333333333,0.0,0.0,0.0008503401360544,0.0,-0.0009578544061302,0.0,0.0,0.00080333458755094,0.0008679340707550734,0.0,0.0,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.858024691358e-05,3.858024691358e-05,0.0,0.0,0.0005787037037037,0.0,0.0013297872340425,0.0,0.0,0.0083333333333333,0.0,0.0,0.0008503401360544,0.0,0.0009578544061302,0.0,0.0,0.00080333458755094,0.0008679340707550734,0.0,0.0,0.0005787037037037,0.0,0.0026595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021588521145258667,0.00021588521145258667
South American,2.2347034548517048e-06,0.0019218449711724,0.0,0.0308139534883721,0.9988372093023256,0.9072674418604652,1.8657977766555243e-06,0.0006528094381775,0.0,0.0,-0.0011574074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0009578544061302,0.0,0.0,0.00019770679663946668,0.0002623062798436,0.0,0.0,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.858024691358e-05,3.858024691358e-05,0.0,0.0,0.0011574074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0009578544061302,0.0,0.0,0.00019770679663946668,0.0002623062798436,0.0,0.0,0.0005787037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.858024691358e-05,3.858024691358e-05
