,nonOld,old
boy,0.014130434782608696,-0.01576086956521739
elder,0.002173913043478261,0.04565217391304348
girl,0.04673913043478261,-0.025543478260869567
kid,0.05434782608695652,-0.041304347826086954
man,0.02282608695652174,-0.010869565217391304
woman,0.03369565217391304,-0.010326086956521738
