,nonOld,old
boy,0.1608695652173913,0.12608695652173912
elder,0.10489130434782609,0.14945652173913043
girl,0.18369565217391304,0.14076086956521738
kid,0.2,0.1342391304347826
man,0.12391304347826088,0.12228260869565218
woman,0.13043478260869565,0.12065217391304348
