,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.020399384160259,0.0654133249732209,0.0977855477855477,0.007109557109557,0.9434149184149184,0.688053613053613,0.0,0.0,0.0991841491841491,0.0013986013986013,0.1005827505827504,0.0,0.0,0.004648057229348,-0.0113778737053141,0.016025930934662102,0.0,0.0
chemical engineer,0.0315787937590793,0.10108483727044,0.0963286713286712,0.0058275058275058,0.8272727272727274,0.6740093240093239,0.0111794095988203,0.0356715122972191,0.0923659673659673,-0.0039627039627039,0.0963286713286712,0.012179487179486992,-0.004254079254079196,0.01133703274305,-0.0168866922190997,0.0282237249621497,0.012197794027487597,0.012197794027487597
chemist,0.0329819059366757,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.8539044289044287,0.6194055944055943,0.012582521776416701,0.025223958070204597,0.0980186480186479,-0.0209790209790209,0.11899766899766881,0.023543123543123396,0.018414918414918408,0.0080780240773313,-0.0154614613513859,0.0235394854287172,0.0075135544940551,0.007513554494055098
dentist,0.0349107900908054,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.866958041958042,0.6114801864801865,0.014511405930546402,0.027394088278251794,0.1050116550116549,-0.0049533799533799,0.10996503496503479,0.012179487179486997,0.00938228438228439,0.0087352256310854,-0.0160772412121561,0.024812466843241503,0.0087865359085794,0.0087865359085794
judge,0.028814924910419,0.088536328570922,0.0869463869463869,0.03006993006993,0.8251748251748252,0.6656759906759906,0.00841554075016,0.0231230035977011,0.0703962703962703,-0.0165501165501165,0.0869463869463868,0.046736596736596595,-0.0136363636363636,0.0070741893055436,-0.0174037189987146,0.024477908304258198,0.008451977369596098,0.008451977369596096
lawyer,0.0247956843120638,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7756410256410258,0.7365384615384615,0.0043963001518048,0.032217412926075495,0.0745920745920745,-0.0015734265734265,0.076165501165501,0.027564102564102404,-0.024417249417249404,0.0072735659693356,-0.0145122814606566,0.0217858474299922,0.0057599164953300985,0.005759916495330097
optometrist,0.0259081465667503,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.8255244755244755,0.7,0.005508762406491299,0.029289332678226393,0.0835081585081584,-0.0082750582750582,0.0917832167832166,0.025349650349650196,-0.008799533799533799,0.0084857413422191,-0.0156909156257527,0.024176656967971798,0.0081507260333097,0.008150726033309696
pharmacist,0.0294746023202518,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.8597319347319348,0.6506993006993007,0.0090752181599928,0.023915739700324692,0.1017482517482517,-0.005011655011655,0.1067599067599067,0.008974358974358897,0.006177156177156293,0.0073043397485652,-0.0162592762317098,0.023563615980275,0.0075376850456128994,0.007537685045612898
physician,0.032124428482884,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.8241841491841491,0.6745920745920746,0.011725044322625,0.03853289474403129,0.100058275058275,-0.0063519813519813,0.1064102564102563,0.008624708624708499,0.005827505827505894,0.010271381095926,-0.0179563811707256,0.0282277622666516,0.012201831331989498,0.012201831331989498
physics teacher,0.0306278898811443,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.8474941724941726,0.6673659673659673,0.010228505720885298,0.027796102630606792,0.0877039627039626,-0.0176573426573426,0.10536130536130521,0.03053613053613039,0.004778554778554808,0.0098733871938805,-0.0134283654844526,0.0233017526783331,0.007275821743670999,0.007275821743670998
professor,0.033496750354576,0.082570018049928,0.1349067599067598,0.0129370629370629,0.8577505827505828,0.5867715617715618,0.013097366194317,0.0171566930767071,0.1185897435897435,-0.0163170163170163,0.1349067599067598,0.037121212121212,0.03432400932400939,0.0083326650629407,-0.0135319806312777,0.0218646456942184,0.005838714759556299,0.005838714759556298
psychologist,0.0214635671037335,0.1055995909747899,0.0531468531468531,-0.0048951048951049,0.7692307692307692,0.7900932400932402,0.0010641829434745002,0.04018626600156899,0.056118881118881,0.0029720279720279,0.059090909090908895,0.0446386946386947,-0.04149184149184151,0.0103931675005771,-0.0174825870585699,0.027875754559147002,0.0118498236244849,0.0118498236244849
scientist,0.0278680941665886,0.1020663521599451,0.0889860139860139,0.0116550116550116,0.8057109557109557,0.7202214452214453,0.0074687100063296,0.036653027186724196,0.082109557109557,-0.0068764568764568,0.0889860139860138,0.025349650349650196,-0.011596736596736601,0.0082419175132543,-0.0175334783067046,0.0257753958199589,0.0097494648852968,0.009749464885296797
bartender,0.031023856988618,0.0809842724969574,0.0844988344988344,0.0059440559440559,0.8677738927738927,0.5966783216783217,0.010624472828358999,0.0155709475237365,0.0814685314685314,-0.003030303030303,0.0844988344988344,0.02214452214452199,-0.016083916083916003,0.007505670530753,-0.0141481339521052,0.0216538044828582,0.005627873548196099,0.005627873548196098
cashier,0.0340607813537027,0.085564026028604,0.0913170163170162,0.0149184149184148,0.8705128205128204,0.5644522144522144,0.013661397193443697,0.020150701055383094,0.0814685314685314,-0.0098484848484848,0.0913170163170162,0.02896270396270379,-0.009265734265734196,0.0099668058199291,-0.0130287126788083,0.0229955184987374,0.0069695875640753005,0.0069695875640753
