,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,highSES_ambig,lowSES_ambig,TB_ambig,PB_ambig,diff_TB_ambig,highSES_disambig,lowSES_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.020399384160259,0.0654133249732209,0.0977855477855477,0.007109557109557,0.9434149184149184,0.688053613053613,0.0,0.0,0.1969696969696969,-0.0963869463869463,0.2933566433566432,0.0,0.0,0.0206739881640103,-0.0274038046399763,0.0480777928039866,0.0,0.0
chemical engineer,0.0315787937590793,0.10108483727044,0.0963286713286712,0.0058275058275058,0.8272727272727274,0.6740093240093239,0.0111794095988203,0.0356715122972191,0.1886946386946386,-0.1002913752913752,0.2889860139860138,0.01217948717948722,-0.004370629370629375,0.0395607577051999,-0.0451104171812496,0.0846711748864495,0.0365933820824629,0.0365933820824629
chemist,0.0329819059366757,0.0906372830434255,0.1189976689976689,0.0073426573426573,0.8539044289044287,0.6194055944055943,0.012582521776416701,0.025223958070204597,0.217016317016317,-0.1399766899766899,0.3569930069930069,0.0636363636363637,0.06363636363636371,0.0316175095060488,-0.0390009467801033,0.0706184562861521,0.022540663482165504,0.022540663482165497
dentist,0.0349107900908054,0.0928074132514727,0.1099650349650349,0.0045454545454545,0.866958041958042,0.6114801864801865,0.014511405930546402,0.027394088278251794,0.2149766899766899,-0.1149184149184149,0.32989510489510476,0.03653846153846159,0.036538461538461575,0.0335476924743271,-0.0408897080553978,0.0744374005297249,0.026359607725738303,0.026359607725738303
judge,0.028814924910419,0.088536328570922,0.0869463869463869,0.03006993006993,0.8251748251748252,0.6656759906759906,0.00841554075016,0.0231230035977011,0.1573426573426573,-0.1034965034965034,0.2608391608391607,0.04673659673659672,-0.03251748251748249,0.031552097609802,-0.041881627302973,0.073433724912775,0.0253559321087884,0.0253559321087884
lawyer,0.0247956843120638,0.0976307378992964,0.0761655011655011,0.0174825174825174,0.7756410256410258,0.7365384615384615,0.0043963001518048,0.032217412926075495,0.1507575757575757,-0.0777389277389277,0.2284965034965034,0.0648601398601398,-0.06486013986013978,0.029059413399328,-0.036298128890649,0.065357542289977,0.017279749485990398,0.017279749485990405
optometrist,0.0259081465667503,0.0947026576514473,0.0917832167832167,-0.0118881118881118,0.8255244755244755,0.7,0.005508762406491299,0.029289332678226393,0.1752913752913752,-0.100058275058275,0.2753496503496502,0.025349650349650407,-0.01800699300699299,0.032662398310191,-0.0398675725937246,0.07252997090391561,0.024452178099929,0.024452178099929008
pharmacist,0.0294746023202518,0.0893290646735456,0.1067599067599067,-0.0136363636363635,0.8597319347319348,0.6506993006993007,0.0090752181599928,0.023915739700324692,0.2085081585081584,-0.1117715617715617,0.32027972027972007,0.026923076923076897,0.026923076923076883,0.0308679557288403,-0.0398228922119849,0.0706908479408252,0.0226130551368386,0.022613055136838596
physician,0.032124428482884,0.1039462197172522,0.1064102564102563,-0.0124708624708624,0.8241841491841491,0.6745920745920746,0.011725044322625,0.03853289474403129,0.2064685314685314,-0.1127622377622377,0.3192307692307691,0.025874125874125894,0.02587412587412591,0.0384991433625777,-0.0461841434373773,0.08468328679995499,0.036605493995968394,0.03660549399596839
physics teacher,0.0306278898811443,0.0932094276038277,0.1053613053613053,0.0017482517482517,0.8474941724941726,0.6673659673659673,0.010228505720885298,0.027796102630606792,0.193065268065268,-0.1230186480186479,0.3160839160839159,0.03053613053613051,0.022727272727272707,0.0331751398722138,-0.0367301181627859,0.0699052580349997,0.021827465231013102,0.021827465231013095
