,African,African American,Alaskan,Arab,Asian,Black,Caucasian,European,Hispanic,Jewish,Latino,Middle Eastern,Native American,Roma,South American,White
African,0.3068181818181818,0.36796536796536794,,0.34511434511434513,0.3230769230769231,0.3410224438902743,0.33962264150943394,0.24691358024691357,0.31690140845070425,0.2987012987012987,0.3700277520814061,0.38636363636363635,0.297029702970297,0.3108108108108108,0.26666666666666666,0.35724533715925394
African American,0.3125,0.41150442477876104,,0.3543788187372709,0.3377016129032258,0.32528666264333134,0.2777777777777778,0.32142857142857145,0.302158273381295,0.3466666666666667,0.33716814159292036,0.2967032967032967,0.29523809523809524,0.36619718309859156,0.3888888888888889,0.3319672131147541
Alaskan,0.26804123711340205,0.3545816733067729,,0.34791059280855197,0.32974559686888455,0.32280701754385965,0.43548387096774194,0.29213483146067415,0.3181818181818182,0.24691358024691357,0.3218884120171674,0.3173076923076923,0.3220338983050847,0.3048780487804878,0.3484848484848485,0.3064516129032258
Arab,0.23863636363636365,0.35537190082644626,,0.3410931174089069,0.3053053053053053,0.32750301568154405,0.25806451612903225,0.32098765432098764,0.33783783783783783,0.3333333333333333,0.3353927625772286,0.3465346534653465,0.32710280373831774,0.34615384615384615,0.3442622950819672,0.3581267217630854
Asian,0.345679012345679,0.32158590308370044,,0.3294979079497908,0.33064516129032256,0.32331288343558284,0.2857142857142857,0.3253012048192771,0.3308270676691729,0.2608695652173913,0.3535262206148282,0.3137254901960784,0.297029702970297,0.37142857142857144,0.3275862068965517,0.3407821229050279
Black,0.2558139534883721,0.3393665158371041,,0.36967808930425755,0.3155737704918033,0.33168009919404834,0.3269230769230769,0.2727272727272727,0.3533834586466165,0.29411764705882354,0.3650503202195791,0.3979591836734694,0.2830188679245283,0.4090909090909091,0.26666666666666666,0.34210526315789475
Caucasian,0.3488372093023256,0.3761904761904762,,0.37367303609341823,0.35654885654885654,0.34876347495244137,0.40384615384615385,0.35802469135802467,0.32575757575757575,0.3424657534246575,0.3814919735599622,0.3723404255319149,0.297029702970297,0.4142857142857143,0.3448275862068966,0.3386861313868613
European,0.3516483516483517,0.3624454148471616,,0.31948565776458954,0.3273986152324431,0.31463990554899646,0.45614035087719296,0.3411764705882353,0.3103448275862069,0.23076923076923078,0.3344917463075586,0.30434782608695654,0.29,0.3157894736842105,0.3064516129032258,0.34103260869565216
Hispanic,0.3,0.3218884120171674,,0.36391752577319586,0.3333333333333333,0.3347665847665848,0.25862068965517243,0.30120481927710846,0.3221476510067114,0.36,0.36880072137060416,0.3333333333333333,0.3,0.3611111111111111,0.3064516129032258,0.34758620689655173
Jewish,0.3118279569892473,0.33617021276595743,,0.347,0.323,0.33592814371257484,0.3448275862068966,0.30952380952380953,0.3108108108108108,0.4050632911392405,0.3455818022747157,0.3235294117647059,0.3425925925925926,0.3625,0.3870967741935484,0.33559782608695654
Latino,0.3409090909090909,0.35964912280701755,,0.3520561685055166,0.3125,0.3211900425015179,0.38181818181818183,0.3855421686746988,0.30666666666666664,0.3157894736842105,0.3487544483985765,0.3917525773195876,0.2912621359223301,0.36619718309859156,0.36065573770491804,0.3236914600550964
Middle Eastern,0.31521739130434784,0.3360995850622407,,0.3316633266533066,0.3399405351833499,0.3075075075075075,0.32142857142857145,0.313953488372093,0.32432432432432434,0.2987012987012987,0.32365875109938436,0.4,0.32710280373831774,0.3684210526315789,0.3230769230769231,0.33379310344827584
Native American,0.3229166666666667,0.3181818181818182,,0.3326790971540726,0.31671554252199413,0.3151981076286221,0.3050847457627119,0.2976190476190476,0.2847682119205298,0.3037974683544304,0.341421143847487,0.3069306930693069,0.3247863247863248,0.30864197530864196,0.27419354838709675,0.32705248990578734
Roma,0.31958762886597936,0.2979591836734694,,0.3382497541789577,0.33793103448275863,0.3331385154880187,0.3275862068965517,0.3076923076923077,0.26582278481012656,0.325,0.33936261843238585,0.2980769230769231,0.35454545454545455,0.44871794871794873,0.29411764705882354,0.3351278600269179
South American,0.3118279569892473,0.3347107438016529,,0.34540117416829746,0.3290386521308226,0.33549911399881865,0.3898305084745763,0.27586206896551724,0.3288590604026846,0.2375,0.33707865168539325,0.3673469387755102,0.26666666666666666,0.2727272727272727,0.46153846153846156,0.34552845528455284
White,0.35365853658536583,0.34418604651162793,,0.3672612801678909,0.3267429760665973,0.3373493975903614,0.2909090909090909,0.36,0.35714285714285715,0.3333333333333333,0.33732718894009217,0.3956043956043956,0.3523809523809524,0.4,0.2727272727272727,0.3565340909090909
