Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
African,0.014129714423424446,0.021123953766440717,0.030813953488372126,0.003779069767441856,0.3311046511627907,0.40843023255813954
African American,-0.008026406232099924,-0.012315270935960632,0.04534883720930233,-0.0040697674418604946,0.34825581395348837,0.39244186046511625
Alaskan,0.005347274760698594,0.007072135785006983,0.020930232558139528,-0.0031976744186046346,0.2438953488372093,0.5145348837209303
Arab,0.0018489930034274685,0.002842062525375555,0.07383720930232557,-0.012209302325581373,0.3494186046511628,0.40145348837209305
Asian,0.018903627452835612,0.02929210740439392,0.05523255813953487,0.005232558139534882,0.3546511627906977,0.41075581395348837
Black,0.005374873130047271,0.007969639468690781,0.04476744186046511,-0.018023255813953476,0.32558139534883723,0.4438953488372093
Caucasian,0.006528843628724036,0.010455876202425829,0.05581395348837209,0.0023255813953488302,0.3755813953488372,0.37616279069767444
European,0.0143600936874579,0.0206689214580984,0.015116279069767424,0.0011627906976744429,0.30523255813953487,0.46511627906976744
Hispanic,0.017180517434428947,0.027694929697486215,0.06860465116279069,-0.008139534883720934,0.37965116279069766,0.3755813953488372
Jewish,-0.008867014392721265,-0.01433389544688024,0.0517441860465116,-0.006395348837209325,0.3813953488372093,0.37180232558139537
Latino,0.014810027243332857,0.023104985812727907,0.06162790697674414,0.006104651162790686,0.35901162790697677,0.40174418604651163
Middle Eastern,0.01662078392114581,0.025662251655629076,0.02906976744186046,-0.0017441860465116088,0.35232558139534886,0.39651162790697675
Native American,-0.006731342598963384,-0.009861932938856066,0.032558139534883734,-0.0029069767441860517,0.3174418604651163,0.4116279069767442
Roma,-0.001516058020789543,-0.00235663786331497,0.034883720930232565,-0.002616279069767413,0.3566860465116279,0.42848837209302326
South American,-0.0033054330392942913,-0.004310344827586188,0.0430232558139535,-0.02848837209302324,0.23313953488372094,0.49011627906976746
White,-0.003601728688074524,-0.005331302361005319,0.013953488372093037,-0.012209302325581373,0.3244186046511628,0.46162790697674416
