Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
African,0.032362459546925626,0.024262436968465462,0.037209302325581395,-0.008720930232558155,0.2502906976744186,0.40406976744186046
African American,-0.02464922260144098,-0.019153305817922017,0.007558139534883712,-0.01104651162790693,0.22296511627906976,0.4491279069767442
Alaskan,0.016268605053651797,0.01316621990388564,0.03488372093023262,-0.007267441860465129,0.19069767441860466,0.5191860465116279
Arab,0.004952380952381041,0.003766112956810699,0.029651162790697683,0.018023255813953476,0.23953488372093024,0.44796511627906976
Asian,-0.017515923566879033,-0.013269330469560104,0.02616279069767441,-0.005813953488372103,0.2424418604651163,0.4223837209302326
Black,-0.024469820554649302,-0.018295458856557558,0.04593023255813955,-0.00784883720930235,0.25232558139534883,0.4008720930232558
Caucasian,0.003757828810020847,0.002795431373500973,0.0430232558139535,0.0008720930232558044,0.2561046511627907,0.3732558139534884
European,-0.004264392324093813,-0.0034834134972975624,0.016279069767441923,-0.0046511627906976605,0.18313953488372092,0.5046511627906977
Hispanic,0.00858034321372858,0.006597385988462818,0.02790697674418602,-0.0026162790697674687,0.2311046511627907,0.4238372093023256
Jewish,-0.0007507507507507061,-0.0005691738249877446,0.02674418604651163,0.004069767441860439,0.24186046511627907,0.45058139534883723
Latino,0.02980625931445613,0.02368037985651413,0.006976744186046546,0.01511627906976748,0.20552325581395348,0.46511627906976744
Middle Eastern,-0.010447761194029903,-0.008185091981950752,0.029651162790697683,0.0034883720930232176,0.21656976744186046,0.4671511627906977
Native American,-0.0032715376226826187,-0.0025211762318987276,0.02790697674418602,-0.00959302325581396,0.22936046511627908,0.48546511627906974
Roma,0.005759539236861011,0.00456912284226561,0.015116279069767424,0.00029069767441858296,0.20668604651162792,0.4813953488372093
South American,0.00952380952380949,0.007785160575858222,0.044186046511627886,-0.027616279069767435,0.18255813953488373,0.49883720930232556
White,-0.01938610662358642,-0.01466919637825449,0.025000000000000022,-0.007558139534883712,0.2433139534883721,0.4078488372093023
