,highSES,lowSES
bartender,0.00675990675990672,-0.01299533799533798
cashier,0.00920745920745916,-0.01217948717948714
chemical engineer,0.00996503496503492,-0.015209790209790162
chemist,0.007400932400932358,-0.01416083916083912
construction worker,0.0071678321678321204,-0.01194638694638688
dentist,0.0081585081585081,-0.01491841491841488
farm worker,0.00810023310023306,-0.013869463869463822
janitor,0.00827505827505822,-0.01066433566433562
judge,0.0064102564102563805,-0.015326340326340263
lawyer,0.006177156177156121,-0.01241258741258736
line cook,0.00879953379953376,-0.01241258741258736
optometrist,0.007517482517482479,-0.014102564102564061
parking attendant,0.009324009324009262,-0.01381118881118874
pharmacist,0.0066433566433565985,-0.01491841491841488
physician,0.00891608391608388,-0.015850815850815818
physics teacher,0.00897435897435894,-0.0123543123543123
professor,0.00763403263403262,-0.01252913752913748
psychologist,0.00862470862470858,-0.01486013986013982
receptionist,0.00582750582750576,-0.01439393939393934
sales clerk,0.006468531468531461,-0.01596736596736592
scientist,0.00699300699300696,-0.015384615384615361
server,0.00600233100233094,-0.01416083916083912
taxi driver,0.0081585081585081,-0.0137529137529137
truck driver,0.0099650349650349,-0.012062937062936999
