Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
bartender,0.076971410618913,0.024558186080335002,0.05944055944055948,0.04283216783216781,0.6809440559440559,0.8613053613053613
cashier,0.09588179817667397,0.028580151379585514,0.06293706293706292,0.03700466200466199,0.7019230769230769,0.8607226107226107
chemical engineer,0.1281125947311439,0.023629158643593853,0.037878787878787845,0.05332167832167832,0.8155594405594405,0.7368881118881119
chemist,0.11010655473038433,0.02967615475687806,0.03205128205128205,0.09382284382284381,0.7304778554778555,0.8324592074592074
construction worker,0.06939281288723675,0.028590162419158734,0.036130536130536184,-0.016608391608391615,0.587995337995338,0.8560606060606061
dentist,0.11664564943253475,0.03704654949926075,0.02680652680652673,0.10343822843822845,0.6824009324009324,0.8560606060606061
farm worker,0.09364977549711351,0.039266324866068285,0.054195804195804165,-0.04137529137529139,0.5807109557109557,0.8132284382284383
janitor,0.07313957202171828,0.02244055050666356,0.07051282051282048,-0.016899766899766883,0.6931818181818182,0.8318764568764568
judge,0.09328968903436996,0.0199518157783297,0.09149184149184142,0.04399766899766901,0.7861305361305362,0.8155594405594405
lawyer,0.10275862068965513,0.01871332690298207,0.046620046620046596,0.057692307692307696,0.8178904428904429,0.7645687645687645
line cook,0.07363121460037769,0.029306596487213267,0.07575757575757569,0.017482517482517473,0.6019813519813519,0.8467365967365967
optometrist,0.10846560846560838,0.020447916281249597,-0.011072261072261003,0.05681818181818182,0.8114801864801865,0.8074009324009324
parking attendant,0.08309990662931832,0.027264130205306648,0.05944055944055937,0.046620046620046623,0.671911421911422,0.8624708624708625
pharmacist,0.10583016476552598,0.030651277324281124,-0.012237762237762184,0.08857808857808859,0.7103729603729604,0.8528554778554779
physician,0.11904761904761907,0.03607503607503607,-0.004662004662004726,0.11975524475524477,0.696969696969697,0.831002331002331
physics teacher,0.11568627450980395,0.028179989944695838,-0.00815850815850816,0.0912004662004662,0.7564102564102564,0.8205128205128205
professor,0.08717310087173091,0.032181911073567326,0.03904428904428903,0.13898601398601398,0.6308275058275058,0.8662587412587412
psychologist,0.11578947368421044,0.013596491228070166,-0.007575757575757569,0.033508158508158505,0.8825757575757576,0.7398018648018648
receptionist,0.10598503740648368,0.030665251207645197,0.002913752913752843,0.055652680652680656,0.7106643356643356,0.8668414918414918
sales clerk,0.10087719298245612,0.03344937226516173,-0.01689976689976691,0.06177156177156176,0.6684149184149184,0.8645104895104895
scientist,0.12469607502605062,0.02310801390342896,0.04195804195804198,0.07022144522144523,0.8146853146853147,0.7698135198135199
server,0.07711520449578524,0.022671690366039426,0.02389277389277389,0.049533799533799536,0.706002331002331,0.875
taxi driver,0.08147696063472698,0.03444728143385456,0.03263403263403264,0.05419580419580419,0.5772144522144522,0.8817016317016317
truck driver,0.07472868217054263,0.031659529101389555,0.06759906759906764,-0.01223776223776224,0.5763403263403264,0.8385780885780886
