Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
bartender,0.112267657992565,0.012659552343567212,-0.0005827505827505908,0.0002913752913752954,0.8872377622377622,0.7304778554778555
cashier,0.10908427581174762,0.014493714967994445,0.03496503496503489,0.016317016317016313,0.8671328671328671,0.7307692307692307
chemical engineer,0.1077464788732394,0.01783216783216782,0.009906759906759932,0.05623543123543124,0.8344988344988346,0.7561188811188811
chemist,0.10624551328068921,0.02021512825532927,0.0034965034965035446,0.07167832167832168,0.8097319347319347,0.7418414918414918
construction worker,0.09996516893068619,0.020942586381457864,0.061771561771561734,-0.01864801864801864,0.7905011655011654,0.7511655011655012
dentist,0.10319815364325757,0.027483424367697386,-0.005827505827505797,0.08391608391608393,0.7336829836829837,0.8076923076923077
farm worker,0.08134302526825898,0.019624715886398147,0.05011655011655003,-0.012529137529137521,0.7587412587412588,0.7703962703962703
janitor,0.09008379888268148,0.017323807477438745,0.08799533799533799,0.002622377622377617,0.8076923076923077,0.759032634032634
judge,0.1117318435754191,0.020379992447031568,0.021561771561771526,0.03146853146853147,0.8175990675990676,0.6587995337995338
lawyer,0.11421098517872719,0.017404529501303712,-0.030303030303030276,0.04283216783216784,0.8476107226107226,0.6025641025641025
line cook,0.08891928864569087,0.016374414459229786,0.03146853146853146,-0.0026223776223776307,0.8158508158508159,0.782051282051282
optometrist,0.12173563680192845,0.01315965071489378,-0.036713286713286664,0.03991841491841491,0.8918997668997669,0.6733682983682984
parking attendant,0.10846650799047941,0.01965797435025589,0.053613053613053574,0.009032634032634032,0.8187645687645687,0.7931235431235432
pharmacist,0.10195227765726678,0.012862860205593392,-0.04953379953379944,0.04691142191142191,0.8738344988344988,0.7462121212121212
physician,0.14413680781758953,0.014909256053392862,-0.0518648018648018,0.04632867132867133,0.8965617715617715,0.6558857808857809
physics teacher,0.09210983663538408,0.019270064890502845,-0.03438228438228441,0.07896270396270397,0.7907925407925408,0.7817599067599068
professor,0.09711470795214638,0.02385422459314085,0.004662004662004726,0.08653846153846155,0.7543706293706294,0.7575757575757576
psychologist,0.12350936967632031,0.00852905612275289,-0.03379953379953382,0.019522144522144524,0.9309440559440559,0.6282051282051282
receptionist,0.14234556848701874,0.007382724705911818,-0.03379953379953382,0.001748251748251748,0.9481351981351981,0.5979020979020979
sales clerk,0.09837763203313776,0.015536327669568955,-0.01689976689976691,0.020979020979020976,0.8420745920745921,0.7835081585081585
scientist,0.11445544554455456,0.018208820882088222,-0.004079254079254024,0.046328671328671335,0.8409090909090909,0.6797785547785548
server,0.09227102485529448,0.016803435470442614,-0.029720279720279685,0.031177156177156176,0.8178904428904429,0.791083916083916
taxi driver,0.0827517447657029,0.014804653638153144,0.07051282051282048,0.02942890442890443,0.8210955710955711,0.8178904428904429
truck driver,0.08610634648370508,0.014426325532672037,0.07867132867132864,0.005536130536130529,0.8324592074592074,0.7736013986013986
