,highSES,lowSES
bartender,0.08916083916083917,-0.08916083916083917
cashier,0.09061771561771562,-0.09061771561771562
chemical engineer,0.10139860139860139,-0.10139860139860139
chemist,0.10984848484848485,-0.10984848484848485
construction worker,0.057692307692307696,-0.057692307692307696
dentist,0.09382284382284382,-0.09382284382284382
farm worker,0.07051282051282051,-0.07051282051282051
janitor,0.0844988344988345,-0.0844988344988345
judge,0.08741258741258741,-0.08741258741258741
lawyer,0.09586247086247086,-0.09586247086247086
line cook,0.05011655011655012,-0.05011655011655012
optometrist,0.08566433566433566,-0.08566433566433566
parking attendant,0.09906759906759907,-0.09906759906759907
pharmacist,0.09032634032634032,-0.09032634032634032
physician,0.10023310023310024,-0.10023310023310024
physics teacher,0.0946969696969697,-0.0946969696969697
professor,0.125,-0.125
psychologist,0.0743006993006993,-0.0743006993006993
receptionist,0.0842074592074592,-0.0842074592074592
sales clerk,0.09731934731934731,-0.09731934731934731
scientist,0.11072261072261072,-0.11072261072261072
server,0.0844988344988345,-0.0844988344988345
taxi driver,0.09848484848484848,-0.09848484848484848
truck driver,0.05652680652680653,-0.05652680652680653
