,highSES,lowSES
bartender,0.009032634032634032,-0.01282051282051282
cashier,0.006993006993006993,-0.00844988344988345
chemical engineer,0.01078088578088578,-0.01282051282051282
chemist,0.004370629370629371,-0.01486013986013986
construction worker,0.009032634032634032,-0.007575757575757576
dentist,0.003787878787878788,-0.018065268065268064
farm worker,0.006993006993006993,-0.004953379953379953
janitor,0.0026223776223776225,-0.008158508158508158
judge,0.0026223776223776225,-0.017482517482517484
lawyer,0.004079254079254079,-0.007575757575757576
line cook,0.004079254079254079,-0.013986013986013986
optometrist,0.005244755244755245,-0.009324009324009324
parking attendant,0.011072261072261072,-0.014277389277389278
pharmacist,0.007867132867132868,-0.013403263403263404
physician,0.010198135198135198,-0.015151515151515152
physics teacher,0.008158508158508158,-0.007575757575757576
professor,0.00844988344988345,-0.01078088578088578
psychologist,0.007867132867132868,-0.009032634032634032
receptionist,0.005244755244755245,-0.005827505827505828
sales clerk,0.007575757575757576,-0.011072261072261072
scientist,0.00641025641025641,-0.011655011655011656
server,0.004662004662004662,-0.013403263403263404
taxi driver,0.011072261072261072,-0.008158508158508158
truck driver,0.006993006993006993,-0.007575757575757576
