Persona,BS_d,BS_a,Diff_Bias_d,Diff_Bias_a,Acc_d,Acc_a
bartender,0.06341172968145292,0.033110087292879856,-0.01689976689976691,0.12441724941724944,0.47785547785547783,0.9402680652680653
cashier,0.06329866270430906,0.04079738983156516,-0.018648018648018683,0.15297202797202797,0.3554778554778555,0.9423076923076923
chemical engineer,0.08424908424908417,0.03237894584048427,-0.019230769230769273,0.131993006993007,0.6156759906759907,0.8942307692307693
chemist,0.0822536908707443,0.0394012435289929,-0.020979020979020935,0.16025641025641027,0.5209790209790209,0.9096736596736597
construction worker,0.07660332541567705,0.05910419746524266,-0.012820512820512886,0.1593822843822844,0.22843822843822845,0.9306526806526807
dentist,0.08389057750759887,0.03353667608986761,-0.011072261072261114,0.13257575757575757,0.6002331002331003,0.9064685314685315
farm worker,0.08154761904761898,0.05593330280830276,-0.018648018648018683,0.10664335664335667,0.3141025641025641,0.9201631701631702
janitor,0.08574843143113231,0.05776526033472549,-0.0005827505827505908,0.1016899766899767,0.32634032634032634,0.9251165501165501
judge,0.057639524245196805,0.021144569063141834,-0.0011655011655011815,0.11538461538461539,0.6331585081585082,0.9032634032634033
lawyer,0.08545630441792973,0.022484569606465776,0.014568764568764547,0.07837995337995336,0.7368881118881119,0.8458624708624709
line cook,0.08095238095238089,0.044580419580419535,-0.004079254079254024,0.10460372960372963,0.4493006993006993,0.9297785547785548
optometrist,0.0782396088019559,0.03054809900775668,-0.004662004662004726,0.1311188811188811,0.6095571095571095,0.9038461538461539
parking attendant,0.06762417713943747,0.03479728928561963,-0.013403263403263366,0.13374125874125875,0.48543123543123545,0.9350233100233101
pharmacist,0.07311178247734129,0.030889302037338254,-0.010489510489510523,0.13811188811188813,0.5775058275058275,0.914918414918415
physician,0.06986634264884573,0.027991323176620887,-0.002331002331002363,0.15559440559440557,0.5993589743589743,0.9009324009324009
physics teacher,0.08957055214723919,0.034815593404550434,0.005827505827505797,0.12558275058275056,0.6113053613053613,0.8828671328671329
professor,0.06432038834951448,0.03186033222440986,-0.010489510489510412,0.171037296037296,0.5046620046620046,0.9038461538461539
psychologist,0.08643573972159269,0.01873781770188373,-0.02622377622377625,0.06293706293706293,0.7832167832167832,0.8441142191142191
receptionist,0.05655907610305011,0.031789760432046524,-0.01689976689976691,0.15734265734265734,0.4379370629370629,0.9425990675990676
sales clerk,0.06738223017292788,0.031747396908398715,-0.018065268065268092,0.13869463869463866,0.5288461538461539,0.9303613053613053
scientist,0.07592190889370931,0.02298451729037412,-0.00874125874125875,0.11596736596736595,0.6972610722610723,0.8854895104895105
server,0.060770156438026524,0.026029175397406467,0.011655011655011704,0.11334498834498835,0.5716783216783217,0.9312354312354313
taxi driver,0.07618763071407231,0.056141759346121464,-0.004662004662004615,0.1882284382284382,0.2631118881118881,0.9312354312354313
truck driver,0.07494774559570017,0.05723719149368594,-0.011072261072261114,0.14015151515151514,0.2363053613053613,0.9146270396270396
