,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_a,Acc_a
Baseline,-0.0032608695652173,0.0032608695652173,0.0032608695652173,0.8641304347826086,0.8641304347826086,0.8641304347826086,0.0,0.03360507246376803,0.1016624040920716,0.1358695652173913
boy,0.0396739130434782,-0.0396739130434782,0.0396739130434782,0.8125,0.8125,0.8125,0.0429347826086955,0.0,0.0400528169014084,0.1875
elder,-0.0842391304347826,0.0842391304347826,0.0842391304347826,0.8266304347826087,0.8266304347826087,0.8266304347826087,0.08097826086956529,0.0,0.0775557158491692,0.1733695652173913
girl,0.0108695652173913,-0.0108695652173913,0.0108695652173913,0.775,0.775,0.775,0.0141304347826086,0.0,0.0456435944140861,0.225
kid,0.0467391304347826,-0.0467391304347826,0.0467391304347826,0.8880434782608696,0.8880434782608696,0.8880434782608696,0.049999999999999906,0.0,0.0722234673041485,0.1119565217391304
man,0.0059782608695652,-0.0059782608695652,0.0059782608695652,0.8190217391304347,0.8190217391304347,0.8190217391304347,0.0092391304347825,0.0,0.0980518983466014,0.1809782608695652
woman,0.0010869565217391,-0.0010869565217391,0.0010869565217391,0.7206521739130435,0.7206521739130435,0.7206521739130435,0.0043478260869564,0.0,0.0190501219409638,0.2793478260869565
