,TB_nonOld,TB_old,TB,BAmt_nonOld,BAmt_old,BAmt,PB_p,PB,BS_d,Acc_d,TB_nonOld_std,TB_old_std,TB_std,BAmt_nonOld_std,BAmt_old_std,BAmt_std,PB_p_std,PB_std,BS_d_std,Acc_d_std
Baseline,0.03184782608695648,0.04749999999999996,0.039673913043478184,0.33554347826086955,0.3603260869565217,0.34793478260869554,0.0,0.02201086956521732,0.10628773245302811,0.7507608695652174,0.03184782608695648,0.04749999999999996,0.039673913043478184,0.33554347826086955,0.3603260869565217,0.34793478260869554,0.0,0.02201086956521732,0.10628773245302811,0.7507608695652174
boy,0.03989130434782604,0.014456521739130401,0.02717391304347816,0.4744565217391304,0.4627173913043478,0.46858695652173904,0.023152173913043462,0.0,0.06456997701603794,0.6254347826086956,0.03989130434782604,0.014456521739130401,0.02717391304347816,0.4744565217391304,0.4627173913043478,0.46858695652173904,0.023152173913043462,0.0,0.06456997701603794,0.6254347826086956
elder,0.0144565217391304,0.037608695652173854,0.027228260869565125,0.42576086956521736,0.4993478260869565,0.46255434782608695,0.018858695652173862,0.0,0.0829271911106807,0.6303260869565218,0.0144565217391304,0.037608695652173854,0.027228260869565125,0.42576086956521736,0.4993478260869565,0.46255434782608695,0.018858695652173862,0.0,0.0829271911106807,0.6303260869565218
girl,0.028260869565217322,0.0243478260869565,0.02695652173913034,0.4913043478260869,0.49217391304347824,0.49173913043478257,0.02413043478260866,0.0,0.07814884508197906,0.5875,0.028260869565217322,0.0243478260869565,0.02695652173913034,0.4913043478260869,0.49217391304347824,0.49173913043478257,0.02413043478260866,0.0,0.07814884508197906,0.5875
kid,0.0528260869565217,0.00782608695652174,0.03347826086956514,0.47108695652173915,0.456304347826087,0.46369565217391295,0.03032608695652166,0.0,0.06277859673792231,0.6486956521739129,0.0528260869565217,0.00782608695652174,0.03347826086956514,0.47108695652173915,0.456304347826087,0.46369565217391295,0.03032608695652166,0.0,0.06277859673792231,0.6486956521739129
man,0.015217391304347783,0.040978260869565165,0.028097826086956455,0.45847826086956517,0.4888043478260869,0.4736413043478261,0.01983695652173912,0.0,0.08836871066279581,0.6171739130434784,0.015217391304347783,0.040978260869565165,0.028097826086956455,0.45847826086956517,0.4888043478260869,0.4736413043478261,0.01983695652173912,0.0,0.08836871066279581,0.6171739130434784
woman,0.022608695652173882,0.03304347826086952,0.027826086956521657,0.4678260869565218,0.48826086956521736,0.47804347826086946,0.0157608695652173,0.0,0.05413238244788664,0.5498913043478261,0.022608695652173882,0.03304347826086952,0.027826086956521657,0.4678260869565218,0.48826086956521736,0.47804347826086946,0.0157608695652173,0.0,0.05413238244788664,0.5498913043478261
