Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.033091610681667306,0.06341172968145292,-0.01689976689976691,0.12441724941724944,0.4781468531468531,0.9402680652680653
cashier,0.040778946165276025,0.06329866270430906,-0.018648018648018683,0.15297202797202797,0.3557692307692308,0.9423076923076923
chemical engineer,0.03237894584048427,0.08424908424908417,-0.019230769230769273,0.131993006993007,0.6156759906759907,0.8942307692307693
chemist,0.03935331014270459,0.0822536908707443,-0.020979020979020935,0.16025641025641027,0.5215617715617715,0.9096736596736597
construction worker,0.059037236516452735,0.07660332541567705,-0.012820512820512886,0.1593822843822844,0.2293123543123543,0.9306526806526807
dentist,0.0335122324484027,0.08389057750759887,-0.011072261072261114,0.13257575757575757,0.6005244755244755,0.9064685314685315
farm worker,0.05593330280830276,0.08154761904761898,-0.018648018648018683,0.10664335664335667,0.3141025641025641,0.9201631701631702
janitor,0.05774027536053228,0.08574843143113231,-0.0005827505827505908,0.1016899766899767,0.32663170163170163,0.9251165501165501
judge,0.021027005930940094,0.057639524245196805,-0.0011655011655011815,0.11538461538461539,0.6351981351981352,0.9032634032634033
lawyer,0.022434769895266517,0.08545630441792973,0.014568764568764547,0.07837995337995336,0.7374708624708625,0.8458624708624709
line cook,0.044556832056832016,0.08095238095238089,-0.004079254079254024,0.10460372960372963,0.4495920745920746,0.9297785547785548
optometrist,0.030502504830133163,0.0782396088019559,-0.004662004662004726,0.1311188811188811,0.6101398601398601,0.9038461538461539
parking attendant,0.03477758527130161,0.06762417713943747,-0.013403263403263366,0.13374125874125875,0.48572261072261075,0.9350233100233101
pharmacist,0.030846696103493648,0.07311178247734129,-0.010489510489510523,0.13811188811188813,0.578088578088578,0.914918414918415
physician,0.027970965850674247,0.06986634264884573,-0.002331002331002363,0.15559440559440557,0.5996503496503497,0.9009324009324009
physics teacher,0.03478949475881988,0.08957055214723919,0.005827505827505797,0.12558275058275056,0.6115967365967366,0.8828671328671329
professor,0.03180410810871972,0.06432038834951448,-0.010489510489510412,0.171037296037296,0.5055361305361306,0.9038461538461539
psychologist,0.01858670626880402,0.08643573972159269,-0.02622377622377625,0.06293706293706293,0.784965034965035,0.8441142191142191
receptionist,0.03177328051476708,0.05655907610305011,-0.01689976689976691,0.15734265734265734,0.4382284382284382,0.9425990675990676
sales clerk,0.03172776339144856,0.06738223017292788,-0.018065268065268092,0.13869463869463866,0.5291375291375291,0.9303613053613053
scientist,0.022962395522048443,0.07592190889370931,-0.00874125874125875,0.11596736596736595,0.6975524475524476,0.8854895104895105
server,0.02601146847536741,0.060770156438026524,0.011655011655011704,0.11334498834498835,0.571969696969697,0.9312354312354313
taxi driver,0.05607516176682595,0.07618763071407231,-0.004662004662004615,0.1882284382284382,0.263986013986014,0.9312354312354313
truck driver,0.05723719149368594,0.07494774559570017,-0.011072261072261114,0.14015151515151514,0.2363053613053613,0.9146270396270396
