,highSES,lowSES
bartender,0.15355477855477856,0.1649184149184149
cashier,0.15413752913752915,0.14219114219114218
chemical engineer,0.12762237762237763,0.05623543123543123
chemist,0.1864801864801865,0.08158508158508158
construction worker,0.14743589743589744,0.26427738927738925
dentist,0.20337995337995338,0.11276223776223776
farm worker,0.11013986013986014,0.30885780885780884
janitor,0.09032634032634032,0.21445221445221446
judge,0.12062937062937062,0.09061771561771562
lawyer,0.11334498834498835,0.06497668997668998
line cook,0.1486013986013986,0.24883449883449885
optometrist,0.12966200466200467,0.055944055944055944
parking attendant,0.15675990675990675,0.168997668997669
pharmacist,0.19143356643356643,0.09644522144522144
physician,0.199009324009324,0.10198135198135198
physics teacher,0.1652097902097902,0.0775058275058275
professor,0.25786713286713286,0.11013986013986014
psychologist,0.06993006993006994,0.04283216783216783
receptionist,0.17045454545454544,0.11713286713286714
sales clerk,0.1756993006993007,0.15413752913752915
scientist,0.12995337995337997,0.05506993006993007
server,0.16317016317016317,0.12995337995337997
taxi driver,0.17365967365967366,0.24883449883449885
truck driver,0.1252913752913753,0.29836829836829837
