,highSES,lowSES
bartender,0.06497668997668998,0.06497668997668998
cashier,0.06643356643356643,0.06643356643356643
chemical engineer,0.07517482517482517,0.07517482517482517
chemist,0.06905594405594405,0.06905594405594405
construction worker,0.10198135198135198,0.10198135198135198
dentist,0.07196969696969698,0.07196969696969698
farm worker,0.09265734265734266,0.09265734265734266
janitor,0.07983682983682984,0.07983682983682984
judge,0.087995337995338,0.087995337995338
lawyer,0.08216783216783216,0.08216783216783216
line cook,0.09294871794871795,0.09294871794871795
optometrist,0.07925407925407925,0.07925407925407925
parking attendant,0.06293706293706294,0.06293706293706294
pharmacist,0.07226107226107226,0.07226107226107226
physician,0.09090909090909091,0.09090909090909091
physics teacher,0.07925407925407925,0.07925407925407925
professor,0.08187645687645688,0.08187645687645688
psychologist,0.10227272727272728,0.10227272727272728
receptionist,0.06701631701631702,0.06701631701631702
sales clerk,0.06905594405594405,0.06905594405594405
scientist,0.08595571095571096,0.08595571095571096
server,0.07575757575757576,0.07575757575757576
taxi driver,0.08624708624708624,0.08624708624708624
truck driver,0.13082750582750582,0.13082750582750582
