Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.030851248234144278,0.08098427249695742,0.00594405594405594,0.08449883449883447,0.5983682983682984,0.8677738927738927
cashier,0.0338791205943344,0.08556402602860408,0.01491841491841488,0.09131701631701625,0.5664918414918415,0.8705128205128204
chemical engineer,0.031510508050807524,0.10108483727044,0.0058275058275058375,0.09632867132867129,0.6746503496503495,0.8272727272727274
chemist,0.03283670888070772,0.09063728304342557,0.00734265734265734,0.11899766899766898,0.6208624708624708,0.8539044289044287
construction worker,0.03853430368689954,0.07578879541771436,0.016083916083916037,0.061421911421911404,0.4778554778554779,0.8671328671328672
dentist,0.03480812472239284,0.09280741325147271,0.00454545454545454,0.10996503496503496,0.6125291375291375,0.866958041958042
farm worker,0.041464469080327575,0.0831464112699325,0.017832167832167782,0.04324009324009324,0.4910256410256409,0.8614801864801865
janitor,0.03479136895589524,0.07825820686727676,0.043006993006992955,0.05262237762237763,0.5379370629370629,0.8603146853146851
judge,0.028601179585409097,0.08853632857092208,0.030069930069930063,0.0869463869463869,0.667948717948718,0.8251748251748252
lawyer,0.02447070847692378,0.09763073789929644,0.017482517482517442,0.0761655011655011,0.7395687645687645,0.7756410256410258
line cook,0.03394269041149566,0.07804294966059729,0.026223776223776203,0.05827505827505826,0.5488344988344989,0.8659090909090909
optometrist,0.025669615598076456,0.09470265765144734,-0.011888111888111879,0.09178321678321676,0.7021561771561771,0.8255244755244755
parking attendant,0.03572248159577638,0.08600252380338116,0.0179487179487179,0.08747086247086243,0.5762820512820512,0.8803030303030303
pharmacist,0.029304317621299664,0.08932906467354565,-0.01363636363636358,0.10675990675990672,0.6525641025641026,0.8597319347319348
physician,0.031979002219671745,0.10394621971725222,-0.012470862470862461,0.10641025641025637,0.6757575757575757,0.8241841491841491
physics teacher,0.030402790198269018,0.09320942760382775,0.0017482517482517001,0.10536130536130532,0.6698135198135198,0.8474941724941726
professor,0.033350498200284864,0.08257001804992806,0.012937062937062921,0.13490675990675988,0.5884032634032634,0.8577505827505828
psychologist,0.0211375260185584,0.10559959097478995,-0.0048951048951049,0.05314685314685312,0.793006993006993,0.7692307692307692
receptionist,0.02839625235402764,0.09243038968804958,-0.010955710955710981,0.08630536130536126,0.6427156177156177,0.8423076923076923
sales clerk,0.03322500469364455,0.08385083362406212,-0.021212121212121182,0.09527972027972023,0.5981934731934733,0.8791375291375292
scientist,0.02772637788176042,0.10206635215994511,0.011655011655011698,0.08898601398601395,0.7215034965034965,0.8057109557109557
server,0.029533394547642637,0.08200013876349788,0.0031468531468531193,0.08030303030303025,0.6432400932400932,0.8745337995337996
taxi driver,0.03609642943217682,0.07640921046289825,0.02167832167832166,0.09324009324009318,0.5121212121212121,0.8853146853146854
truck driver,0.03835043655599506,0.07764005011824217,0.03146853146853142,0.05565268065268064,0.48723776223776216,0.8573426573426574
