,highSES,lowSES
bartender,0.16596736596736594,-0.08752913752913749
cashier,0.17278554778554778,-0.10116550116550113
chemical engineer,0.18869463869463865,-0.10029137529137526
chemist,0.21701631701631702,-0.13997668997668994
construction worker,0.11550116550116547,-0.06876456876456878
dentist,0.21497668997668998,-0.1149184149184149
farm worker,0.09003496503496503,-0.03968531468531468
janitor,0.08607226107226108,-0.07179487179487179
judge,0.15734265734265734,-0.10349650349650345
lawyer,0.15075757575757573,-0.0777389277389277
line cook,0.11340326340326339,-0.06142191142191143
optometrist,0.17529137529137523,-0.10005827505827503
parking attendant,0.17150349650349644,-0.0909090909090909
pharmacist,0.20850815850815843,-0.11177156177156175
physician,0.20646853146853142,-0.1127622377622377
physics teacher,0.19306526806526803,-0.12301864801864797
professor,0.2534965034965035,-0.1512237762237762
psychologist,0.10926573426573423,-0.05017482517482512
receptionist,0.17156177156177152,-0.08735431235431233
sales clerk,0.1923659673659673,-0.09347319347319344
scientist,0.17109557109557105,-0.09586247086247084
server,0.16334498834498828,-0.07756410256410251
taxi driver,0.15996503496503492,-0.11975524475524471
truck driver,0.09988344988344984,-0.06707459207459203
