Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
bartender,0.024513330945941696,0.076971410618913,0.05944055944055948,0.04283216783216781,0.6815268065268065,0.8613053613053613
cashier,0.02841252585829762,0.09588179817667397,0.06293706293706292,0.03700466200466199,0.7036713286713286,0.8607226107226107
chemical engineer,0.02355450095435659,0.1281125947311439,0.037878787878787845,0.05332167832167832,0.8161421911421911,0.7368881118881119
chemist,0.02951574310954359,0.11010655473038433,0.03205128205128205,0.09382284382284381,0.7319347319347319,0.8324592074592074
construction worker,0.028569943068084358,0.06939281288723675,0.036130536130536184,-0.016608391608391615,0.5882867132867133,0.8560606060606061
dentist,0.03687661119880541,0.11664564943253475,0.02680652680652673,0.10343822843822845,0.6838578088578089,0.8560606060606061
farm worker,0.039239037635445576,0.09364977549711351,0.054195804195804165,-0.04137529137529139,0.581002331002331,0.8132284382284383
janitor,0.022291373057901315,0.07313957202171828,0.07051282051282048,-0.016899766899766883,0.6952214452214452,0.8318764568764568
judge,0.019707174985407402,0.09328968903436996,0.09149184149184142,0.04399766899766901,0.7887529137529138,0.8155594405594405
lawyer,0.01832408970340004,0.10275862068965513,0.046620046620046596,0.057692307692307696,0.8216783216783217,0.7645687645687645
line cook,0.029263687853996266,0.07363121460037769,0.07575757575757569,0.017482517482517473,0.6025641025641025,0.8467365967365967
optometrist,0.020131874298540943,0.10846560846560838,-0.011072261072261003,0.05681818181818182,0.8143939393939394,0.8074009324009324
parking attendant,0.02707042412924764,0.08309990662931832,0.05944055944055937,0.046620046620046623,0.6742424242424242,0.8624708624708625
pharmacist,0.03046625955371202,0.10583016476552598,-0.012237762237762184,0.08857808857808859,0.7121212121212122,0.8528554778554779
physician,0.035832223332223335,0.11904761904761907,-0.004662004662004726,0.11975524475524477,0.699009324009324,0.831002331002331
physics teacher,0.028078865578865582,0.11568627450980395,-0.00815850815850816,0.0912004662004662,0.7572843822843823,0.8205128205128205
professor,0.032080310722900976,0.08717310087173091,0.03904428904428903,0.13898601398601398,0.631993006993007,0.8662587412587412
psychologist,0.013056680161943316,0.11578947368421044,-0.007575757575757569,0.033508158508158505,0.8872377622377622,0.7398018648018648
receptionist,0.030479962680710782,0.10598503740648368,0.002913752913752843,0.055652680652680656,0.7124125874125874,0.8668414918414918
sales clerk,0.033273013536171424,0.10087719298245612,-0.01689976689976691,0.06177156177156176,0.6701631701631702,0.8645104895104895
scientist,0.023071680548234896,0.12469607502605062,0.04195804195804198,0.07022144522144523,0.8149766899766899,0.7698135198135199
server,0.022604281970501156,0.07711520449578524,0.02389277389277389,0.049533799533799536,0.7068764568764568,0.875
taxi driver,0.034423541060709245,0.08147696063472698,0.03263403263403264,0.05419580419580419,0.5775058275058275,0.8817016317016317
truck driver,0.031659529101389555,0.07472868217054263,0.06759906759906764,-0.01223776223776224,0.5763403263403264,0.8385780885780886
