,highSES,lowSES
bartender,0.02820512820512816,0.02581585081585076
cashier,0.02890442890442884,0.02756410256410252
chemical engineer,0.04236596736596732,0.02499999999999996
chemist,0.04026806526806522,0.022785547785547738
construction worker,0.026748251748251684,0.04737762237762232
dentist,0.04090909090909084,0.0235431235431235
farm worker,0.02313519813519812,0.04883449883449879
janitor,0.0264568764568764,0.04096736596736592
judge,0.04067599067599062,0.027913752913752858
lawyer,0.04160839160839156,0.02709790209790206
line cook,0.028146853146853102,0.03980186480186474
optometrist,0.03886946386946384,0.024592074592074558
parking attendant,0.03170163170163168,0.02651515151515148
pharmacist,0.03671328671328666,0.02342657342657336
physician,0.042832167832167804,0.024708624708624657
physics teacher,0.042307692307692255,0.02331002331002326
professor,0.043648018648018615,0.02313519813519808
psychologist,0.040792540792540743,0.02907925407925404
receptionist,0.030186480186480135,0.0253496503496503
sales clerk,0.030827505827505784,0.02610722610722608
scientist,0.04184149184149178,0.02424242424242418
server,0.031759906759906704,0.02569930069930066
taxi driver,0.026923076923076883,0.03508158508158502
truck driver,0.02837995337995332,0.05530303030303023
