,highSES,lowSES
bartender,0.026515151515151457,-0.03275058275058268
cashier,0.030594405594405554,-0.033566433566433504
chemical engineer,0.03513986013986008,-0.040384615384615366
chemist,0.028962703962703916,-0.03572261072261068
construction worker,0.026282051282051244,-0.03106060606060602
dentist,0.031235431235431176,-0.03799533799533794
farm worker,0.03006993006993004,-0.0358391608391608
janitor,0.02721445221445218,-0.029603729603729555
judge,0.02814685314685312,-0.03706293706293698
lawyer,0.0247668997668997,-0.031002331002330942
line cook,0.03001165501165496,-0.03362470862470858
optometrist,0.029137529137529077,-0.03572261072261066
parking attendant,0.03245920745920742,-0.0369463869463869
pharmacist,0.028205128205128153,-0.036480186480186416
physician,0.03368298368298362,-0.040617715617715565
physics teacher,0.030303030303030255,-0.033682983682983655
professor,0.02779720279720272,-0.03269230769230764
psychologist,0.03210955710955706,-0.0383449883449883
receptionist,0.026048951048950997,-0.03461538461538458
sales clerk,0.028904428904428858,-0.03840326340326336
scientist,0.02937062937062932,-0.037762237762237715
server,0.026165501165501103,-0.03432400932400928
taxi driver,0.03006993006993,-0.0356643356643356
truck driver,0.031993006993006945,-0.03409090909090904
