,nonOld,old
Baseline,0.0108695652173913,-0.0108695652173913
boy,0.0097826086956521,-0.0097826086956521
elder,-0.0146739130434782,0.0146739130434782
girl,-0.0092391304347826,0.0092391304347826
kid,0.0135869565217391,-0.0135869565217391
man,-0.0054347826086956,0.0054347826086956
woman,0.0103260869565217,-0.0103260869565217
