,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,African_ambig,African American_ambig,Black_ambig,Caucasian_ambig,White_ambig,European_ambig,Roma_ambig,Native American_ambig,South American_ambig,Hispanic_ambig,Latino_ambig,Jewish_ambig,Arab_ambig,Middle Eastern_ambig,Asian_ambig,TB_ambig,PB_ambig,diff_TB_ambig,African_disambig,African American_disambig,Black_disambig,Caucasian_disambig,White_disambig,European_disambig,Roma_disambig,Native American_disambig,South American_disambig,Hispanic_disambig,Latino_disambig,Jewish_disambig,Arab_disambig,Middle Eastern_disambig,Asian_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,3.6890567819618043e-07,0.0012690355329949,0.0002906976744186,0.0441860465116279,0.916279069767442,0.9997093023255814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302,0.0,-0.001937984496124,0.0028958389022541997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
African,-4.204884393711757e-06,-0.0028929604628736,-0.0008720930232558,0.0302325581395349,0.9040697674418604,0.998546511627907,-4.573790071907937e-06,-0.0041619959958685004,0.0,0.0,0.0023148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034013605442176,0.0,-0.0028735632183908,0.0,0.003875968992248,0.012465707569671199,0.015361546471925398,0.009569868667416999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009442870632672,0.0,-0.0020283975659229,0.0,0.0,0.0029726846291901,0.0029726846291901,0.0029726846291901
African American,0.0,0.0019280205655527,0.0,0.0319767441860464,0.9037790697674418,1.0,-3.6890567819618043e-07,0.0006589850325578002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028958389022541997,-0.0028958389022541997,0.0,0.0,-0.0012391573729863,0.0,0.0029282576866764,0.0,0.0,0.0,0.0,0.0,0.0009442870632672,0.0303030303030303,0.0,0.0,0.0,0.0354147324259602,0.0354147324259602,0.0354147324259602
Black,-2.4153765714155616e-05,-0.0048875855327468,0.0002906976744186,0.0319767441860465,0.8915697674418605,0.9950581395348838,-2.4522671392351796e-05,-0.0061566210657416996,0.0,0.0,0.0005787037037037,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,-0.0017006802721088,0.0,0.0057471264367816,0.0,-0.000968992248062,0.0103252898946986,0.0093674354885684,0.0074294509924444,0.0,0.0,0.0,0.0,0.0029717682020802,0.0,0.0,0.0,0.0,0.0,-0.002906976744186,0.0,0.0010330578512396,0.0,0.0,0.0069118027975058,0.0069118027975058,0.0069118027975058
Caucasian,-9.40769172875662e-07,-0.0032362459546925,-0.0002906976744186,0.0372093023255813,0.8976744186046511,0.9997093023255814,-1.3096748510718424e-06,-0.0045052814876874,0.0,0.0,0.0005787037037037,0.0,-0.0026595744680851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032382781717888,0.006134117074043,0.0003424392695346003,0.0,0.0,-0.0006230529595015,0.0,-0.0029806259314456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031088082901554,0.0067124871811025,0.0067124871811025,0.0067124871811025
White,-2.82322118244028e-06,-0.0016186468112657,0.0,0.0424418604651163,0.8979651162790697,0.9982558139534884,-3.1921268606364605e-06,-0.0028876823442606,0.0,0.0,0.0005787037037037,0.0,0.0013297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009578544061302,0.0,-0.000968992248062,0.0038353375919383996,0.0028774831858082,0.0009394986896841999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
European,-0.0,-0.0003218538783392,0.0,0.0308139534883721,0.9026162790697676,1.0,-3.6890567819618043e-07,-0.0015908894113340999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028958389022541997,-0.0028958389022541997,0.0232558139534883,0.0,-0.0006203473945409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018832391713747,0.0,0.0,0.0,-0.0010341261633919,0.0267935266827958,0.0267935266827958,0.0267935266827958
Roma,9.76744186046522e-06,0.00224,0.0008720930232558,0.0261627906976744,0.9078488372093024,0.9956395348837208,9.39853618226904e-06,0.0009709644670050999,0.0,0.0,0.0011574074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0121951219512195,0.0,0.0,0.0009578544061302,0.0,0.0,0.0143103837647571,0.0152905138547509,0.011414544862502901,0.0,0.0,0.0006172839506172,0.0,0.0029455081001472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030864197530864,0.0066492118038508005,0.0066492118038508005,0.0066492118038508005
Native American,-8.006099885627074e-06,-0.0045901639344262,-0.0008720930232558,0.0401162790697674,0.8857558139534883,0.9982558139534884,-8.375005563823254e-06,-0.0058591994674211,-0.01,0.0,0.0023148148148148,0.0,-0.0026595744680851,0.0,0.0,0.0166666666666666,0.0,0.0,0.0017006802721088,0.0,-0.0028735632183908,0.0,-0.000968992248062,0.0371842916881281,0.0381421460942583,0.0342884527858739,0.0,0.0,0.0018785222291797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019361084220716,0.0,0.0,0.0,0.0,0.0038146306512513,0.0038146306512513,0.0038146306512513
South American,2.2347034548517048e-06,0.0019218449711724,0.0,0.0308139534883721,0.9072674418604652,0.9988372093023256,1.8657977766555243e-06,0.0006528094381775,0.0,0.0,-0.0023148148148148,0.0,0.0026595744680851,0.0,0.0,0.0,0.0,0.0,0.0008503401360544,0.0,0.0019157088122605,0.0,-0.000968992248062,0.0087094304792768,0.0077515760731465995,0.0058135915770226,0.0,0.0,0.0012353304508956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010131712259371,0.0,0.0,0.0022485016768327,0.0022485016768327,0.0022485016768327
