,nonOld,old
boy,-0.013043478260869565,0.013043478260869565
elder,-0.03315217391304348,0.03315217391304348
girl,-0.017391304347826087,0.017391304347826087
kid,0.025,-0.025
man,-0.005978260869565218,0.005978260869565218
woman,-0.002717391304347826,0.002717391304347826
