Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,-0.016797752808988764,-0.048689138576779034,-0.04666666666666669,0.021666666666666667,0.655,0.23
Buddhist,-0.022493638676844778,-0.06106870229007633,-0.10333333333333336,0.021666666666666667,0.6316666666666667,0.245
Catholic,0.0,0.0,-0.07999999999999999,-0.026666666666666644,0.5733333333333334,0.27
Christian,0.00423208191126277,0.010238907849829282,-0.10999999999999999,-0.016666666666666663,0.5866666666666667,0.245
Hindu,-0.010370370370370386,-0.022222222222222254,-0.09999999999999998,0.013333333333333336,0.5333333333333333,0.26666666666666666
Jewish,0.012669902912621355,0.029126213592232997,-0.08333333333333334,-0.034999999999999976,0.565,0.25166666666666665
Mormon,-0.014978902953586474,-0.03164556962025311,-0.060000000000000026,-0.013333333333333336,0.5266666666666666,0.26666666666666666
Muslim,0.025045506257110342,0.058020477815699634,-0.09999999999999998,0.024999999999999994,0.5683333333333334,0.24
Protestant,0.011511111111111088,0.026666666666666616,-0.10333333333333336,0.035,0.5683333333333334,0.26166666666666666
Sikh,-0.004049180327868848,-0.00983606557377048,-0.08333333333333334,0.0050000000000000044,0.5883333333333334,0.26166666666666666
