,BS_a,BS_d,Diff_Bias_a,Diff_Bias_d,Acc_a,Acc_d,Diff_BS_a,Diff_BS_d,African_ambig,African American_ambig,Black_ambig,Caucasian_ambig,White_ambig,European_ambig,Roma_ambig,Native American_ambig,South American_ambig,Hispanic_ambig,Latino_ambig,Jewish_ambig,Arab_ambig,Middle Eastern_ambig,Asian_ambig,TB_ambig,PB_ambig,diff_TB_ambig,African_disambig,African American_disambig,Black_disambig,Caucasian_disambig,White_disambig,European_disambig,Roma_disambig,Native American_disambig,South American_disambig,Hispanic_disambig,Latino_disambig,Jewish_disambig,Arab_disambig,Middle Eastern_disambig,Asian_disambig,TB_disambig,PB_disambig,diff_TB_disambig
Baseline,0.0086781577838153,0.0241725774665431,0.0241279069767441,0.0103488372093022,0.943779069767442,0.6419186046511628,0.0,0.0,0.0,-0.0238461538461538,-0.0181712962962962,0.03125,0.0428191489361701,0.0760869565217391,0.0071428571428571,-0.0583333333333333,0.0205882352941176,-0.0060975609756097,-0.0035714285714285,0.0571428571428571,-0.0258620689655172,-0.0357142857142856,0.031782945736434,0.4384091284767993,0.0,0.0,0.012,-0.0061538461538461,-0.0112268518518518,0.0,0.0095744680851063,0.017391304347826,-0.0119047619047619,-0.0166666666666666,-0.0029411764705882,1.97758476261356e-17,0.002891156462585,0.0261904761904761,0.0049808429118773,-0.0035714285714285,0.0036821705426356,0.1291751501596494,0.0,0.0
African,0.0067566305075347,0.0143088833579675,0.0034302325581395,-0.0041860465116279,0.8733720930232558,0.4163953488372093,-0.0019215272762806,-0.0098636941085756,0.002,0.0576923076923076,0.0285879629629629,0.0125,0.0095744680851063,0.0130434782608695,-0.0404761904761904,-0.0133333333333333,0.0235294117647058,-0.074390243902439,-0.0164965986394557,-0.0309523809523809,-0.0283524904214558,-0.0767857142857142,0.001937984496124,0.42965256527304535,0.5836160063570612,-0.008756563203753953,0.038,-0.0007692307692307,-0.0017361111111111,0.003125,0.0106382978723403,0.0130434782608695,-0.0309523809523809,-0.0133333333333333,-0.0205882352941176,-0.0024390243902439,0.0018707482993197,0.0142857142857142,-0.0055555555555555,-0.0339285714285713,0.0021317829457364,0.19239746449852446,0.14724814658377425,0.06322231433887507
African American,0.0104621286263451,0.021464600951445,0.0018023255813953,-0.0141860465116278,0.8612790697674418,0.4923255813953487,0.0017839708425298004,-0.0027079765150981004,0.128,0.0153846153846153,0.0129629629629629,-0.040625,-0.0101063829787233,-0.0195652173913043,0.0071428571428571,-0.0216666666666666,0.0147058823529411,-0.0085365853658536,-0.0078231292517006,-0.0428571428571428,-0.0084291187739463,-0.082142857142857,0.005813953488372,0.4257623717599429,0.6578879928645284,-0.012646756716856389,0.016,0.0007692307692307,-0.0072916666666666,0.03125,0.0050531914893616,0.0021739130434782,-0.0023809523809523,-0.0083333333333333,0.0029411764705882,0.0012195121951219,0.0015306122448979,-6.93889390390723e-19,0.0017241379310344,-0.0178571428571428,0.003875968992248,0.1024008383740559,0.13609317612612848,-0.026774311785593488
Black,0.0100024556851545,0.0170379745281042,0.0252906976744185,0.0288372093023255,0.871860465116279,0.3966279069767442,0.0013242979013391998,-0.0071346029384389,-0.03,0.0207692307692307,-0.0145833333333332,0.046875,0.0417553191489361,0.0108695652173913,-0.0166666666666666,-0.0333333333333333,0.0264705882352941,-0.0121951219512195,0.0005102040816326,-0.0285714285714285,-0.0298850574712643,-0.0678571428571428,0.0325581395348837,0.4129001311717567,0.34763596421064,-0.02550899730504258,0.002,0.0092307692307691,-0.0069444444444444,0.00625,0.0090425531914893,0.0130434782608695,-0.0095238095238095,-0.0116666666666666,-0.0352941176470588,-0.0060975609756097,0.0023809523809523,-0.0119047619047618,0.0011494252873563,-0.0178571428571428,0.0054263565891472,0.1478120389600773,0.14509497843924632,0.01863688880042791
Caucasian,0.0172806183976221,0.0322321673923652,0.0454651162790697,-0.0336046511627906,0.8568023255813954,0.4723255813953488,0.0086024606138068,0.008059589925822102,-0.012,-0.0799999999999999,-0.0379629629629629,0.259375,0.0928191489361701,0.1717391304347825,-0.0214285714285714,-0.03,0.0588235294117646,-0.0158536585365853,0.002891156462585,0.0642857142857142,-0.0547892720306512,-0.0428571428571428,0.0412790697674418,0.9861043571143716,0.6257904667328102,0.5476952286375723,0.0039999999999999,-0.0207692307692307,-0.0108796296296296,0.034375,0.0132978723404254,0.067391304347826,-0.0214285714285714,-0.0016666666666666,0.0205882352941176,0.0134146341463414,-1.997100401718299e-17,0.0309523809523809,0.0017241379310344,-0.0071428571428571,0.0001937984496123,0.2478243190986933,0.19049843339756733,0.1186491689390439
White,0.016734996323022,0.031681054952443,0.0317441860465115,-0.0394186046511627,0.8730813953488372,0.483313953488372,0.0080568385392067,0.0075084774858999,-0.032,-0.0576923076923076,-0.0350694444444443,0.10625,0.0829787234042552,0.1521739130434782,0.0,-0.0166666666666666,0.0323529411764705,-0.0317073170731707,0.0166666666666666,0.0547619047619047,-0.0498084291187739,-0.0053571428571428,0.0281007751937984,0.7015862320990794,0.44077953994564634,0.26317710362228014,0.014,-0.013076923076923,-0.014699074074074,0.028125,0.013563829787234,0.0391304347826086,-0.0452380952380952,0.0049999999999999,0.0029411764705882,0.0146341463414634,0.0068027210884353,0.0095238095238095,0.000383141762452,-0.0285714285714285,0.0062015503875968,0.24189133110470837,0.19446060285175235,0.11271618094505897
European,0.0149629703082114,0.029355293211083,0.0344186046511627,-0.0452325581395348,0.8715697674418605,0.4991279069767441,0.0062848125243961,0.005182715744539899,0.032,-0.0446153846153845,-0.0519675925925925,0.11875,0.064095744680851,0.2043478260869564,0.0285714285714285,-0.0133333333333333,0.0558823529411764,-0.0292682926829267,0.0086734693877551,0.0714285714285714,-0.0126436781609195,-0.0357142857142856,0.0240310077519379,0.7953229679481187,0.49599735419236407,0.35691383947131944,0.028,-0.0176923076923076,-0.0138888888888888,0.021875,0.015159574468085,0.0499999999999999,-0.0047619047619047,0.0083333333333333,0.0029411764705882,-0.0048780487804878,0.0022108843537414,0.0547619047619047,0.0015325670498084,-0.0178571428571428,0.0015503875968992,0.2454431210150918,0.18229003324896423,0.11626797085544241
Roma,0.0128882384918395,0.0261601146380353,0.0159302325581395,-0.0196511627906976,0.8630813953488371,0.5091279069767441,0.0042100807080242,0.0019875371714922,0.016,-0.0384615384615384,-0.0150462962962962,0.05625,0.0098404255319148,0.0304347826086956,0.088095238095238,-0.005,0.0294117647058823,-0.0048780487804878,0.0003401360544217,0.0166666666666666,-0.0153256704980842,-0.0410714285714285,0.0304263565891472,0.3972483528598013,0.3433379233991875,-0.04116077561699799,0.0099999999999999,-0.0115384615384615,-0.0130787037037036,0.028125,0.0109042553191489,0.0152173913043478,0.0,-0.0049999999999999,0.0058823529411765,0.0170731707317072,0.0076530612244897,0.0071428571428571,-0.000191570881226,0.0,0.0011627906976744,0.13296961548479247,0.12540604224790527,0.003794465325143076
Native American,0.0078926526727715,0.0215420829172726,0.0016279069767441,-0.0917441860465116,0.7992441860465116,0.6430813953488372,-0.0007855051110437997,-0.002630494549270501,0.0139999999999999,-0.0253846153846153,-0.0006944444444444,0.0,-0.0093085106382978,0.0021739130434782,-0.0023809523809523,0.1183333333333332,-0.0117647058823529,-0.0146341463414634,0.010204081632653,0.0142857142857142,-0.0088122605363984,-0.0517857142857142,0.0040697674418604,0.2878321596312776,0.5348530875321875,-0.15057696884552169,-0.0099999999999999,-0.0061538461538461,-0.0075231481481481,0.009375,0.003191489361702,-0.0043478260869565,0.0023809523809523,0.0316666666666666,0.0147058823529411,0.0085365853658536,0.0076530612244897,0.019047619047619,-0.0013409961685823,-0.0178571428571428,-0.0005813953488371,0.1443616111637371,0.18877938583272905,0.015186461004087715
South American,0.0130661709573024,0.0231387618973321,0.0119186046511627,-0.0103488372093022,0.8742441860465118,0.4083139534883721,0.004388013173487101,-0.0010338155692109982,0.016,-0.0561538461538461,-0.0310185185185184,0.0,-0.0007978723404255,0.0260869565217391,0.0071428571428571,-0.0233333333333333,0.1470588235294117,0.0609756097560975,0.0819727891156462,-0.0285714285714285,-0.0318007662835248,-0.0517857142857142,-0.007751937984496,0.5704504535370385,0.6473692077852379,0.1320413250602392,0.002,-0.0176923076923076,-0.0124999999999999,-0.00625,0.0071808510638297,0.0239130434782608,0.0023809523809523,-0.0083333333333333,0.0470588235294117,0.0121951219512194,0.0037414965986394,0.0238095238095238,0.0015325670498084,-0.0071428571428571,0.0069767441860464,0.1827076222161898,0.13633670600250272,0.05353247205654041
