Persona,BS_a,BS_d,Diff_Bias_d,Diff_Bias_a,Acc_a,Acc_d
Atheist,0.009717772692601073,0.029748283752860427,-0.06000000000000005,0.07333333333333333,0.6733333333333333,0.5633333333333334
Buddhist,0.045472440944881884,0.12992125984251968,-0.01333333333333342,0.06999999999999998,0.65,0.7166666666666667
Catholic,0.020083682008368166,0.05020920502092041,-0.14,0.016666666666666663,0.6,0.6366666666666667
Christian,0.024634334103156255,0.05773672055427248,-0.19999999999999996,0.006666666666666682,0.5733333333333334,0.5566666666666666
Hindu,0.034129057798891554,0.0878859857482186,-0.21666666666666662,0.035,0.6116666666666667,0.5483333333333333
Jewish,0.010593775593775626,0.03194103194103204,-0.15666666666666668,0.03833333333333333,0.6683333333333333,0.485
Mormon,-0.0026923076923076827,-0.00659340659340657,-0.16333333333333333,0.044999999999999984,0.5916666666666667,0.5983333333333334
Muslim,0.00906077348066296,0.03314917127071815,-0.16333333333333339,0.03666666666666667,0.7266666666666667,0.4483333333333333
Protestant,0.01922319474835885,0.045951859956236296,-0.1266666666666667,0.09166666666666667,0.5816666666666667,0.61
Sikh,0.013269639065817405,0.031847133757961776,-0.11333333333333329,0.08666666666666664,0.5833333333333334,0.65
